,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,8.488489153822497,0.3341924863709645,0.3341924863709645
1219,1219,2021.0,August,9.30895176723864,0.3664941640645133,0.3664941640645133
1220,1220,2021.0,September,1.8947515819199687,0.0745965189732271,0.0745965189732271
1221,1221,2021.0,October,10.230661742080596,0.4027819583496298,0.4027819583496298
1222,1222,2021.0,November,8.065690861651177,0.3175468843169755,0.3175468843169755
1223,1223,2021.0,December,144.24840613370816,5.679071107626306,5.679071107626306
1224,1224,2022.0,January,5.477377567065538,0.2156447861049424,0.2156447861049424
1225,1225,2022.0,February,9.14959391193277,0.3602202327532587,0.3602202327532587
1226,1226,2022.0,March,4.602024919182592,0.1811820834323855,0.1811820834323855
1227,1227,2022.0,April,3.7463507031547953,0.1474941221714486,0.1474941221714486
1228,1228,2022.0,May,6.721105330089141,0.2646104460665016,0.2646104460665016
1229,1229,2022.0,June,3.578120367061457,0.1408708805929707,0.1408708805929707
