"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JUN",3.5,"WEL",12,3.9,2.4,0.4,-2.7,0.62,0.43,0.24,0.12,14.5,17.2,7.7,15.7,-39.4
"JUN",3.5,"NUT",40,3.5,0.9,0,0.9,0.51,0.49,0.04,0.04,14.5,13.9,5.6,-3.5,-51.6
"JUN",3.5,"WLA",11,2.4,0.8,-1.1,-2.7,0.24,0.48,0.04,0.04,14.5,13,3.7,-8.7,-62.6
"JUN",3.5,"SLA",2,3.1,3.1,-0.4,-0.4,0.41,0.76,0.41,0.76,14.5,10.1,8.6,-25.5,-34.2
"JUL",5.7,"SEL",6,5.85,4.4,0.15,-1.3,0.53,0.44,0.3,0.28,16.2,19.2,8.6,15.8,-40.1
"JUL",5.7,"WEL",8,6.8,2.5,1.1,-3.8,0.68,0.55,0.1,0.12,16.2,17.2,7.5,5.3,-45.9
"JUL",5.7,"NUT",41,5.7,2.6,0,2.6,0.51,0.51,0.1,0.06,16.2,16,6.8,-1.1,-49.6
"JUL",5.7,"WLA",9,5.5,1.9,-0.2,-3.8,0.48,0.61,0.06,0.11,16.2,15.9,5.2,-1.6,-58.1
"JUL",5.7,"SLA",2,3.7,3.6,-2,-2.1,0.21,0.32,0.2,0.31,16.2,10.4,7.9,-30.6,-43.8
"AUG",5.3,"SEL",7,7.86,2.2,2.56,-3.1,0.79,0.58,0.16,0.11,16.7,20.39,8.6,19,-41.7
"AUG",5.3,"WEL",12,6.5,2.8,1.2,-4.3,0.65,0.45,0.21,0.14,16.7,16.9,8.3,1,-43.2
"AUG",5.3,"NUT",34,4.7,2.1,-0.6,2.1,0.42,0.5,0.15,0.16,16.7,16.9,5.4,1,-58.1
"AUG",5.3,"WLA",12,5.1,1,-0.2,-4.3,0.47,0.59,0.08,0.06,16.7,17,6.3,1.5,-53.5
"AUG",5.3,"SLA",5,3.3,1.9,-2,-3.4,0.26,0.29,0.14,0.12,16.7,10.8,7.5,-30.4,-47.3
"SEP",5.2,"SEL",8,5.49,2,0.29,-3.2,0.55,0.64,0.11,0.18,18.9,21.34,8.1,11.3,-49.9
"SEP",5.2,"WEL",8,3.9,2.2,-1.3,-2.9,0.31,0.41,0.12,0.2,18.9,16.2,9,-12.5,-45.7
"SEP",5.2,"NUT",36,5.6,2.1,0.4,2.1,0.57,0.5,0.12,0.1,18.9,20.1,5,5.5,-64.2
"SEP",5.2,"WLA",11,5.3,2.3,0.1,-2.9,0.52,0.62,0.13,0.08,18.9,20.7,7.5,8.3,-52.7
"SEP",5.2,"SLA",5,3.4,2.4,-1.8,-2.8,0.25,0.22,0.14,0.09,18.9,12.9,7.5,-27.7,-52.7
"OCT",6.2,"SEL",10,7.04,4.4,0.84,-1.8,0.6,0.56,0.28,0.24,20.4,21.12,7.9,3.1,-54
"OCT",6.2,"WEL",10,6.5,3.3,0.3,-3.2,0.54,0.49,0.18,0.15,20.4,19.3,9.1,-4.8,-48.8
"OCT",6.2,"NUT",30,6.6,1.2,0.4,1.2,0.55,0.5,0.06,0.05,20.4,20.7,4.8,1.3,-67.4
"OCT",6.2,"WLA",10,6.6,3,0.4,-3.2,0.55,0.68,0.15,0.21,20.4,23,5.8,11.2,-63.1
"OCT",6.2,"SLA",8,4.1,3.2,-2.1,-3,0.25,0.34,0.17,0.23,20.4,17.7,9.2,-11.7,-48.4
"NOV",7.5,"SEL",14,8.81,1.7,1.31,-5.8,0.61,0.61,0.11,0.12,21.5,19.48,5.1,-8.3,-67.6
"NOV",7.5,"WEL",12,5.8,3.5,-1.7,-5.3,0.36,0.37,0.19,0.21,21.5,19.2,6.6,-9.5,-61.5
"NOV",7.5,"NUT",22,7.9,1.7,0.4,1.7,0.54,0.5,0.11,0.11,21.5,22.6,5.7,4.5,-65.2
"NOV",7.5,"WLA",11,8.8,2.2,1.3,-5.3,0.61,0.67,0.13,0.12,21.5,23.3,3.5,7.4,-74.2
"NOV",7.5,"SLA",11,5.4,1.9,-2.1,-5.6,0.33,0.35,0.11,0.11,21.5,22.7,10.3,5,-46.2
"DEC",6.7,"SEL",13,5.27,1.8,-1.43,-4.9,0.34,0.38,0.08,0.09,20.1,15.34,4.7,-20.8,-67.4
"DEC",6.7,"WEL",11,7,2.3,0.3,-6.1,0.53,0.58,0.1,0.12,20.1,19.4,5.4,-3.1,-64.3
"DEC",6.7,"NUT",22,6.2,1.9,-0.5,1.9,0.44,0.5,0.08,0.02,20.1,21.2,5,4.8,-66.1
"DEC",6.7,"WLA",11,7.6,0.6,0.9,-6.1,0.6,0.49,0.04,0.05,20.1,21.4,3.8,5.7,-71.3
"DEC",6.7,"SLA",9,8.2,4.1,1.5,-2.6,0.67,0.55,0.22,0.2,20.1,21.5,9.5,6.1,-46.4
