"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",7.3,"SEL",10,5.4,1.6,-1.9,-5.7,0.34,0.44,0.11,0.16,21.9,14,4.6,-32.1,-70.2
"JAN",7.3,"WEL",13,6.4,0.8,-0.9,-6.6,0.42,0.53,0.08,0.12,21.9,19.1,6.3,-11.4,-63.3
"JAN",7.3,"NUT",20,8.5,2.1,1.2,2.1,0.6,0.5,0.13,0.12,21.9,24.5,5.7,10.6,-65.7
"JAN",7.3,"WLA",17,6.9,0.7,-0.4,-6.6,0.46,0.42,0.08,0.05,21.9,23,6.6,4.5,-62.1
"JAN",7.3,"SLA",10,9.1,4.3,1.8,-3,0.64,0.63,0.26,0.21,21.9,19.4,8,-10.1,-56.4
"FEB",6.1,"SEL",9,4.67,1.3,-1.43,-4.8,0.36,0.43,0.11,0.18,21.1,11.45,4.6,-40.5,-69.2
"FEB",6.1,"WEL",8,6,2.3,-0.1,-3.6,0.49,0.54,0.17,0.24,21.1,18.3,7.7,-11.7,-56.2
"FEB",6.1,"NUT",27,6.5,1,0.4,1,0.54,0.5,0.1,0.09,21.1,22.2,4.6,4.6,-69.2
"FEB",6.1,"WLA",16,6.9,2.5,0.8,-3.6,0.58,0.6,0.18,0.16,21.1,23.9,7.3,11.7,-57.9
"FEB",6.1,"SLA",8,4.2,1.1,-1.9,-5,0.32,0.3,0.1,0.08,21.1,25.9,19.3,20.1,-7.6
"MAR",8.5,"SEL",7,3.93,1.7,-4.57,-6.8,0.19,0.36,0.09,0.14,20.5,14.08,9.7,-27.6,-46.5
"MAR",8.5,"WEL",5,6.7,3.2,-1.8,-5.1,0.36,0.69,0.15,0.28,20.5,17.6,7.3,-12.5,-56.8
"MAR",8.5,"NUT",37,9.5,2.6,1,2.6,0.58,0.5,0.13,0.09,20.5,21.3,4.1,3.4,-70.5
"MAR",8.5,"WLA",16,9.2,3.4,0.7,-5.1,0.55,0.54,0.16,0.16,20.5,22,5.4,6.4,-65
"MAR",8.5,"SLA",3,6.1,2.6,-2.4,-5.9,0.32,0.32,0.13,0.13,20.5,28.2,24.7,33.1,18.1
"APR",6.5,"SEL",2,2.85,1.6,-3.65,-4.9,0.21,0.19,0.14,0.09,15.5,15.92,11.3,2.3,-23
"APR",6.5,"WEL",11,5.6,2.2,-0.9,-5.1,0.42,0.56,0.17,0.13,15.5,14.8,6.5,-3.8,-49.3
"APR",6.5,"NUT",41,6.2,1,-0.3,1,0.48,0.5,0.11,0.08,15.5,15.3,2.4,-1.1,-71.8
"APR",6.5,"WLA",14,7.8,1.4,1.3,-5.1,0.62,0.48,0.13,0.16,15.5,15.2,2.8,-1.7,-69.6
"APR",6.5,"SLA",1,15.6,15.6,9.1,9.1,0.98,0.87,0.98,0.87,15.5,25.2,25.2,53.1,53.1
"MAY",5.5,"SEL",2,7.3,6.4,1.8,0.9,0.75,0.77,0.63,0.64,14.7,18.92,14.1,24.2,-3.4
"MAY",5.5,"WEL",14,5.3,1.9,-0.2,-4.9,0.47,0.46,0.09,0.06,14.7,16,6.8,7.5,-45.3
"MAY",5.5,"NUT",40,5.6,0.5,0.1,0.5,0.51,0.49,0.03,0.03,14.7,14.8,4,0.6,-61.3
"MAY",5.5,"WLA",12,5,0.6,-0.5,-4.9,0.42,0.48,0.03,0.04,14.7,12.9,3.3,-10.3,-65.3
"MAY",5.5,"SLA",1,6.5,6.5,1,1,0.65,0.7,0.65,0.7,14.7,13.3,13.2,-8,-8.6
"JUN",3.5,"SEL",3,5.77,3.3,2.27,-0.2,0.94,0.86,0.46,0.28,14.5,19.48,9.9,28.9,-26.7
