"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",2.7,"SEL",10,1.42,0.1,-1.28,-2.6,0.33,0.4,0.19,0.25,8.4,4.89,0.4,-31.5,-71.8
"JAN",2.7,"WEL",13,3,0.2,0.3,-2.6,0.53,0.59,0.2,0.26,8.4,8.1,2.9,-2.7,-49.3
"JAN",2.7,"NUT",20,3.1,0.4,0.4,0.4,0.55,0.5,0.22,0.1,8.4,9.2,1.6,7.2,-61
"JAN",2.7,"WLA",17,2.5,0.1,-0.2,-2.6,0.47,0.44,0.19,0.19,8.4,9,2.2,5.4,-55.6
"JAN",2.7,"SLA",10,3.9,0.6,1.2,-2.1,0.65,0.6,0.24,0.24,8.4,8.4,1.6,0,-61
"FEB",2.2,"SEL",9,0.74,0,-1.46,-2.2,0.2,0.31,0.11,0.16,8.8,5.57,1.5,-28,-63.2
"FEB",2.2,"WEL",8,2,0.7,-0.2,-1.3,0.45,0.66,0.2,0.3,8.8,7.8,3.5,-8.7,-45.9
"FEB",2.2,"NUT",27,2.4,0.4,0.2,0.4,0.54,0.51,0.15,0.14,8.8,9.1,1.8,2.6,-60.6
"FEB",2.2,"WLA",16,2.8,0.9,0.6,-1.3,0.63,0.53,0.23,0.17,8.8,10.1,2.7,11.3,-52.8
"FEB",2.2,"SLA",8,2.3,0.1,0.1,-2.1,0.52,0.43,0.12,0.08,8.8,11.9,8.4,26.9,-3.4
"MAR",3.5,"SEL",7,2.73,0.3,-0.77,-3.2,0.36,0.47,0.06,0.13,10,8.23,3.8,-13.9,-48.6
"MAR",3.5,"WEL",5,3.1,2,-0.4,-2.3,0.43,0.54,0.24,0.35,10,9.1,3.5,-7.1,-51
"MAR",3.5,"NUT",37,3.7,0.8,0.2,0.8,0.54,0.5,0.1,0.1,10,10.3,2.2,2.3,-61.2
"MAR",3.5,"WLA",16,3.7,1.2,0.2,-2.3,0.54,0.55,0.14,0.09,10,10.6,2.1,4.7,-62
"MAR",3.5,"SLA",3,2.2,0.9,-1.3,-2.6,0.27,0.22,0.11,0.06,10,14.9,13.6,38.4,28.3
"APR",3.1,"SEL",2,2.1,1.2,-1,-1.9,0.33,0.35,0.2,0.14,9,9.37,6,3.2,-25.5
"APR",3.1,"WEL",11,2.7,0.8,-0.4,-2.5,0.43,0.54,0.15,0.08,9,9.3,3.4,2.5,-47.7
"APR",3.1,"NUT",41,3,0.6,-0.1,0.6,0.49,0.5,0.13,0.18,9,8.9,2.3,-0.8,-57
"APR",3.1,"WLA",14,3.6,0.6,0.5,-2.5,0.59,0.47,0.13,0.04,9,9,1.4,0,-64.7
"APR",3.1,"SLA",1,7.4,7.4,4.3,4.3,0.97,0.98,0.97,0.98,9,14.8,14,49.4,42.5
