"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",3,2.2,3.8,2.8,3.3,3,3.2,2.7,3,2.6,2.1,2.1,34
"Min TA [°F]",48.1,47.9,48.5,49.8,50.8,52.5,53.4,54.2,53.4,52.9,51.7,49.5,51.2
"Mean TA [°F]",56.2,55.9,56.5,57.8,58.7,60.4,61.2,62.3,61.4,61.2,59.4,57.5,59
"Max TA [°F]",66.7,66.2,66.3,67.3,67.7,69.3,70.2,71.5,71.1,70.6,68.9,67.5,68.8
"RH [%]",78,79,83,87,85,87,85,85,87,86,82,80,84
"CF [%]",52,64,67,67,58,57,51,48,44,50,53,53,55
"ET [in]",1,1,2,2,2,2,2,2,2,2,1,1,18
"SM [%]",40,41,43,45,43,44,44,42,42,42,39,37,42
"S [W m/2]",172,172,179,185,203,201,211,204,197,181,159,155,185
