"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.5,"SEL",10,3.17,0.6,-1.33,-3.9,0.34,0.42,0.11,0.16,12.8,8.7,1.9,-26.4,-70.1
"JAN",4.5,"WEL",13,4.4,0.2,-0.1,-3.8,0.49,0.57,0.09,0.13,12.8,12.2,2.4,-3.9,-66.9
"JAN",4.5,"NUT",20,5.5,1,1,1,0.62,0.51,0.13,0.06,12.8,14.3,2.1,9.6,-68.8
"JAN",4.5,"WLA",17,3.8,0.7,-0.7,-3.8,0.41,0.42,0.11,0.12,12.8,13.3,3.1,3.2,-62.4
"JAN",4.5,"SLA",10,5.5,2.6,1,-1.9,0.62,0.63,0.27,0.28,12.8,11.2,4.6,-10.3,-52.7
"FEB",3.5,"SEL",9,2.36,0.6,-1.14,-2.9,0.32,0.43,0.12,0.2,11.9,8.13,3.8,-25.8,-55.3
"FEB",3.5,"WEL",8,2.9,0.8,-0.6,-2.2,0.4,0.51,0.13,0.22,11.9,11.1,3.6,-5.5,-56.7
"FEB",3.5,"NUT",27,3.6,0.4,0.1,0.4,0.51,0.49,0.1,0.06,11.9,12.4,1.7,3.4,-69.6
"FEB",3.5,"WLA",16,4.4,1.3,0.9,-2.2,0.64,0.57,0.18,0.17,11.9,13.6,3.2,11.6,-59.4
"FEB",3.5,"SLA",8,2.7,0.3,-0.8,-3.2,0.37,0.33,0.09,0.09,11.9,14.7,11,19.1,-6.2
"MAR",4.8,"SEL",7,3.17,0.7,-1.63,-4.1,0.3,0.4,0.09,0.14,10.8,8.32,4.9,-18.3,-43.6
"MAR",4.8,"WEL",5,4.9,1.4,0.1,-3.7,0.51,0.63,0.14,0.2,10.8,11,3.7,1.5,-52.4
"MAR",4.8,"NUT",37,5.2,0.7,0.4,0.7,0.55,0.5,0.09,0.1,10.8,11.1,2,2.2,-65
