,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,78.925324323226,3.1072962331978737,3.1072962331978737
1219,1219,2021.0,August,90.82051261590452,3.575610732909627,3.575610732909627
1220,1220,2021.0,September,26.14846879608777,1.0294672754365264,1.0294672754365264
1221,1221,2021.0,October,32.781564926614564,1.2906127923864,1.2906127923864
1222,1222,2021.0,November,17.723759524676264,0.6977858080581207,0.6977858080581207
1223,1223,2021.0,December,103.50962588251852,4.075182121358997,4.075182121358997
1224,1224,2022.0,January,20.927853817842443,0.8239312526709623,0.8239312526709623
1225,1225,2022.0,February,23.133787291390554,0.9107790272201006,0.9107790272201006
1226,1226,2022.0,March,61.39354478096475,2.4170686921639666,2.4170686921639666
1227,1227,2022.0,April,70.86448700573979,2.789940433296842,2.789940433296842
1228,1228,2022.0,May,54.60710620880127,2.1498860712126486,2.1498860712126486
1229,1229,2022.0,June,53.82828800045714,2.119223937025872,2.119223937025872
