"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",7.3,"SEL",10,4.2,1,-3.1,-6.3,0.31,0.35,0.16,0.11,23.8,16.04,5.1,-29.2,-70.4
"JAN",7.3,"WEL",13,6.9,0.4,-0.4,-6.6,0.47,0.63,0.14,0.09,23.8,25.8,7.3,7.5,-62.2
"JAN",7.3,"NUT",20,10.8,0.7,3.5,0.7,0.7,0.5,0.15,0.15,23.8,27.5,2.7,13.9,-79.5
"JAN",7.3,"WLA",17,5.3,0.7,-2,-6.6,0.38,0.39,0.15,0.05,23.8,24.3,6.2,1.9,-66.3
"JAN",7.3,"SLA",10,8,2.5,0.7,-4.8,0.54,0.7,0.23,0.13,23.8,18.9,4.7,-18.5,-72
"FEB",7.1,"SEL",9,5.68,1.7,-1.42,-5.4,0.39,0.45,0.15,0.16,26,18.64,9,-25.6,-59.1
"FEB",7.1,"WEL",8,6.9,1.5,-0.2,-4.7,0.48,0.56,0.14,0.15,26,28,8.3,7,-61.6
"FEB",7.1,"NUT",27,6.7,1,-0.4,1,0.47,0.5,0.12,0.11,26,26.3,2.8,1,-80.7
"FEB",7.1,"WLA",16,9.5,2.4,2.4,-4.7,0.68,0.58,0.18,0.17,26,28.6,7.1,9,-65.8
"FEB",7.1,"SLA",8,5.8,0.1,-1.3,-7,0.4,0.34,0.09,0.09,26,32.3,23.6,21.9,-8.4
"MAR",9.4,"SEL",7,6.16,2.4,-3.24,-7,0.32,0.34,0.16,0.15,22.8,18.56,12.7,-16.6,-39.5
"MAR",9.4,"WEL",5,12,5.4,2.6,-6.3,0.65,0.72,0.28,0.29,22.8,25.5,7.8,10.6,-58.7
"MAR",9.4,"NUT",37,10,1,0.6,1,0.53,0.5,0.11,0.14,22.8,23.8,2.2,3.9,-80.6
"MAR",9.4,"WLA",16,9.5,3.1,0.1,-6.3,0.5,0.56,0.18,0.11,22.8,22,4.9,-3.1,-70.1
"MAR",9.4,"SLA",3,5.1,2.1,-4.3,-7.3,0.27,0.21,0.15,0.07,22.8,28.3,25.3,21.5,9.8
"APR",9.5,"SEL",2,6.8,4.9,-2.7,-4.6,0.36,0.33,0.27,0.19,15.5,19.17,14.6,20.1,-4.9
"APR",9.5,"WEL",11,9.1,1.4,-0.4,-7.9,0.48,0.53,0.14,0.05,15.5,15.2,2.9,-1.7,-69.1
"APR",9.5,"NUT",41,9.6,0.8,0.1,0.8,0.5,0.5,0.13,0.1,15.5,16.1,1.3,3.3,-77.8
"APR",9.5,"WLA",14,9.6,1.6,0.1,-7.9,0.5,0.48,0.15,0.22,15.5,13.4,2,-11.5,-74
