"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"APR",9.5,"SLA",1,21.4,21.4,11.9,11.9,0.94,0.85,0.94,0.85,15.5,23.4,23.3,43.3,42.7
"MAY",3.9,"SEL",2,5.6,5.4,1.7,1.5,0.73,0.68,0.71,0.65,9.1,15.27,10.7,52.1,13.5
"MAY",3.9,"WEL",14,4.4,1,0.5,-3.7,0.57,0.48,0.13,0.06,9.1,10.4,2,11,-59.9
"MAY",3.9,"NUT",40,4.2,0.4,0.3,0.4,0.54,0.5,0.09,0.09,9.1,9.8,0.8,5.9,-70.1
"MAY",3.9,"WLA",12,2.9,0.2,-1,-3.7,0.35,0.56,0.08,0.11,9.1,6.1,1.2,-25.3,-66.7
"MAY",3.9,"SLA",1,1.8,1.8,-2.1,-2.1,0.21,0.34,0.21,0.34,9.1,2.8,2.3,-53.2,-57.4
"JUN",2.1,"SEL",3,6.77,4.3,4.67,2.2,0.99,0.96,0.86,0.76,10.1,14.56,5.7,34.7,-34.3
"JUN",2.1,"WEL",12,1.7,0.5,-0.4,-1.9,0.42,0.35,0.21,0.19,10.1,11.6,2.5,11.7,-59.2
"JUN",2.1,"NUT",40,2.3,0.1,0.2,0.1,0.54,0.49,0.16,0.13,10.1,10.4,0.6,2.3,-73.9
"JUN",2.1,"WLA",11,0.9,0.2,-1.2,-1.9,0.28,0.54,0.17,0.16,10.1,8.1,1.8,-15.6,-64.6
"JUN",2.1,"SLA",2,0.2,0.1,-1.9,-2,0.17,0.16,0.16,0.13,10.1,4.6,1.2,-42.8,-69.3
"JUL",3.1,"SEL",6,2.9,1,-0.2,-2.1,0.46,0.39,0.18,0.19,10.3,11.24,2.4,7.2,-60.5
"JUL",3.1,"WEL",8,4.3,0.5,1.2,-2.3,0.7,0.57,0.13,0.15,10.3,11.5,2.3,9.2,-61.3
"JUL",3.1,"NUT",41,3.3,0.3,0.2,0.3,0.53,0.5,0.11,0.08,10.3,10.4,0.9,0.8,-72
"JUL",3.1,"WLA",9,2.3,0.8,-0.8,-2.3,0.36,0.65,0.16,0.19,10.3,9.4,2.1,-6.9,-62.8
"JUL",3.1,"SLA",2,0.8,0.4,-2.3,-2.7,0.16,0.19,0.12,0.11,10.3,6.5,1.7,-29.1,-65.9
"AUG",4.9,"SEL",7,4.89,0.4,-0.01,-4.5,0.5,0.45,0.15,0.1,11.6,14.24,2.3,18.4,-64.8
"AUG",4.9,"WEL",12,5.6,1.5,0.7,-4.1,0.57,0.52,0.22,0.16,11.6,11.2,2.8,-2.8,-61.3
"AUG",4.9,"NUT",34,4.8,0.2,-0.1,0.2,0.49,0.5,0.14,0.18,11.6,11.1,1,-3.5,-73.9
"AUG",4.9,"WLA",12,4.9,0.8,0,-4.1,0.5,0.54,0.17,0.12,11.6,12.7,2.1,7.7,-66.2
"AUG",4.9,"SLA",5,3.6,0.7,-1.3,-4.2,0.38,0.38,0.16,0.11,11.6,8.9,2.7,-18.8,-62
"SEP",2.3,"SEL",8,3.45,1,1.15,-1.3,0.69,0.64,0.27,0.31,15,17.54,3.5,14.3,-64.8
"SEP",2.3,"WEL",8,1.6,0.3,-0.7,-1.8,0.37,0.38,0.18,0.23,15,14.5,2.4,-2.8,-71
"SEP",2.3,"NUT",36,2.3,0.4,0,0.4,0.49,0.49,0.19,0.18,15,15.1,0.9,0.6,-79.4
"SEP",2.3,"WLA",11,2.2,0.5,-0.1,-1.8,0.47,0.52,0.2,0.17,15,16.1,1.4,6.2,-76.6
"SEP",2.3,"SLA",5,2.1,0.6,-0.2,-1.7,0.46,0.49,0.22,0.19,15,11.9,2.7,-17.5,-69.3
"OCT",4.4,"SEL",10,5.9,0.9,1.5,-3.5,0.66,0.59,0.17,0.21,22.4,22.1,4.8,-1.2,-70
"OCT",4.4,"WEL",10,4,1,-0.4,-3.6,0.46,0.44,0.18,0.22,22.4,21.4,5,-4,-69.2
"OCT",4.4,"NUT",30,4,0.4,-0.4,0.4,0.46,0.5,0.14,0.14,22.4,22.4,2.5,0,-79.1
"OCT",4.4,"WLA",10,5.6,0.8,1.2,-3.6,0.63,0.64,0.17,0.1,22.4,26,2.1,14.3,-80.7
"OCT",4.4,"SLA",8,3.2,1.4,-1.2,-3,0.37,0.33,0.21,0.15,22.4,17.5,3.4,-19.5,-75.6
"NOV",8.3,"SEL",14,8.19,1.6,-0.11,-6.7,0.49,0.48,0.14,0.13,25.3,20.4,4.9,-17.5,-72.7
"NOV",8.3,"WEL",12,8.9,1.1,0.6,-8.2,0.54,0.53,0.13,0.12,25.3,24.3,4.4,-3.6,-74.5
"NOV",8.3,"NUT",22,8.8,0.1,0.5,0.1,0.53,0.5,0.1,0.07,25.3,29.2,2.8,13.9,-80.2
"NOV",8.3,"WLA",11,8.3,0.1,0,-8.2,0.5,0.56,0.1,0.15,25.3,25.7,2,1.4,-83.1
"NOV",8.3,"SLA",11,6.6,0.7,-1.7,-7.6,0.39,0.46,0.11,0.17,25.3,22.3,4.5,-10.7,-74.2
"DEC",9.7,"SEL",13,8.01,2.3,-1.69,-7.4,0.41,0.46,0.16,0.1,24.1,17.89,5,-23.1,-71.1
"DEC",9.7,"WEL",11,8.5,2.9,-1.2,-8.5,0.43,0.5,0.18,0.13,24.1,22.3,4.8,-6.7,-71.9
"DEC",9.7,"NUT",22,9.6,2,-0.1,2,0.49,0.5,0.15,0.12,24.1,27.1,3.7,11.2,-76
"DEC",9.7,"WLA",11,12.1,1.2,2.4,-8.5,0.62,0.54,0.12,0.15,24.1,26.9,4.3,10.4,-73.7
"DEC",9.7,"SLA",9,7.7,1.3,-2,-8.4,0.39,0.36,0.13,0.16,24.1,21.5,3.9,-9.7,-75.2
