"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",7.9,6.2,10.3,9.2,3.7,2.1,3.2,3.9,2.4,3.7,7.6,7.6,68
"Min TA [°F]",49.3,49,49.5,50.8,52.2,54.3,55,55.3,55.1,54.2,52.7,50.5,52.3
"Mean TA [°F]",57.2,56.6,57.1,58.5,60,62.4,62.8,63.2,63.1,62.4,60,57.8,60.1
"Max TA [°F]",67.3,66.3,66.4,67.5,68.9,71.5,71.7,72.1,72.8,71.7,69,67,69.2
"RH [%]",80,80,84,88,86,88,86,86,87,86,83,81,85
"CF [%]",52,61,57,54,49,44,40,38,40,46,52,51,49
"ET [in]",2,2,2,3,3,2,2,2,2,2,2,2,27
"SM [%]",60,59,62,64,57,42,41,46,44,43,54,60,53
"S [W m/2]",170,176,209,225,240,250,255,242,222,199,165,159,209
