"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",5.6,3.6,3.5,2.1,2,1.2,1,1.3,1.7,1.8,3.3,4.6,32
"Min TA [°F]",47.4,47.3,47.9,49.2,50.4,52.5,53.2,53.9,53.1,52.5,51.2,48.9,50.6
"Mean TA [°F]",55.5,55.2,55.9,57.3,58.5,60.7,61.2,62.1,61.2,61,58.9,56.7,58.7
"Max TA [°F]",65.9,65.3,65.8,66.8,67.7,70,70.5,71.6,71.1,70.6,68.5,66.7,68.3
"RH [%]",77,78,82,86,84,86,84,84,86,85,81,79,83
"CF [%]",47,56,58,59,53,50,47,43,44,49,48,45,50
"ET [in]",2,2,2,2,2,2,2,2,2,2,2,2,24
"SM [%]",52,51,47,43,38,34,28,28,33,36,42,48,40
"S [W m/2]",169,184,189,201,204,211,209,211,197,168,159,159,188
