"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.2,"SEL",10,3.27,0,-1.93,-5.2,0.35,0.43,0.15,0.21,12.8,7.38,0.6,-34.9,-78.5
"JAN",5.2,"WEL",13,5.1,0.4,-0.1,-5,0.49,0.57,0.17,0.23,12.8,11.5,1.4,-8.4,-73.3
"JAN",5.2,"NUT",20,6.1,0.3,0.9,0.3,0.57,0.5,0.17,0.08,12.8,14.1,1,8.4,-75.9
"JAN",5.2,"WLA",17,4.6,0.2,-0.6,-5,0.45,0.42,0.16,0.17,12.8,14.1,0.7,8.4,-77.8
"JAN",5.2,"SLA",10,7.8,1.4,2.6,-3.8,0.7,0.63,0.23,0.23,12.8,13.1,1.8,1.9,-70.8
"FEB",3.6,"SEL",9,1.38,0.3,-2.22,-3.3,0.23,0.32,0.13,0.15,10.2,5.61,1,-35.5,-71.1
"FEB",3.6,"WEL",8,3.1,0.9,-0.5,-3.2,0.44,0.66,0.18,0.23,10.2,8,1.5,-17,-67.2
"FEB",3.6,"NUT",27,4,0.6,0.4,0.6,0.56,0.51,0.16,0.15,10.2,10.5,0.8,2.3,-72.6
"FEB",3.6,"WLA",16,4.6,0.4,1,-3.2,0.64,0.57,0.14,0.12,10.2,13,1,21.6,-71.1
"FEB",3.6,"SLA",8,2.5,0,-1.1,-3.6,0.36,0.31,0.11,0.1,10.2,13.5,8.6,25.5,-12.4
"MAR",4,"SEL",7,2.73,0.3,-1.27,-3.7,0.37,0.47,0.15,0.21,8.7,6.33,1.2,-20.7,-65.5
"MAR",4,"WEL",5,3.3,0.1,-0.7,-3.9,0.43,0.54,0.14,0.19,8.7,7.1,0.9,-14,-68.1
"MAR",4,"NUT",37,4,0.1,0,0.1,0.5,0.5,0.14,0.12,8.7,9.1,0.5,3.5,-71.6
"MAR",4,"WLA",16,4.9,0.1,0.9,-3.9,0.6,0.54,0.14,0.15,8.7,9.6,0.7,7.8,-69.9
"MAR",4,"SLA",3,2.8,0.4,-1.2,-3.6,0.37,0.34,0.16,0.17,8.7,11.8,9.4,27.1,6.1
"APR",2.6,"SEL",2,1.5,0.4,-1.1,-2.2,0.34,0.48,0.21,0.2,5.8,6.07,2.8,3.1,-35.1
"APR",2.6,"WEL",11,1.6,0.5,-1,-2.1,0.36,0.51,0.22,0.22,5.8,5.3,1,-5.8,-56.2
"APR",2.6,"NUT",41,2.5,0.1,-0.1,0.1,0.49,0.51,0.18,0.19,5.8,6.2,0.5,4.7,-62
"APR",2.6,"WLA",14,3.5,0.5,0.9,-2.1,0.63,0.47,0.22,0.15,5.8,5.6,0.7,-2.3,-59.7
"APR",2.6,"SLA",1,8.2,8.2,5.6,5.6,0.98,0.93,0.98,0.93,5.8,9.4,9.4,42.1,42.1
"MAY",2.1,"SEL",2,2.1,0.5,0,-1.6,0.5,0.48,0.18,0.21,4.7,6.35,2.6,22.2,-28.2
"MAY",2.1,"WEL",14,2.2,0.3,0.1,-2,0.52,0.5,0.15,0.18,4.7,5.1,0.8,5.4,-52.4
"MAY",2.1,"NUT",40,2.6,0.3,0.5,0.3,0.61,0.51,0.15,0.13,4.7,5.3,0.6,8.1,-55
"MAY",2.1,"WLA",12,1.2,0.1,-0.9,-2,0.31,0.51,0.13,0.1,4.7,3.3,0.3,-18.8,-59.1
"MAY",2.1,"SLA",1,0.8,0.8,-1.3,-1.3,0.23,0.32,0.23,0.32,4.7,1.8,1.8,-39,-39
