,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,57.65948495356994,2.2700584627389744,2.2700584627389744
1219,1219,2021.0,August,63.91135589328744,2.5161951139089545,2.5161951139089545
1220,1220,2021.0,September,66.37362011790981,2.61313465031141,2.61313465031141
1221,1221,2021.0,October,47.53625317861343,1.871506030654072,1.871506030654072
1222,1222,2021.0,November,31.29139686900483,1.2319447586222376,1.2319447586222376
1223,1223,2021.0,December,492.33636474609375,19.38332144669661,19.38332144669661
1224,1224,2022.0,January,168.22495811507548,6.6230298470502165,6.6230298470502165
1225,1225,2022.0,February,18.63893568727392,0.7338163656407055,0.7338163656407055
1226,1226,2022.0,March,36.04278548652604,1.4190073026191354,1.4190073026191354
1227,1227,2022.0,April,50.47115174694174,1.9870532183835328,1.9870532183835328
1228,1228,2022.0,May,36.77177362611308,1.4477076230753183,1.4477076230753183
1229,1229,2022.0,June,23.2922678332357,0.9170184186313268,0.9170184186313268
