,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,33.43382120656443,1.3162921734867887,1.3162921734867887
1219,1219,2021.0,August,38.13791784349379,1.5014928284840074,1.5014928284840074
1220,1220,2021.0,September,35.33727405883454,1.39123126215884,1.39123126215884
1221,1221,2021.0,October,3.53368531871628,0.1391214692407984,0.1391214692407984
1222,1222,2021.0,November,6.094846866943024,0.2399546010607489,0.2399546010607489
1223,1223,2021.0,December,79.5671637398856,3.1325655015703,3.1325655015703
1224,1224,2022.0,January,9.426173039845056,0.3711091747970495,0.3711091747970495
1225,1225,2022.0,February,10.878319625016095,0.4282803001974841,0.4282803001974841
1226,1226,2022.0,March,26.89357490329952,1.0588021615472252,1.0588021615472252
1227,1227,2022.0,April,49.08114527608012,1.9323285541763828,1.9323285541763828
1228,1228,2022.0,May,30.28701256133698,1.1924020693439756,1.1924020693439756
1229,1229,2022.0,June,54.99676735846551,2.16522706135691,2.16522706135691
