"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.6,"SEL",10,3.07,0.5,-2.53,-5.1,0.28,0.43,0.12,0.18,15.5,9.61,1.6,-32.3,-76.2
"JAN",5.6,"WEL",13,4,1,-1.6,-4.8,0.36,0.53,0.14,0.22,15.5,12.2,5.1,-18.1,-57
"JAN",5.6,"NUT",20,7.2,1.1,1.6,1.1,0.64,0.5,0.15,0.11,15.5,16.9,2.8,7.7,-69.6
"JAN",5.6,"WLA",17,5.6,0.8,0,-4.8,0.5,0.43,0.13,0.08,15.5,18,6,13.7,-52.1
"JAN",5.6,"SLA",10,7.6,2.4,2,-3.2,0.68,0.62,0.23,0.16,15.5,17.3,3.9,9.9,-63.6
"FEB",4.5,"SEL",9,2.44,0.3,-2.06,-4.2,0.26,0.29,0.1,0.05,14.7,9.19,2.5,-31.6,-69.9
"FEB",4.5,"WEL",8,4.3,2.5,-0.2,-1.9,0.48,0.65,0.27,0.3,14.7,11.7,5.5,-17.2,-52.7
"FEB",4.5,"NUT",27,4.2,0.8,-0.3,0.8,0.46,0.5,0.12,0.1,14.7,14.5,3.3,-1.1,-65.3
"FEB",4.5,"WLA",16,5.7,2.6,1.2,-1.9,0.65,0.52,0.28,0.24,14.7,17.9,7.8,18.3,-39.5
"FEB",4.5,"SLA",8,4.6,0.5,0.1,-4,0.51,0.41,0.11,0.11,14.7,19.8,11.6,29.2,-17.8
"MAR",5.4,"SEL",7,4.1,0.8,-1.3,-4.6,0.38,0.51,0.14,0.23,13.4,9.05,4.4,-26.9,-55.7
"MAR",5.4,"WEL",5,3.9,1.6,-1.5,-2.8,0.36,0.49,0.19,0.29,13.4,10.5,4.1,-18,-57.6
"MAR",5.4,"NUT",37,5.5,0.9,0.1,0.9,0.5,0.5,0.15,0.15,13.4,13.8,3.2,2.5,-63.2
"MAR",5.4,"WLA",16,6.7,2.6,1.3,-2.8,0.61,0.54,0.26,0.2,13.4,15.3,5.8,11.8,-47.1
"MAR",5.4,"SLA",3,5.1,1,-0.3,-4.4,0.47,0.4,0.15,0.11,13.4,18.9,14.8,34.1,8.7
"APR",4.8,"SEL",2,2.65,1.4,-2.15,-3.4,0.19,0.3,0.08,0.08,10.8,8.55,5.2,-16.6,-41.3
"APR",4.8,"WEL",11,3.5,1.4,-1.3,-2.2,0.3,0.53,0.08,0.08,10.8,9.4,3.7,-10.3,-52.4
"APR",4.8,"NUT",41,4.8,1.6,0,1.6,0.5,0.5,0.1,0.1,10.8,11.4,3,4.4,-57.6
"APR",4.8,"WLA",14,5.5,2.6,0.7,-2.2,0.62,0.45,0.19,0.1,10.8,10.6,4.5,-1.5,-46.5
"APR",4.8,"SLA",1,10.1,10.1,5.3,5.3,0.99,0.96,0.99,0.96,10.8,15.3,15,33.2,31
"MAY",3.2,"SEL",2,2.3,2.2,-0.9,-1,0.31,0.37,0.3,0.35,9.5,9.32,6.1,-1.5,-27.8
"MAY",3.2,"WEL",14,3.1,1.1,-0.1,-2.6,0.47,0.51,0.14,0.19,9.5,8.6,3.8,-7.4,-46.5
"MAY",3.2,"NUT",40,3.5,0.7,0.3,0.7,0.55,0.5,0.1,0.11,9.5,10.2,2.9,5.7,-53.9
"MAY",3.2,"WLA",12,3.1,0.6,-0.1,-2.6,0.47,0.47,0.09,0.05,9.5,9.2,3.1,-2.4,-52.2
"MAY",3.2,"SLA",1,3.7,3.7,0.5,0.5,0.59,0.62,0.59,0.62,9.5,7.8,6.8,-13.9,-22
"JUN",2.8,"SEL",3,3.6,1.6,0.8,-1.2,0.7,0.7,0.2,0.19,9.4,10.89,5.5,12.2,-32.1
"JUN",2.8,"WEL",12,2.8,1.2,0,-1.5,0.49,0.48,0.13,0.12,9.4,9.6,3.9,1.6,-45.3
"JUN",2.8,"NUT",40,3.1,0.7,0.3,0.7,0.57,0.49,0.07,0.06,9.4,9.4,3.2,0,-51.1
"JUN",2.8,"WLA",11,2,1.3,-0.8,-1.5,0.28,0.51,0.15,0.21,9.4,9.4,4.3,0,-42
"JUN",2.8,"SLA",2,1.5,1.2,-1.3,-1.6,0.18,0.29,0.13,0.18,9.4,5.9,4.4,-28.8,-41.2
"JUL",3.5,"SEL",6,3.42,2.3,-0.08,-1.2,0.48,0.56,0.24,0.28,9.5,11.15,4.9,13.5,-37.6
"JUL",3.5,"WEL",8,2.7,1.5,-0.8,-2.3,0.32,0.37,0.12,0.13,9.5,9,3.1,-4.1,-52.2
"JUL",3.5,"NUT",41,3.6,1.5,0.1,1.5,0.52,0.5,0.12,0.11,9.5,9.4,3.5,-0.8,-49
"JUL",3.5,"WLA",9,4.1,1.2,0.6,-2.3,0.63,0.59,0.09,0.12,9.5,10.2,4,5.7,-44.9
"JUL",3.5,"SLA",2,2.6,1.9,-0.9,-1.6,0.3,0.31,0.17,0.2,9.5,6.2,4.1,-26.9,-44.1
"AUG",3.1,"SEL",7,3.87,1.6,0.77,-1.5,0.64,0.48,0.24,0.21,10.4,13.47,3.5,23.3,-52.5
"AUG",3.1,"WEL",12,4.1,1.2,1,-1.3,0.68,0.51,0.18,0.17,10.4,10.5,3.2,0.7,-54.8
"AUG",3.1,"NUT",34,2.7,1,-0.4,1,0.42,0.49,0.16,0.16,10.4,10.6,3.3,1.5,-54
"AUG",3.1,"WLA",12,3.3,1.8,0.2,-1.3,0.54,0.64,0.27,0.21,10.4,9.9,5,-3.8,-41.1
"AUG",3.1,"SLA",5,1.8,1.3,-1.3,-1.8,0.27,0.21,0.19,0.12,10.4,6.5,3.8,-29.7,-50.2
"SEP",2.9,"SEL",8,3.86,1,0.96,-1.9,0.72,0.67,0.12,0.17,13.1,16.09,3.5,18.9,-60.6
"SEP",2.9,"WEL",8,2.2,0.4,-0.7,-1.9,0.34,0.35,0.06,0.1,13.1,10.6,3.4,-15.8,-61.2
"SEP",2.9,"NUT",36,3.1,1,0.2,1,0.55,0.51,0.12,0.1,13.1,14.2,3.2,6.9,-62.5
"SEP",2.9,"WLA",11,2.8,1,-0.1,-1.9,0.48,0.64,0.12,0.11,13.1,13,6.2,-0.6,-43.5
"SEP",2.9,"SLA",5,1.8,0.9,-1.1,-2,0.25,0.3,0.11,0.09,13.1,10.7,4.2,-15.1,-56.2
"OCT",4.4,"SEL",10,5.74,0.9,1.34,-3.5,0.7,0.62,0.08,0.1,16.4,16.91,3.8,2.7,-65.8
"OCT",4.4,"WEL",10,4.2,1.6,-0.2,-2.2,0.47,0.42,0.14,0.15,16.4,14.1,3.7,-12,-66.3
"OCT",4.4,"NUT",30,4.8,1.3,0.4,1.3,0.56,0.5,0.11,0.09,16.4,16.8,4,2.1,-64.7
"OCT",4.4,"WLA",10,3.8,2.2,-0.6,-2.2,0.41,0.67,0.19,0.15,16.4,16.3,6.1,-0.5,-53.8
"OCT",4.4,"SLA",8,2.9,1.6,-1.5,-2.8,0.28,0.34,0.14,0.05,16.4,17.7,5.7,6.8,-55.9
"NOV",5.8,"SEL",14,6.49,1.6,0.69,-4.2,0.56,0.6,0.15,0.19,17.6,14.24,3.4,-16.5,-69.8
"NOV",5.8,"WEL",12,4.2,1.4,-1.6,-2.8,0.34,0.39,0.14,0.18,17.6,13.9,3.1,-18.2,-71.3
"NOV",5.8,"NUT",22,6.3,0.9,0.5,0.9,0.54,0.5,0.11,0.13,17.6,19.2,3.8,7.9,-67.8
"NOV",5.8,"WLA",11,6.4,3,0.6,-2.8,0.55,0.52,0.24,0.17,17.6,18.1,4.7,2.5,-63.4
"NOV",5.8,"SLA",11,6,1.7,0.2,-4.1,0.52,0.48,0.16,0.09,17.6,22.4,6.5,23.6,-54.5
"DEC",6.2,"SEL",13,4.68,1.3,-1.52,-4.9,0.35,0.4,0.12,0.16,16.3,10.19,2.1,-32.1,-74.5
"DEC",6.2,"WEL",11,5.7,0.7,-0.5,-5.3,0.45,0.49,0.09,0.13,16.3,14,4.2,-12.1,-63.5
"DEC",6.2,"NUT",22,5.7,1.8,-0.5,1.8,0.45,0.5,0.14,0.14,16.3,17.1,3.7,4.2,-66.2
"DEC",6.2,"WLA",11,6.1,0.9,-0.1,-5.3,0.49,0.4,0.1,0.07,16.3,17.4,4.3,5.8,-63
"DEC",6.2,"SLA",9,8.8,2.4,2.6,-3.8,0.73,0.65,0.18,0.13,16.3,21,5.3,24.7,-57.7
