"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.5,"SEL",10,2.8,0.3,-1.7,-4.2,0.35,0.45,0.17,0.18,10.9,7.19,1.3,-27.2,-70.4
"JAN",4.5,"WEL",13,3.5,0.6,-1,-4.2,0.41,0.54,0.19,0.21,10.9,8,1.5,-21.3,-68.9
"JAN",4.5,"NUT",20,6,1,1.5,1,0.64,0.5,0.22,0.2,10.9,12.4,1.7,11,-67.4
"JAN",4.5,"WLA",17,4.1,0.3,-0.4,-4.2,0.47,0.44,0.17,0.13,10.9,11.8,2,6.6,-65.2
"JAN",4.5,"SLA",10,5.7,0.8,1.2,-3.7,0.61,0.6,0.2,0.16,10.9,10.1,1.8,-5.9,-66.7
"FEB",3,"SEL",9,1.72,0.3,-1.28,-2.7,0.33,0.37,0.19,0.11,8.1,5.74,1.6,-21.7,-59.9
"FEB",3,"WEL",8,2.4,0.4,-0.6,-2,0.42,0.54,0.19,0.12,8.1,5.5,1.1,-23.9,-64.5
"FEB",3,"NUT",27,2.8,0.6,-0.2,0.6,0.47,0.5,0.21,0.17,8.1,8.2,0.8,0.9,-67.3
"FEB",3,"WLA",16,3.7,1,0.7,-2,0.58,0.48,0.25,0.25,8.1,9.6,2.1,13.8,-55.3
"FEB",3,"SLA",8,2.2,0.1,-0.8,-2.9,0.39,0.35,0.17,0.19,8.1,8.3,4.9,1.9,-29.5
"MAR",3.4,"SEL",7,2.67,0.7,-0.73,-2.7,0.42,0.54,0.21,0.26,6.7,4.87,2,-19.4,-49.8
"MAR",3.4,"WEL",5,2.1,0.5,-1.3,-2.7,0.35,0.45,0.19,0.24,6.7,4.7,1,-21.2,-60.4
"MAR",3.4,"NUT",37,3.6,0.1,0.2,0.1,0.53,0.5,0.16,0.16,6.7,7.2,0.3,5.3,-67.8
"MAR",3.4,"WLA",16,4,0.7,0.6,-2.7,0.57,0.55,0.21,0.2,6.7,7.1,1.2,4.2,-58.2
"MAR",3.4,"SLA",3,2.2,0.9,-1.2,-2.5,0.36,0.34,0.23,0.22,6.7,6.9,5.6,2.1,-11.7
"APR",1.7,"SEL",2,1.35,0.6,-0.35,-1.1,0.41,0.66,0.24,0.24,4.1,3.03,1.9,-15.7,-32.1
"APR",1.7,"WEL",11,1,0.2,-0.7,-1.3,0.33,0.46,0.17,0.09,4.1,3.3,0.6,-11.7,-51.1
"APR",1.7,"NUT",41,1.8,0.1,0.1,0.1,0.53,0.51,0.15,0.18,4.1,4.4,0.3,4.4,-55.5
"APR",1.7,"WLA",14,1.9,0.4,0.2,-1.3,0.55,0.48,0.2,0.12,4.1,3.8,0.6,-4.4,-51.1
