"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.3,"SEL",10,3.04,0.6,-1.26,-3.7,0.35,0.44,0.13,0.17,11.7,8.17,2,-24.4,-67.1
"JAN",4.3,"WEL",13,3.8,0.8,-0.5,-4.2,0.44,0.54,0.14,0.19,11.7,10.4,2.2,-9,-65.8
"JAN",4.3,"NUT",20,5.4,0.6,1.1,0.6,0.63,0.5,0.13,0.09,11.7,13,1.5,9,-70.6
"JAN",4.3,"WLA",17,4,0.1,-0.3,-4.2,0.46,0.45,0.1,0.09,11.7,12.3,1.8,4.2,-68.5
"JAN",4.3,"SLA",10,5.1,1.6,0.8,-2.7,0.59,0.59,0.2,0.19,11.7,10.7,2.1,-6.9,-66.4
"FEB",3.5,"SEL",9,2.52,0.9,-0.98,-2.6,0.36,0.4,0.16,0.19,9.8,5.93,2.1,-30.8,-61.4
"FEB",3.5,"WEL",8,3.2,0.8,-0.3,-2.6,0.46,0.51,0.15,0.18,9.8,8.7,2.3,-8.8,-59.8
"FEB",3.5,"NUT",27,3.5,0.6,0,0.6,0.51,0.5,0.14,0.15,9.8,9.8,1,0,-70.1
"FEB",3.5,"WLA",16,4,0.9,0.5,-2.6,0.58,0.56,0.16,0.14,9.8,11.4,2,12.8,-62.2
"FEB",3.5,"SLA",8,2.8,0.1,-0.7,-3.4,0.4,0.37,0.1,0.08,9.8,10.9,5.8,8.8,-31.9
"MAR",3.9,"SEL",7,2.61,0.5,-1.29,-3.4,0.35,0.45,0.15,0.2,7.8,7.51,2.5,-2.8,-50.3
"MAR",3.9,"WEL",5,3.4,0.6,-0.5,-3.1,0.44,0.56,0.15,0.21,7.8,7.3,1.6,-4.7,-58.8
"MAR",3.9,"NUT",37,4.1,0.3,0.2,0.3,0.53,0.5,0.13,0.14,7.8,7.8,0.5,0,-69.2
"MAR",3.9,"WLA",16,4.3,0.8,0.4,-3.1,0.55,0.55,0.17,0.13,7.8,8.1,1.2,2.8,-62.6
"MAR",3.9,"SLA",3,2.8,0.4,-1.1,-3.5,0.37,0.34,0.14,0.1,7.8,8.5,6.1,6.6,-16.1
"APR",2.4,"SEL",2,0.8,0.7,-1.6,-1.7,0.26,0.23,0.24,0.21,4.6,5.97,2.3,18.7,-31.3
"APR",2.4,"WEL",11,2.1,0.9,-0.3,-2.1,0.45,0.57,0.27,0.25,4.6,4.4,1.1,-2.7,-47.6
"APR",2.4,"NUT",41,2.2,0.1,-0.2,0.1,0.47,0.5,0.17,0.14,4.6,4.5,0.2,-1.3,-59.9
"APR",2.4,"WLA",14,3.1,0.3,0.7,-2.1,0.62,0.49,0.19,0.22,4.6,4.2,0.5,-5.5,-55.8
"APR",2.4,"SLA",1,5.3,5.3,2.9,2.9,0.89,0.71,0.89,0.71,4.6,6,6,19.1,19.1
"MAY",1.5,"SEL",2,4.1,1.3,2.6,-0.2,0.96,0.85,0.45,0.34,3,5.84,1.8,49.4,-20.9
"MAY",1.5,"WEL",14,1.8,0.1,0.3,-1.4,0.59,0.44,0.17,0.15,3,3.2,0.4,3.5,-45.2
"MAY",1.5,"NUT",40,1.5,0.1,0,0.1,0.51,0.49,0.17,0.14,3,3.1,0.2,1.8,-48.7
"MAY",1.5,"WLA",12,0.7,0.1,-0.8,-1.4,0.3,0.49,0.17,0.14,3,1.8,0.4,-20.9,-45.2
