,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,5.163079832936381,0.2032708595644244,0.2032708595644244
1219,1219,2021.0,August,10.7682817532466,0.4239481005215197,0.4239481005215197
1220,1220,2021.0,September,5.908936217591003,0.2326352841571261,0.2326352841571261
1221,1221,2021.0,October,4.354486773302267,0.1714364871378845,0.1714364871378845
1222,1222,2021.0,November,9.12041447188828,0.3590714359011134,0.3590714359011134
1223,1223,2021.0,December,217.6592652037904,8.569262409598045,8.569262409598045
1224,1224,2022.0,January,6.48260886328561,0.2552208213891972,0.2552208213891972
1225,1225,2022.0,February,11.475335456512786,0.4517848604926294,0.4517848604926294
1226,1226,2022.0,March,5.367545211708153,0.2113206776263052,0.2113206776263052
1227,1227,2022.0,April,4.498827321188791,0.1771191858735744,0.1771191858735744
1228,1228,2022.0,May,14.28780716068142,0.5625120929402134,0.5625120929402134
1229,1229,2022.0,June,17.448367485633263,0.6869436017965852,0.6869436017965852
