"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.9,"SEL",10,2.02,0.1,-1.88,-3.8,0.31,0.38,0.16,0.23,11.3,5.78,0.8,-39.3,-74.8
"JAN",3.9,"WEL",13,4.4,0.3,0.5,-3.5,0.55,0.59,0.18,0.24,11.3,11.3,3.2,0,-57.7
"JAN",3.9,"NUT",20,4.3,0.5,0.4,0.5,0.54,0.5,0.19,0.08,11.3,12.3,1.9,7.1,-66.9
"JAN",3.9,"WLA",17,3.5,0.4,-0.4,-3.5,0.46,0.43,0.18,0.18,11.3,11.6,2.1,2.2,-65.5
"JAN",3.9,"SLA",10,5.4,1.2,1.5,-2.7,0.65,0.61,0.24,0.24,11.3,11.5,3.5,1.4,-55.5
"FEB",3,"SEL",9,0.77,0.1,-2.23,-2.9,0.18,0.3,0.12,0.2,12.8,7.71,3.3,-32.7,-61.1
"FEB",3,"WEL",8,2.7,0.6,-0.3,-2.3,0.46,0.68,0.16,0.27,12.8,12.2,4.5,-3.9,-53.4
"FEB",3,"NUT",27,3.2,0.5,0.2,0.5,0.54,0.5,0.15,0.13,12.8,13.3,2.3,3.2,-67.5
"FEB",3,"WLA",16,3.8,0.7,0.8,-2.3,0.64,0.53,0.17,0.13,12.8,13.8,3.1,6.4,-62.4
"FEB",3,"SLA",8,3.1,0.1,0.1,-2.9,0.52,0.42,0.12,0.08,12.8,19.2,15.4,41.2,16.7
"MAR",4.4,"SEL",7,2.99,0.6,-1.41,-3.8,0.3,0.41,0.08,0.1,15.8,11.79,7.1,-21.6,-46.9
"MAR",4.4,"WEL",5,4.2,2.3,-0.2,-3.4,0.47,0.63,0.22,0.3,15.8,14.8,5.4,-5.4,-56.1
"MAR",4.4,"NUT",37,4.8,0.9,0.4,0.9,0.56,0.5,0.1,0.11,15.8,16.4,3.5,3.2,-66.3
