"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",4.1,3.1,4.8,4.9,5.5,6.9,7.1,6.1,7.2,5.1,3.5,3.1,61
"Min TA [°F]",54.2,54.1,54.6,55.8,56.7,57.8,59,59.9,58.9,58.9,57.9,55.7,57.2
"Mean TA [°F]",61.8,61.6,62,63.1,63.8,64.8,65.9,67.2,66.2,66.6,65,63.1,64.3
"Max TA [°F]",71.6,71.2,71.1,71.7,71.8,72.5,73.8,75.5,75,75.2,73.8,72.3,73.3
"RH [%]",83,84,86,88,88,89,87,86,87,86,84,84,86
"CF [%]",52,62,67,72,66,66,60,57,52,56,56,54,60
"ET [in]",2,2,2,2,2,2,2,2,2,2,2,1,23
"SM [%]",46,47,48,52,53,56,58,57,57,56,49,45,52
"S [W m/2]",159,163,174,176,189,184,194,190,183,169,149,144,173
