,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,107.01513071455194,4.213194122620156,4.213194122620156
1219,1219,2021.0,August,65.14442534136349,2.564741155171791,2.564741155171791
1220,1220,2021.0,September,62.48002866033972,2.459843648044871,2.459843648044871
1221,1221,2021.0,October,58.2346728172528,2.292703654222551,2.292703654222551
1222,1222,2021.0,November,34.51189450822638,1.3587360042608814,1.3587360042608814
1223,1223,2021.0,December,243.55394794531827,9.588738108083398,9.588738108083398
1224,1224,2022.0,January,174.3528149847448,6.864284054517513,6.864284054517513
1225,1225,2022.0,February,11.056530388149284,0.4352964719743812,0.4352964719743812
1226,1226,2022.0,March,38.32077903296115,1.5086920879118564,1.5086920879118564
1227,1227,2022.0,April,47.46048367517234,1.8685229793374936,1.8685229793374936
1228,1228,2022.0,May,64.99107521102273,2.558703748465462,2.558703748465462
1229,1229,2022.0,June,12.200774954620902,0.4803454706543663,0.4803454706543663
