"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"APR",1.6,"SLA",1,5.7,5.7,4.1,4.1,0.99,0.99,0.99,0.99,4,6.8,6.7,41.5,40
"MAY",1.7,"SEL",2,2.5,2,0.8,0.3,0.7,0.64,0.58,0.52,3.2,4.46,2.9,21.2,-5
"MAY",1.7,"WEL",14,1.8,0.1,0.1,-1.7,0.53,0.47,0.17,0.14,3.2,3.2,0.4,0,-47.1
"MAY",1.7,"NUT",40,2,0,0.3,0,0.58,0.51,0.15,0.13,3.2,3.7,0.2,8.4,-50.4
"MAY",1.7,"WLA",12,0.7,0,-1,-1.7,0.27,0.47,0.15,0.11,3.2,2.1,0.3,-18.5,-48.8
"MAY",1.7,"SLA",1,0.9,0.9,-0.8,-0.8,0.32,0.61,0.32,0.61,3.2,1.1,1,-35.3,-37
"JUN",0.7,"SEL",3,1.23,0.8,0.53,0.1,0.72,0.76,0.53,0.51,2.5,3.67,1,22.3,-28.6
"JUN",0.7,"WEL",12,0.7,0.2,0,-0.6,0.49,0.44,0.27,0.17,2.5,2.3,0.4,-3.7,-40
"JUN",0.7,"NUT",40,0.8,0.1,0.1,0.1,0.53,0.51,0.23,0.25,2.5,2.7,0.3,3.8,-41.9
"JUN",0.7,"WLA",11,0.6,0.1,-0.1,-0.6,0.44,0.57,0.23,0.21,2.5,2.4,0.4,-1.9,-40
"JUN",0.7,"SLA",2,0.2,0.1,-0.5,-0.6,0.27,0.27,0.23,0.21,2.5,0.6,0.2,-36.2,-43.8
"JUL",0.8,"SEL",6,0.73,0.1,-0.07,-0.7,0.48,0.57,0.25,0.04,3.2,4.52,0.5,22.2,-45.4
"JUL",0.8,"WEL",8,0.7,0.1,-0.1,-0.6,0.47,0.53,0.25,0.04,3.2,2.3,0.3,-15.1,-48.8
"JUL",0.8,"NUT",41,0.9,0.1,0.1,0.1,0.55,0.51,0.25,0.27,3.2,3.5,0.3,5,-48.8
"JUL",0.8,"WLA",9,0.8,0.2,0,-0.6,0.51,0.61,0.28,0.26,3.2,3.3,0.4,1.7,-47.1
"JUL",0.8,"SLA",2,0,0,-0.8,-0.8,0.22,0.17,0.22,0.17,3.2,0.9,0.3,-38.6,-48.8
"AUG",1,"SEL",7,1.71,0.1,0.71,-0.9,0.75,0.65,0.18,0.19,4.4,7.14,0.6,38.4,-53.1
"AUG",1,"WEL",12,0.9,0.1,-0.1,-0.9,0.45,0.4,0.18,0.19,4.4,3.4,0.7,-14,-51.8
"AUG",1,"NUT",34,1,0.1,0,0.1,0.49,0.5,0.18,0.18,4.4,4.8,0.2,5.6,-58.8
"AUG",1,"WLA",12,1,0.1,0,-0.9,0.49,0.59,0.18,0.13,4.4,4.2,0.6,-2.8,-53.1
"AUG",1,"SLA",5,0.4,0.1,-0.6,-0.9,0.27,0.25,0.18,0.13,4.4,1.5,0.5,-40.6,-54.6
"SEP",1.4,"SEL",8,2.08,0.3,0.68,-1.1,0.68,0.71,0.23,0.24,6,8.07,0.8,23.6,-59.5
"SEP",1.4,"WEL",8,0.7,0.1,-0.7,-1.3,0.32,0.34,0.19,0.2,6,3.7,0.7,-26.3,-60.6
"SEP",1.4,"NUT",36,1.6,0.1,0.2,0.1,0.56,0.51,0.19,0.15,6,6.8,0.2,9.1,-66.3
"SEP",1.4,"WLA",11,1.5,0.1,0.1,-1.3,0.53,0.61,0.19,0.26,6,6.6,1,6.8,-57.2
"SEP",1.4,"SLA",5,0.5,0.2,-0.9,-1.2,0.27,0.35,0.21,0.28,6,3.9,0.5,-24,-62.9
"OCT",2,"SEL",10,3.35,0.2,1.35,-1.8,0.77,0.67,0.17,0.13,8,8.11,0.9,1,-66.1
"OCT",2,"WEL",10,1.8,0.5,-0.2,-1.6,0.46,0.37,0.21,0.17,8,6,0.7,-18.6,-67.9
"OCT",2,"NUT",30,2.2,0,0.2,0,0.55,0.51,0.14,0.12,8,8.4,0.4,3.7,-70.7
"OCT",2,"WLA",10,1.7,0.4,-0.3,-1.6,0.44,0.66,0.2,0.28,8,9.8,1.2,16.7,-63.3
"OCT",2,"SLA",8,0.6,0.2,-1.4,-1.8,0.23,0.34,0.17,0.24,8,8.6,2.1,5.6,-54.9
"NOV",2.6,"SEL",14,2.64,0.3,0.04,-2.3,0.5,0.59,0.22,0.29,10,6.44,0.9,-27.9,-71.4
"NOV",2.6,"WEL",12,1.2,0.1,-1.4,-2.1,0.32,0.4,0.2,0.27,10,8.3,0.8,-13.3,-72.2
"NOV",2.6,"NUT",22,3,0.1,0.4,0.1,0.55,0.49,0.2,0.15,10,12,1,15.7,-70.6
"NOV",2.6,"WLA",11,3.4,0.5,0.8,-2.1,0.6,0.56,0.24,0.19,10,11.9,0.9,14.9,-71.4
"NOV",2.6,"SLA",11,2.8,0.1,0.2,-2.5,0.52,0.47,0.2,0.16,10,12.2,2.2,17.3,-61.2
"DEC",3.4,"SEL",13,2.12,0.4,-1.28,-3,0.32,0.38,0.14,0.16,10,4.94,1,-39.7,-70.6
"DEC",3.4,"WEL",11,3,0.1,-0.4,-3.1,0.44,0.52,0.12,0.13,10,9.9,1,-0.8,-70.6
"DEC",3.4,"NUT",22,3.2,0.3,-0.2,0.3,0.47,0.51,0.14,0.11,10,11.7,1.3,13.3,-68.3
"DEC",3.4,"WLA",11,4.7,0.3,1.3,-3.1,0.67,0.55,0.14,0.12,10,11.6,0.9,12.6,-71.4
"DEC",3.4,"SLA",9,5.2,1.8,1.8,-1.6,0.73,0.6,0.29,0.23,10,11.5,2.3,11.8,-60.4
