"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4,"SEL",10,1.68,0.2,-2.32,-3.8,0.27,0.36,0.16,0.22,9.6,5.23,1,-35.4,-69.7
"JAN",4,"WEL",13,4.1,0.6,0.1,-3.9,0.51,0.63,0.19,0.25,9.6,8.5,1.3,-8.9,-67.2
"JAN",4,"NUT",20,5.8,0.6,1.8,0.6,0.68,0.5,0.19,0.11,9.6,11.9,1.1,18.7,-68.8
"JAN",4,"WLA",17,3.8,0.1,-0.2,-3.9,0.48,0.48,0.15,0.16,9.6,10,0.8,3.3,-71.3
"JAN",4,"SLA",10,4.2,0.3,0.2,-3.7,0.52,0.52,0.17,0.17,9.6,8.9,0.6,-5.6,-72.9
"FEB",2.6,"SEL",9,1.14,0.4,-1.46,-2.2,0.25,0.31,0.16,0.18,7.2,4.4,1.3,-28.2,-59.3
"FEB",2.6,"WEL",8,2.8,0.3,0.2,-2.1,0.54,0.67,0.15,0.17,7.2,5.4,0.8,-18.1,-64.4
"FEB",2.6,"NUT",27,2.7,0.4,0.1,0.4,0.52,0.5,0.16,0.17,7.2,7.8,0.6,6,-66.3
"FEB",2.6,"WLA",16,3.1,0.5,0.5,-2.1,0.6,0.54,0.17,0.13,7.2,7.9,0.8,7,-64.4
"FEB",2.6,"SLA",8,2.1,0.2,-0.5,-2.4,0.41,0.36,0.13,0.1,7.2,10.4,6,32.2,-12.1
"MAR",3,"SEL",7,2.41,0.4,-0.59,-2.6,0.44,0.54,0.25,0.31,6.3,5.76,2.9,-5.9,-37.6
"MAR",3,"WEL",5,1.6,0.4,-1.4,-2.8,0.36,0.44,0.25,0.31,6.3,4.4,0.6,-21,-63
"MAR",3,"NUT",37,3.4,0.1,0.4,0.1,0.54,0.5,0.23,0.22,6.3,7.1,0.2,8.8,-67.4
"MAR",3,"WLA",16,3.1,0.2,0.1,-2.8,0.51,0.52,0.23,0.22,6.3,5.5,0.3,-8.8,-66.3
"MAR",3,"SLA",3,2.6,0.1,-0.4,-2.9,0.46,0.47,0.23,0.22,6.3,9.2,6.7,32.1,4.4
"APR",1.6,"SEL",2,0.85,0.5,-0.75,-1.1,0.34,0.43,0.27,0.23,4,4.58,3.3,8.5,-10.4
"APR",1.6,"WEL",11,1,0.1,-0.6,-1.5,0.37,0.52,0.2,0.09,4,3.5,0.4,-7.5,-53.4
"APR",1.6,"NUT",41,1.7,0.1,0.1,0.1,0.52,0.49,0.2,0.23,4,4.5,0.2,7.4,-56.3
"APR",1.6,"WLA",14,1.7,0.1,0.1,-1.5,0.52,0.45,0.2,0.12,4,3,0.2,-14.9,-56.3
