"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1921-11","1922-11","11","-0.74","-1","-8.14"
"1922-12","1930-09","64","-0.51","-1.88","-32.82"
"1931-01","1932-07","18","-0.54","-1.31","-9.81"
"1932-08","1936-01","28","-0.7","-1.22","-19.49"
"1937-01","1939-05","6","-0.42","-1.13","-2.54"
"1939-08","1942-12","25","-0.77","-1.97","-19.19"
"1943-12","1944-03","3","-0.81","-1.36","-2.42"
"1945-02","1945-11","9","-0.66","-2.45","-5.93"
"1947-02","1949-01","22","-0.36","-1.19","-7.84"
"1952-12","1954-11","23","-1.46","-2.74","-33.62"
"1954-12","1962-01","56","-0.76","-1.64","-42.61"
"1964-03","1964-12","9","-0.88","-1.15","-7.94"
"1966-10","1971-02","19","-0.65","-1.05","-12.32"
"1973-03","1973-12","9","-1.04","-2.43","-9.4"
"1975-09","1978-11","37","-0.45","-1.28","-16.75"
"1978-12","1982-01","27","-0.63","-1.23","-17.13"
"1983-10","1985-02","16","-1.02","-1.55","-16.39"
"1985-10","1987-12","25","-0.74","-1.38","-18.5"
"1988-12","1996-01","28","-0.59","-1.43","-16.55"
"1996-12","2002-05","57","-1.51","-3.62","-85.9"
"2002-11","2003-12","13","-0.75","-1.34","-9.69"
"2005-12","2006-03","3","-0.98","-1.26","-2.95"
"2007-03","2007-12","9","-1.27","-1.75","-11.44"
"2008-01","2008-12","11","-0.53","-1.02","-5.84"
"2009-12","2011-05","17","-1.86","-2.85","-31.65"
"2012-01","2013-09","16","-0.34","-1.07","-5.52"
"2015-03","2018-03","35","-0.52","-1.31","-18.25"
"2019-04","2019-12","6","-0.27","-0.4","-1.64"
