"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.4,"SEL",10,0.95,0.2,-2.45,-3.2,0.22,0.32,0.16,0.19,8.4,3.84,0.3,-40.9,-72.7
"JAN",3.4,"WEL",13,2.3,0.3,-1.1,-2.9,0.36,0.63,0.17,0.2,8.4,4.4,0.6,-35.9,-70
"JAN",3.4,"NUT",20,4.6,0.3,1.2,0.3,0.64,0.5,0.17,0.15,8.4,9.3,0.5,8,-70.9
"JAN",3.4,"WLA",17,4.1,0.5,0.7,-2.9,0.58,0.48,0.19,0.11,8.4,10.7,0.8,20.6,-68.2
"JAN",3.4,"SLA",10,4.6,0.1,1.2,-3.3,0.64,0.54,0.15,0.09,8.4,10.4,0.1,17.9,-74.4
"FEB",2.5,"SEL",9,1.43,0,-1.07,-2.5,0.31,0.42,0.12,0.13,6.2,2.99,0.2,-35.9,-67.1
"FEB",2.5,"WEL",8,1.6,0.3,-0.9,-2.2,0.34,0.47,0.15,0.17,6.2,2.5,0.3,-41.4,-66
"FEB",2.5,"NUT",27,2.3,0.2,-0.2,0.2,0.47,0.5,0.14,0.16,6.2,6.1,0.2,-1.1,-67.1
"FEB",2.5,"WLA",16,3.3,0.3,0.8,-2.2,0.66,0.52,0.15,0.09,6.2,8.1,0.4,21.2,-64.8
"FEB",2.5,"SLA",8,2.8,0,0.3,-2.5,0.57,0.43,0.12,0.07,6.2,7.1,1.3,10,-54.8
"MAR",2.5,"SEL",7,1.46,0.1,-1.04,-2.4,0.39,0.61,0.25,0.26,4.8,2.81,0.4,-26.4,-58.3
"MAR",2.5,"WEL",5,0.5,0,-2,-2.5,0.29,0.35,0.24,0.24,4.8,2.1,0,-35.8,-63.6
"MAR",2.5,"NUT",37,2.4,0,-0.1,0,0.49,0.5,0.24,0.19,4.8,5.1,0,4,-63.6
"MAR",2.5,"WLA",16,3.3,0,0.8,-2.5,0.59,0.49,0.24,0.26,4.8,5.4,0.1,7.9,-62.3
"MAR",2.5,"SLA",3,3,0,0.5,-2.5,0.56,0.47,0.24,0.26,4.8,4.5,1.5,-4,-43.7
"APR",1.2,"SEL",2,0.1,0.1,-1.1,-1.1,0.24,0.25,0.24,0.25,2.7,1.58,0.3,-20.5,-44.1
"APR",1.2,"WEL",11,0.4,0,-0.8,-1.1,0.3,0.58,0.22,0.16,2.7,1.9,0.1,-14.7,-47.7
"APR",1.2,"NUT",41,1.4,0,0.2,0,0.55,0.5,0.22,0.2,2.7,3.2,0,9.2,-49.6
"APR",1.2,"WLA",14,1.5,0.1,0.3,-1.1,0.58,0.53,0.24,0.2,2.7,2.5,0.1,-3.7,-47.7
"APR",1.2,"SLA",1,1.3,1.3,0.1,0.1,0.53,0.48,0.53,0.48,2.7,1.5,1.5,-22,-22
"MAY",1.1,"SEL",2,1.25,0.2,0.15,-0.9,0.54,0.51,0.27,0.29,2,2.16,0.5,3.4,-31.6
"MAY",1.1,"WEL",14,1.2,0,0.1,-1.1,0.53,0.5,0.23,0.25,2,1.9,0.1,-2.1,-40
