"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",7.2,"SEL",10,5.07,1,-2.13,-6.2,0.36,0.39,0.15,0.12,24.7,19.07,5.7,-20.5,-69.2
"JAN",7.2,"WEL",13,7.6,0.2,0.4,-6.7,0.52,0.61,0.12,0.09,24.7,27.4,4.9,9.8,-72.1
"JAN",7.2,"NUT",20,10,0.7,2.8,0.7,0.68,0.5,0.14,0.15,24.7,27.9,2.3,11.7,-81.6
"JAN",7.2,"WLA",17,4.9,0.5,-2.3,-6.7,0.35,0.38,0.13,0.05,24.7,23.9,4.2,-2.9,-74.7
"JAN",7.2,"SLA",10,7.7,2.7,0.5,-4.5,0.53,0.7,0.23,0.17,24.7,19.8,4.1,-17.9,-75.1
"FEB",7.7,"SEL",9,8.07,2.2,0.37,-5.5,0.53,0.52,0.15,0.17,26.9,19.65,9.5,-24.5,-58.7
"FEB",7.7,"WEL",8,7.2,1.1,-0.5,-5.9,0.46,0.46,0.1,0.13,26.9,29.8,7.8,9.8,-64.4
"FEB",7.7,"NUT",27,7.4,1.1,-0.3,1.1,0.48,0.5,0.1,0.07,26.9,26.9,1.9,0,-84.3
"FEB",7.7,"WLA",16,9.2,1.8,1.5,-5.9,0.61,0.59,0.13,0.14,26.9,29.2,4.5,7.8,-75.5
"FEB",7.7,"SLA",8,5.4,0.1,-2.3,-7.6,0.33,0.33,0.07,0.09,26.9,31.3,20.6,14.8,-21.2
"MAR",9.8,"SEL",7,5.93,2.5,-3.87,-7.3,0.31,0.35,0.18,0.19,24.5,20.98,14.9,-12.9,-35.2
"MAR",9.8,"WEL",5,12.6,3.6,2.8,-7.9,0.64,0.71,0.22,0.23,24.5,28.7,8.1,15.4,-60.2
"MAR",9.8,"NUT",37,10.5,0.5,0.7,0.5,0.53,0.5,0.12,0.14,24.5,24.8,1.1,1.1,-85.9
"MAR",9.8,"WLA",16,9.8,1.9,0,-7.9,0.5,0.53,0.16,0.1,24.5,24,3,-1.8,-78.9
"MAR",9.8,"SLA",3,6.7,1.3,-3.1,-8.5,0.35,0.32,0.14,0.08,24.5,28.5,23.1,14.7,-5.1
"APR",9.4,"SEL",2,5.65,4.8,-3.75,-4.6,0.32,0.21,0.28,0.17,18,24.85,21.1,33,14.9
"APR",9.4,"WEL",11,10,3.1,0.6,-8.6,0.53,0.56,0.21,0.09,18,18.9,5.6,4.3,-59.8
"APR",9.4,"NUT",41,9,0.3,-0.4,0.3,0.48,0.5,0.12,0.09,18,18,1,0,-81.9
"APR",9.4,"WLA",14,10.2,0.8,0.8,-8.6,0.54,0.5,0.14,0.22,18,15.8,1.7,-10.6,-78.6
"APR",9.4,"SLA",1,19.2,19.2,9.8,9.8,0.9,0.77,0.9,0.77,18,22.9,22.2,23.6,20.2
"MAY",5.3,"SEL",2,9.4,7.6,4.1,2.3,0.84,0.77,0.71,0.61,13.8,25.23,18.4,69.1,27.8
"MAY",5.3,"WEL",14,6.1,1.4,0.8,-5,0.58,0.46,0.18,0.1,13.8,15.1,3.5,7.8,-62.3
"MAY",5.3,"NUT",40,5.3,0.3,0,0.3,0.5,0.5,0.12,0.13,13.8,14.4,1.6,3.6,-73.7
"MAY",5.3,"WLA",12,4,0.3,-1.3,-5,0.38,0.56,0.12,0.16,13.8,9.7,1.7,-24.8,-73.1
"MAY",5.3,"SLA",1,2.6,2.6,-2.7,-2.7,0.26,0.39,0.26,0.39,13.8,6.6,5.2,-43.5,-52
"JUN",3.3,"SEL",3,9.8,8.7,6.5,5.4,0.99,0.97,0.97,0.93,14.5,22.73,11.9,47.7,-15.1
"JUN",3.3,"WEL",12,2.8,1.1,-0.5,-2.7,0.42,0.35,0.21,0.18,14.5,16.1,5,9.3,-55.1
"JUN",3.3,"NUT",40,3.7,0.4,0.4,0.4,0.55,0.5,0.15,0.12,14.5,14.5,2.5,0,-69.6
"JUN",3.3,"WLA",11,1.6,0.6,-1.7,-2.7,0.27,0.52,0.16,0.12,14.5,12.5,2.8,-11.6,-67.8
