"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",5.3,4.2,5.2,3.7,3.1,2.4,3,2.6,2.6,3.1,4.9,5.6,46
"Min TA [°F]",63,62.9,63.7,65,66.4,68.1,69,69.7,69.2,68.5,66.9,64.6,66.5
"Mean TA [°F]",70,69.9,70.6,71.9,73.6,75.3,76,76.8,76.3,75.9,73.4,71.1,73.4
"Max TA [°F]",78.6,78.4,78.9,79.5,81.2,82.9,83.5,84.4,84.6,83.7,81.2,79,81.4
"RH [%]",74,73,73,73,73,72,72,72,72,73,74,74,73
"CF [%]",44,50,54,55,44,40,38,34,30,41,46,45,43
"ET [in]",3,3,3,3,3,3,3,3,3,3,3,3,36
"SM [%]",53,52,52,50,46,43,42,42,42,43,49,53,47
"S [W m/2]",178,203,225,256,279,290,286,285,269,219,179,163,236
