"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-02","35","-0.59","-1.21","-20.7"
"1928-12","1934-11","42","-0.55","-1.17","-23.11"
"1934-12","1936-12","24","-0.62","-1.39","-14.99"
"1939-06","1946-12","54","-0.6","-1.32","-32.4"
"1947-01","1950-10","32","-0.5","-1.03","-15.88"
"1952-03","1955-01","34","-0.98","-2.08","-33.31"
"1955-11","1961-01","27","-0.51","-1.17","-13.74"
"1961-03","1963-05","13","-0.4","-1","-5.14"
"1964-04","1974-03","49","-0.84","-1.9","-41.06"
"1974-04","1977-08","40","-0.67","-1.88","-26.82"
"1977-09","1978-11","14","-0.47","-1.06","-6.53"
"1981-04","1982-01","9","-0.8","-1.27","-7.21"
"1983-04","1997-10","90","-0.57","-1.64","-51.41"
"1997-11","2002-10","59","-1.18","-1.92","-69.78"
"2002-11","2004-04","17","-0.7","-1.21","-11.92"
"2005-04","2014-03","105","-0.82","-1.95","-85.71"
"2017-09","2019-12","10","-0.28","-0.54","-2.78"
