,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,138.647279505827,5.458554311253032,5.458554311253032
1219,1219,2021.0,August,82.19385838022038,3.235978676386629,3.235978676386629
1220,1220,2021.0,September,88.5824095667625,3.4874964396363186,3.4874964396363186
1221,1221,2021.0,October,75.17474768113117,2.959635735477605,2.959635735477605
1222,1222,2021.0,November,46.07123141386071,1.813828008419713,1.813828008419713
1223,1223,2021.0,December,279.07978540537306,10.98739312619579,10.98739312619579
1224,1224,2022.0,January,193.3419503971022,7.611887810909536,7.611887810909536
1225,1225,2022.0,February,15.884566399515892,0.6253766299022006,0.6253766299022006
1226,1226,2022.0,March,72.05645785039785,2.836868419307002,2.836868419307002
1227,1227,2022.0,April,88.13826825667401,3.4700105612863785,3.4700105612863785
1228,1228,2022.0,May,83.30204593892,3.2796081078314963,3.2796081078314963
1229,1229,2022.0,June,29.103928400545705,1.14582395277739,1.14582395277739
