"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"MAR",17.8,"WLA",16,21.2,9,3.4,-8.8,0.6,0.56,0.25,0.13,49.3,56.3,19.4,13.5,-57.4
"MAR",17.8,"SLA",3,17,10.5,-0.8,-7.3,0.48,0.39,0.29,0.16,49.3,76.7,70.2,52.7,40.2
"APR",18.4,"SEL",2,10.65,6.7,-7.75,-11.7,0.22,0.27,0.12,0.13,41.9,41.77,21.9,-0.3,-44.8
"APR",18.4,"WEL",11,16.2,5,-2.2,-13.3,0.41,0.54,0.09,0.09,41.9,41.4,18.5,-1.1,-52.4
"APR",18.4,"NUT",41,18.3,4.8,-0.1,4.8,0.5,0.5,0.08,0.09,41.9,41.6,8.6,-0.7,-74.6
"APR",18.4,"WLA",14,19.7,5.1,1.3,-13.3,0.55,0.45,0.09,0.06,41.9,42.1,13.5,0.4,-63.6
"APR",18.4,"SLA",1,38.1,38.1,19.7,19.7,0.98,0.95,0.98,0.95,41.9,66.5,65.6,55.1,53.1
"MAY",13.1,"SEL",2,10.05,4.4,-3.05,-8.7,0.33,0.27,0.1,0.05,37,47.2,23.9,25.7,-33
"MAY",13.1,"WEL",14,13.7,6,0.6,-7.8,0.54,0.53,0.15,0.09,37,40.3,20,8.3,-42.8
"MAY",13.1,"NUT",40,12.6,1.9,-0.5,1.9,0.47,0.5,0.05,0.05,37,37.1,10.2,0.2,-67.4
"MAY",13.1,"WLA",12,15.4,5.3,2.3,-7.8,0.64,0.52,0.12,0.13,37,34.9,15.4,-5.3,-54.3
"MAY",13.1,"SLA",1,21.6,21.6,8.5,8.5,0.9,0.78,0.9,0.78,37,35.2,33.6,-4.5,-8.6
"JUN",10.4,"SEL",3,21.07,10.8,10.67,0.4,0.98,0.88,0.53,0.38,39.3,53.01,23.1,32.6,-38.5
"JUN",10.4,"WEL",12,11.5,7.5,1.1,-7.3,0.58,0.42,0.28,0.21,39.3,45.6,21.2,15,-43
"JUN",10.4,"NUT",40,10.7,1.9,0.3,1.9,0.52,0.5,0.05,0.03,39.3,38.5,13.9,-1.9,-60.4
"JUN",10.4,"WLA",11,7,3.1,-3.4,-7.3,0.25,0.51,0.08,0.03,39.3,37.4,13.9,-4.5,-60.4
"JUN",10.4,"SLA",2,6.8,5.9,-3.6,-4.5,0.24,0.47,0.19,0.3,39.3,23.3,16.4,-38,-54.5
"JUL",13.5,"SEL",6,16.08,8.7,2.58,-4.8,0.67,0.52,0.21,0.18,40.4,46.25,19.4,13.6,-48.7
"JUL",13.5,"WEL",8,15.1,6.5,1.6,-6.5,0.61,0.47,0.12,0.11,40.4,44.4,18.5,9.3,-50.8
"JUL",13.5,"NUT",41,13.8,6.4,0.3,6.4,0.52,0.5,0.12,0.09,40.4,39.5,15.4,-2.1,-57.9
"JUL",13.5,"WLA",9,12.5,7,-1,-6.5,0.43,0.68,0.14,0.23,40.4,41,16.4,1.4,-55.6
"JUL",13.5,"SLA",2,6.8,6.1,-6.7,-7.4,0.13,0.22,0.11,0.18,40.4,26.3,14.8,-32.7,-59.3
"AUG",15.4,"SEL",7,15.86,3.6,0.46,-11.8,0.52,0.43,0.11,0.09,40.6,44.72,17.9,9.5,-52.4
"AUG",15.4,"WEL",12,19,7.2,3.6,-11.6,0.65,0.54,0.2,0.16,40.6,43.6,18.3,6.9,-51.4
"AUG",15.4,"NUT",34,14,5.6,-1.4,5.6,0.44,0.5,0.15,0.18,40.6,39.1,13.5,-3.5,-62.5
"AUG",15.4,"WLA",12,17.9,3.8,2.5,-11.6,0.6,0.61,0.11,0.09,40.6,43.9,19,7.6,-49.8
"AUG",15.4,"SLA",5,9.7,4.4,-5.7,-11,0.28,0.25,0.12,0.1,40.6,32,15.8,-19.8,-57.2
"SEP",11.5,"SEL",8,14.31,7.1,2.81,-4.4,0.68,0.63,0.24,0.26,44.2,50.61,16.8,13.7,-58.4
"SEP",11.5,"WEL",8,10.3,4.8,-1.2,-5.9,0.42,0.42,0.14,0.16,44.2,37.9,17.1,-13.4,-57.7
"SEP",11.5,"NUT",36,11.7,3.4,0.2,3.4,0.51,0.5,0.1,0.11,44.2,44.2,10.4,0,-72
"SEP",11.5,"WLA",11,10.6,5.6,-0.9,-5.9,0.44,0.54,0.17,0.09,44.2,48.8,26.6,9.8,-37.5
"SEP",11.5,"SLA",5,9.8,4.3,-1.7,-7.2,0.39,0.45,0.12,0.04,44.2,39.2,15.3,-10.6,-61.6
"OCT",13.7,"SEL",10,14.55,7.2,0.85,-6.5,0.55,0.53,0.16,0.16,48.5,48.45,11.4,-0.1,-72.4
"OCT",13.7,"WEL",10,14.3,6.3,0.6,-4.1,0.54,0.52,0.13,0.13,48.5,40,17.7,-16.6,-60.1
"OCT",13.7,"NUT",30,13.4,4.5,-0.3,4.5,0.48,0.5,0.08,0.1,48.5,47.9,7.9,-1.2,-79.2
"OCT",13.7,"WLA",10,15.4,9.6,1.7,-4.1,0.6,0.6,0.27,0.25,48.5,55.5,25.4,13.7,-45.1
"OCT",13.7,"SLA",8,12.5,7.1,-1.2,-6.6,0.43,0.42,0.16,0.14,48.5,47.1,18.2,-2.7,-59.1
"NOV",19,"SEL",14,21.75,2.5,2.75,-16.5,0.6,0.64,0.06,0.08,47.2,41.75,5,-10.9,-84.5
"NOV",19,"WEL",12,13.3,6,-5.7,-7.6,0.3,0.34,0.11,0.14,47.2,32.3,12.6,-29.8,-69.3
"NOV",19,"NUT",22,19.1,2.5,0.1,2.5,0.51,0.5,0.06,0.08,47.2,50.8,6.4,7.2,-81.7
"NOV",19,"WLA",11,22.8,11.4,3.8,-7.6,0.64,0.61,0.24,0.18,47.2,50.9,18.1,7.4,-58.3
"NOV",19,"SLA",11,16.9,3.9,-2.1,-15.1,0.42,0.37,0.08,0.04,47.2,52,14.2,9.6,-66.1
"DEC",15.8,"SEL",13,12.15,1.7,-3.65,-14.1,0.37,0.46,0.09,0.08,42.1,29.93,3.8,-27.1,-85.4
"DEC",15.8,"WEL",11,12.4,5.4,-3.4,-11.4,0.37,0.47,0.16,0.17,42.1,32.8,8.8,-20.7,-74.3
"DEC",15.8,"NUT",22,15.4,0.9,-0.4,0.9,0.49,0.5,0.08,0.05,42.1,43.9,5.6,4,-81.4
"DEC",15.8,"WLA",11,17.3,4.4,1.5,-11.4,0.56,0.44,0.14,0.13,42.1,46.6,7.2,10,-77.8
"DEC",15.8,"SLA",9,17.7,7.2,1.9,-8.6,0.57,0.45,0.21,0.18,42.1,49.6,11.2,16.7,-68.9
