"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",12.4,"SEL",10,7.85,0.8,-4.55,-11.6,0.33,0.51,0.13,0.17,44.1,24.11,4.3,-42.7,-85
"JAN",12.4,"WEL",13,6.6,1.2,-5.8,-10.1,0.29,0.44,0.14,0.18,44.1,42.6,10.9,-3.2,-70.9
"JAN",12.4,"NUT",20,16.3,3,3.9,3,0.65,0.5,0.18,0.16,44.1,46.7,7.2,5.6,-78.8
"JAN",12.4,"WLA",17,10.8,2.3,-1.6,-10.1,0.44,0.39,0.16,0.1,44.1,50.5,11.8,13.7,-69
"JAN",12.4,"SLA",10,17.4,3.1,5,-9.3,0.69,0.69,0.18,0.12,44.1,48.9,14.5,10.2,-63.2
"FEB",13.9,"SEL",9,9.93,1.3,-3.97,-12.6,0.37,0.46,0.14,0.23,50.1,26.91,10.2,-43.9,-75.5
"FEB",13.9,"WEL",8,13.8,2.2,-0.1,-13.4,0.5,0.57,0.16,0.25,50.1,52.2,14.7,4,-67
"FEB",13.9,"NUT",27,12.2,1.7,-1.7,1.7,0.44,0.5,0.15,0.17,50.1,48.7,9,-2.7,-77.8
"FEB",13.9,"WLA",16,18.5,0.5,4.6,-13.4,0.65,0.53,0.13,0.06,50.1,59.4,14.6,17.6,-67.2
"FEB",13.9,"SLA",8,14.5,0.9,0.6,-13,0.52,0.39,0.14,0.07,50.1,69.6,49.5,36.9,-1.1
"MAR",17.8,"SEL",7,6.33,2.2,-11.47,-15.6,0.19,0.27,0.12,0.16,49.3,27.03,13.3,-42.8,-69.2
"MAR",17.8,"WEL",5,22.2,7.5,4.4,-8.8,0.63,0.8,0.21,0.31,49.3,52.1,18.5,5.4,-59.2
"MAR",17.8,"NUT",37,18.2,2.5,0.4,2.5,0.51,0.5,0.12,0.15,49.3,49.1,9.2,-0.4,-77
