"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1921-01","1","-1.14","-1.14","-1.14"
"1921-03","1927-10","29","-1.18","-3.07","-34.12"
"1928-09","1930-08","21","-0.66","-1.48","-13.77"
"1931-05","1932-02","9","-0.74","-1.14","-6.69"
"1932-10","1935-02","28","-0.83","-2.26","-23.23"
"1935-09","1936-10","13","-0.71","-1.42","-9.28"
"1936-11","1941-10","21","-1.02","-2.22","-21.43"
"1942-12","1954-12","72","-0.58","-1.7","-41.92"
"1958-12","1960-01","9","-0.58","-1.06","-5.22"
"1961-01","1964-01","35","-0.79","-2.66","-27.67"
"1965-05","1967-03","22","-0.46","-1.23","-10.04"
"1970-02","1970-10","8","-0.35","-1.05","-2.77"
"1972-03","1974-08","24","-0.7","-1.37","-16.83"
"1974-09","1979-01","32","-0.62","-1.75","-19.84"
"1980-01","1980-03","2","-0.86","-1.63","-1.71"
"1981-03","1982-03","12","-1.54","-2.36","-18.46"
"1983-03","1985-03","24","-1.08","-2","-25.9"
"1985-12","1986-09","9","-0.51","-1.6","-4.6"
"1987-11","1994-03","31","-0.66","-1.7","-20.44"
"1995-09","1997-10","24","-0.94","-1.82","-22.6"
"1997-11","1999-01","12","-0.51","-1.12","-6.09"
"1999-11","2000-10","9","-0.78","-1.32","-7"
"2001-01","2004-03","18","-1.24","-2.04","-22.24"
"2004-09","2005-10","11","-0.71","-1.4","-7.83"
"2005-12","2008-02","11","-0.68","-1.18","-7.44"
"2008-09","2009-11","14","-0.61","-1.69","-8.48"
"2009-12","2012-04","28","-1.29","-2.35","-36.03"
"2012-05","2015-09","35","-0.95","-2.46","-33.38"
"2017-07","2018-04","9","-0.59","-1.16","-5.3"
"2019-08","2019-12","5","-0.96","-1.26","-4.82"
