"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-04","54","-0.69","-1.82","-37.16"
"1927-07","1936-02","77","-0.51","-1.38","-38.91"
"1938-03","1942-03","40","-0.48","-1.3","-19.01"
"1942-06","1946-01","32","-0.77","-2.01","-24.53"
"1946-04","1950-11","44","-0.6","-1.75","-26.29"
"1951-12","1955-01","35","-0.76","-1.42","-26.54"
"1955-07","1963-12","69","-0.78","-1.87","-54.08"
"1964-01","1974-10","84","-0.64","-1.6","-53.53"
"1974-11","1979-02","51","-0.83","-1.83","-42.45"
"1981-01","1982-02","13","-1.1","-1.7","-14.31"
"1983-02","1986-06","40","-1.18","-1.85","-47.12"
"1987-04","1989-04","19","-0.37","-1.04","-7.02"
"1991-12","1994-03","27","-0.43","-1.04","-11.61"
"1994-08","2019-12","75","-0.26","-0.95","-19.64"
