"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",5.7,4.5,5.8,3.8,3.1,2,3.3,3.5,4.1,4.7,7.2,5.6,53
"Min TA [°F]",59,59,59.7,61.1,62.4,64,65.2,65.6,64.9,64.2,62.9,60.6,62.4
"Mean TA [°F]",66.1,66,66.7,68.2,69.7,71.3,72.4,72.7,72,71.6,69.5,67.3,69.5
"Max TA [°F]",75.1,75,75.4,76.5,77.8,79.4,80.5,80.8,80.7,79.8,77.8,75.7,77.8
"RH [%]",81,81,81,83,83,83,82,81,81,81,81,81,81
"CF [%]",54,62,66,72,69,67,58,55,57,62,62,57,62
"ET [in]",2,2,2,2,2,2,2,2,2,2,2,2,24
"SM [%]",54,53,53,51,45,40,41,45,47,50,55,57,49
"S [W m/2]",163,174,187,187,190,192,203,199,187,166,144,152,179
