"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.1,"SEL",10,2.61,0.2,-3.49,-5.9,0.28,0.41,0.17,0.19,16.7,7.21,0.7,-48.8,-82.3
"JAN",6.1,"WEL",13,4.1,1.1,-2,-5.5,0.37,0.57,0.2,0.26,16.7,12.8,3.6,-20.1,-67.4
"JAN",6.1,"NUT",20,8.3,0.7,2.2,0.7,0.64,0.5,0.19,0.17,16.7,17.8,2.2,5.6,-74.6
"JAN",6.1,"WLA",17,6.2,0.6,0.1,-5.5,0.5,0.45,0.18,0.13,16.7,21.1,2.2,22.6,-74.6
"JAN",6.1,"SLA",10,7.9,1,1.8,-5.1,0.61,0.57,0.2,0.15,16.7,21.4,3,24.2,-70.5
"FEB",4.8,"SEL",9,1.41,0.2,-3.39,-4.6,0.24,0.29,0.17,0.17,14.5,6.4,1.5,-47,-75.4
"FEB",4.8,"WEL",8,4.6,1.2,-0.2,-4,0.48,0.66,0.23,0.26,14.5,11,3.3,-20.3,-64.9
"FEB",4.8,"NUT",27,4.2,0.7,-0.6,0.7,0.45,0.5,0.2,0.24,14.5,13.8,2.2,-4.1,-71.3
"FEB",4.8,"WLA",16,6.8,0.8,2,-4,0.66,0.51,0.2,0.13,14.5,19.3,2.2,27.8,-71.3
"FEB",4.8,"SLA",8,6.1,1.3,1.3,-3.5,0.6,0.45,0.23,0.15,14.5,19.3,7.8,27.8,-38.9
"MAR",5.8,"SEL",7,3.19,0.3,-2.61,-5.5,0.33,0.46,0.18,0.22,12.9,7.54,3,-34.3,-63.3
"MAR",5.8,"WEL",5,4.1,1.3,-1.7,-5,0.39,0.55,0.23,0.3,12.9,10.3,3.6,-16.6,-59.4
"MAR",5.8,"NUT",37,5.3,0.8,-0.5,0.8,0.47,0.5,0.2,0.18,12.9,13.4,1.9,3.2,-70.3
"MAR",5.8,"WLA",16,8.1,0.8,2.3,-5,0.65,0.52,0.2,0.19,12.9,14.5,2.2,10.2,-68.4
"MAR",5.8,"SLA",3,7.4,0.7,1.6,-5.1,0.61,0.48,0.2,0.19,12.9,14.8,8.1,12.1,-30.7
"APR",3.9,"SEL",2,1.8,1,-2.1,-2.9,0.28,0.34,0.21,0.13,9.2,8.42,6.3,-6.5,-24.3
"APR",3.9,"WEL",11,2.3,0.8,-1.6,-3.3,0.33,0.52,0.19,0.1,9.2,9,4,-1.7,-43.5
"APR",3.9,"NUT",41,4.3,0.7,0.4,0.7,0.54,0.5,0.19,0.2,9.2,10.1,1.7,7.5,-62.8
"APR",3.9,"WLA",14,4.4,0.6,0.5,-3.3,0.55,0.5,0.18,0.08,9.2,8.2,1.9,-8.4,-61.1
