,date,RF_in_scale_3,RF_in_scale_3_calculated_index
0,1920-01-01,,
1,1920-02-01,,
2,1920-03-01,20.98357847573034,1.138062452373254
3,1920-04-01,12.587179194852494,0.0
4,1920-05-01,22.63463603322808,0.6972440320063839
5,1920-06-01,25.624485299735166,0.8086803686965104
6,1920-07-01,27.45023245009789,1.0667460620253306
7,1920-08-01,21.34429394935792,0.4474948133583639
8,1920-09-01,20.179941448526236,0.403299049660618
9,1920-10-01,19.079897572675087,0.4025348938809152
10,1920-11-01,15.329791215749886,0.2216765950285331
11,1920-12-01,11.133853435475098,0.0156520467317022
12,1921-01-01,14.839914488505666,0.7520891191719639
13,1921-02-01,14.982435083352147,0.8030561958490631
14,1921-03-01,11.420297408130764,0.0
15,1921-04-01,10.827228223162455,0.0
16,1921-05-01,16.623850713770953,0.0
17,1921-06-01,20.737263688664022,0.2428559988451183
18,1921-07-01,19.30145777106296,0.0603655447437479
19,1921-08-01,16.990964748748624,0.0
20,1921-09-01,13.22619025822978,0.0
21,1921-10-01,11.38541483121976,0.0
22,1921-11-01,8.097111226737299,0.0
23,1921-12-01,11.805042390789533,0.1664921675759382
24,1922-01-01,13.624382290531116,0.5907998543146654
25,1922-02-01,13.678107353666617,0.6388970563322791
26,1922-03-01,14.600699502229174,0.4245707460770703
27,1922-04-01,16.314813979946745,0.4015512964234863
28,1922-05-01,18.154884010612676,0.1445971783401315
29,1922-06-01,17.43366048690243,0.0
30,1922-07-01,17.428696802292272,0.0
31,1922-08-01,20.95920698570733,0.395440007041125
32,1922-09-01,23.13090696810975,0.808975757060335
33,1922-10-01,20.11062498291523,0.5579514291462485
34,1922-11-01,16.630029698974525,0.437546920019544
35,1922-12-01,8.737116107336634,0.0
36,1923-01-01,13.688781490022258,0.59957561266833
37,1923-02-01,13.48206899978302,0.6133539313653525
38,1923-03-01,25.758228707996388,1.5842701561190748
39,1923-04-01,27.45616970440194,1.6534671259786164
40,1923-05-01,28.983377752248792,1.3690798935022344
41,1923-06-01,22.16296170155379,0.4162634162654461
42,1923-07-01,17.5063871241899,0.0
43,1923-08-01,18.411576569033933,0.0339735507251195
44,1923-09-01,17.540171633874955,0.0056524507704061
45,1923-10-01,16.257128640010073,0.0
46,1923-11-01,11.267556817389034,0.0
47,1923-12-01,9.057133662161185,0.0
48,1924-01-01,4.321402617058682,0.0
49,1924-02-01,5.88158427663273,0.0
50,1924-03-01,5.718949495987916,0.0
51,1924-04-01,19.973173988126412,0.8610367361378198
52,1924-05-01,23.119896534478016,0.752628716996488
53,1924-06-01,28.41455831261173,1.100427167028157
54,1924-07-01,18.5960850901718,0.0
55,1924-08-01,17.147708909986257,0.0
56,1924-09-01,16.59292497343595,0.0
57,1924-10-01,16.623439744257993,0.008245958572851
58,1924-11-01,14.746247251378094,0.1208296982397309
59,1924-12-01,13.098028389611455,0.4417108567348993
60,1925-01-01,9.517423270059576,0.0
61,1925-02-01,9.024536041298711,0.0
62,1925-03-01,8.548057316764162,0.0
63,1925-04-01,11.369532346416015,0.0
64,1925-05-01,13.906338820358846,0.0
65,1925-06-01,12.690494171298374,0.0
66,1925-07-01,13.497164928346828,0.0
67,1925-08-01,15.885519087288817,0.0
68,1925-09-01,17.27973139862644,0.0
69,1925-10-01,19.349148131328707,0.4436577997340823
70,1925-11-01,14.621784925316408,0.098977570828132
71,1925-12-01,10.7654043748695,0.0
72,1926-01-01,4.570069483864045,0.0
73,1926-02-01,3.1534188852246627,0.0
74,1926-03-01,5.501322102627146,0.0
75,1926-04-01,5.770647498762315,0.0
76,1926-05-01,8.78723734007107,0.0
77,1926-06-01,24.336810224225616,0.6670207155777671
78,1926-07-01,32.60892726934172,1.6056189318255762
79,1926-08-01,36.61811447374608,2.1512624993881366
80,1926-09-01,22.313219623148125,0.700146344807474
81,1926-10-01,18.356936815299303,0.2901816216774055
82,1926-11-01,12.68451844077008,0.0
83,1926-12-01,8.668066320859136,0.0
84,1927-01-01,6.035160368532932,0.0
85,1927-02-01,6.097694685624791,0.0
86,1927-03-01,12.459991853975902,0.1395597799985727
87,1927-04-01,27.52946030343704,1.6604993700639974
88,1927-05-01,32.436940400381964,1.6951766185487884
89,1927-06-01,33.51320517086865,1.5890174957120475
90,1927-07-01,19.130849299406503,0.0365129125187147
91,1927-08-01,18.68066416713434,0.0736684552448763
92,1927-09-01,17.4094515522634,0.0
93,1927-10-01,18.88221391336392,0.3720975382377033
94,1927-11-01,17.445741229128693,0.5673301785640658
95,1927-12-01,26.4174225095792,2.5868172346252987
96,1928-01-01,21.97599240154753,1.55953263047418
97,1928-02-01,19.998541755062327,1.360161025917237
98,1928-03-01,8.182368671294778,0.0
99,1928-04-01,12.352478632704551,0.0
100,1928-05-01,14.781388702551016,0.0
101,1928-06-01,18.723676200761737,0.0
102,1928-07-01,20.289473728788263,0.1958030785595048
103,1928-08-01,19.621907731205,0.2095885241603889
104,1928-09-01,16.683624716812613,0.0
105,1928-10-01,14.925935150605952,0.0
106,1928-11-01,14.40031894486782,0.0597851554279134
107,1928-12-01,10.757380168908522,0.0
108,1929-01-01,14.893697868367632,0.7590234197920855
109,1929-02-01,18.355529763206142,1.1886672885872371
110,1929-03-01,20.529667100991364,1.092399451340592
111,1929-04-01,19.986735455581574,0.8626331896654615
112,1929-05-01,20.510583243651038,0.4451936236886673
113,1929-06-01,26.0838489378985,0.858088621253989
114,1929-07-01,25.435059690925197,0.8384316977814895
115,1929-08-01,24.951816128747858,0.9075613909197536
116,1929-09-01,22.50399891641341,0.7257685747353023
