,datetime,ET,Month
0,2001-01-01,25.73611111111111,1
1,2001-01-09,19.226277372262775,1
2,2001-01-17,26.974725274725273,1
3,2001-01-25,28.103846153846156,1
4,2001-02-02,26.798192771084338,2
5,2001-02-10,17.327058823529413,2
6,2001-02-18,22.86969696969697,2
7,2001-02-26,17.86969696969697,2
8,2001-03-06,18.48709677419355,3
9,2001-03-14,16.72,3
10,2001-03-22,24.800568181818182,3
11,2001-04-07,21.398333333333333,4
12,2001-04-15,18.719428571428573,4
13,2001-07-12,34.93,7
14,2001-07-20,25.593478260869567,7
15,2001-07-28,36.36013986013986,7
16,2001-08-05,33.525,8
17,2001-08-13,37.45,8
18,2001-08-29,20.201265822784812,8
19,2001-09-06,34.050000000000004,9
20,2001-09-14,48.6,9
21,2001-09-30,27.556593406593407,9
22,2001-10-08,25.96440677966102,10
23,2001-10-16,30.933516483516485,10
24,2001-10-24,26.82,10
25,2001-11-01,24.078666666666667,11
26,2001-11-09,20.677528089887645,11
27,2001-11-17,30.370833333333334,11
28,2001-11-25,20.354545454545455,11
29,2001-12-03,19.802500000000002,12
30,2001-12-11,20.126785714285717,12
31,2001-12-19,24.134579439252338,12
32,2001-12-27,17.287362637362637,12
33,2002-01-01,28.38901098901099,1
34,2002-01-09,27.45806451612903,1
35,2002-01-17,25.299404761904764,1
36,2002-02-02,20.352671755725193,2
37,2002-02-10,27.933774834437088,2
38,2002-02-18,19.11063829787234,2
39,2002-02-26,24.976190476190478,2
40,2002-03-06,33.626285714285714,3
41,2002-03-14,14.633333333333335,3
42,2002-04-07,40.931868131868136,4
43,2002-04-23,17.376190476190477,4
44,2002-05-01,18.66851851851852,5
45,2002-05-09,21.228571428571428,5
46,2002-05-17,21.355555555555554,5
47,2002-05-25,19.393333333333334,5
48,2002-06-02,20.5,6
49,2002-06-10,15.433333333333335,6
50,2002-06-26,29.82596685082873,6
51,2002-07-12,26.1962962962963,7
52,2002-07-20,24.559375000000003,7
53,2002-07-28,26.61304347826087,7
54,2002-08-21,30.074324324324323,8
55,2002-08-29,23.953125,8
56,2002-09-06,24.731250000000003,9
57,2002-09-14,27.937878787878788,9
58,2002-09-22,25.266666666666666,9
59,2002-09-30,24.885714285714286,9
60,2002-10-08,35.021387283237,10
61,2002-10-16,30.495652173913044,10
62,2002-10-24,27.4126213592233,10
63,2002-11-01,25.36494845360825,11
64,2002-11-09,18.271830985915496,11
65,2002-11-17,25.767241379310345,11
66,2002-11-25,21.633333333333336,11
67,2002-12-03,27.03258426966292,12
68,2002-12-11,27.790659340659342,12
69,2002-12-19,21.579591836734693,12
70,2002-12-27,17.211538461538463,12
71,2003-01-01,26.474301675977657,1
72,2003-01-09,22.66111111111111,1
73,2003-01-17,27.43736263736264,1
74,2003-01-25,26.99117647058824,1
75,2003-02-02,26.28965517241379,2
76,2003-02-10,28.962111801242237,2
77,2003-02-18,31.67182320441989,2
78,2003-02-26,33.332121212121216,2
79,2003-03-06,37.96870229007634,3
80,2003-03-14,27.888333333333335,3
81,2003-03-22,16.069230769230767,3
82,2003-03-30,27.114285714285717,3
83,2003-04-07,22.291666666666668,4
84,2003-04-23,15.488888888888889,4
85,2003-05-09,28.01142857142857,5
86,2003-05-25,42.5,5
87,2003-06-10,24.950000000000003,6
88,2003-06-18,26.86666666666667,6
89,2003-06-26,21.948305084745765,6
90,2003-07-04,25.86038961038961,7
91,2003-07-12,36.72922077922078,7
92,2003-07-20,39.997183098591556,7
93,2003-07-28,25.808403361344542,7
94,2003-08-13,24.476415094339625,8
95,2003-09-06,33.279012345679014,9
96,2003-09-14,33.26111111111111,9
97,2003-09-22,30.807142857142857,9
98,2003-09-30,25.351162790697675,9
99,2003-10-08,28.472072072072077,10
100,2003-10-16,23.70618556701031,10
101,2003-10-24,22.249152542372883,10
102,2003-11-01,27.734146341463415,11
103,2003-11-09,25.053333333333335,11
104,2003-11-17,23.29927536231884,11
105,2003-11-25,24.883006535947715,11
106,2003-12-03,26.185576923076923,12
107,2003-12-11,22.565753424657537,12
108,2003-12-19,12.706122448979592,12
109,2003-12-27,10.781481481481482,12
110,2004-01-01,25.74406779661017,1
111,2004-01-09,28.24835164835165,1
112,2004-01-17,24.89171270718232,1
113,2004-01-25,22.77357142857143,1
114,2004-02-02,28.66758241758242,2
115,2004-02-10,30.07,2
116,2004-02-18,25.595652173913045,2
117,2004-02-26,29.383177570093462,2
118,2004-03-05,29.1075,3
119,2004-03-13,31.332417582417584,3
120,2004-03-21,24.827272727272728,3
121,2004-03-29,26.841860465116284,3
122,2004-04-06,32.472727272727276,4
123,2004-04-14,22.080000000000002,4
124,2004-04-22,29.44409448818898,4
125,2004-04-30,30.67105263157895,4
126,2004-05-08,34.77364864864865,5
127,2004-05-24,24.326315789473686,5
128,2004-06-01,16.3,6
129,2004-06-09,25.355000000000004,6
130,2004-06-17,23.171428571428574,6
131,2004-07-03,22.12857142857143,7
132,2004-07-19,29.732624113475183,7
133,2004-07-27,28.62,7
134,2004-08-04,18.3,8
135,2004-08-12,30.900000000000002,8
136,2004-08-20,32.877272727272725,8
137,2004-08-28,32.7,8
138,2004-09-05,36.80480769230769,9
139,2004-09-13,23.184146341463418,9
140,2004-09-21,26.89032258064516,9
141,2004-09-29,36.7672131147541,9
142,2004-10-07,38.49831460674157,10
143,2004-10-15,32.8747572815534,10
144,2004-10-23,29.463636363636365,10
145,2004-10-31,20.81818181818182,10
146,2004-11-08,22.200000000000003,11
147,2004-11-16,27.439682539682543,11
148,2004-11-24,25.473118279569892,11
149,2004-12-02,27.305594405594405,12
150,2004-12-10,27.215934065934068,12
151,2004-12-18,23.64601226993865,12
152,2004-12-26,18.033333333333335,12
153,2005-01-01,25.97637362637363,1
154,2005-01-09,27.02857142857143,1
155,2005-01-17,28.895833333333332,1
156,2005-01-25,30.355263157894736,1
157,2005-02-02,25.347093023255816,2
158,2005-02-10,11.751515151515152,2
159,2005-02-18,24.01729323308271,2
160,2005-02-26,25.973333333333336,2
161,2005-03-06,37.16833333333334,3
162,2005-03-14,22.54850299401198,3
163,2005-03-22,25.133333333333336,3
164,2005-03-30,21.841176470588238,3
165,2005-04-07,22.93888888888889,4
166,2005-04-15,22.101,4
167,2005-05-09,24.8,5
168,2005-05-25,26.989361702127663,5
169,2005-06-02,17.740000000000002,6
170,2005-06-26,21.3,6
171,2005-07-04,17.72608695652174,7
172,2005-07-28,25.3,7
173,2005-08-05,27.3,8
174,2005-08-13,27.303225806451618,8
175,2005-08-21,28.193333333333335,8
176,2005-09-06,28.01534090909091,9
177,2005-09-14,33.8909090909091,9
178,2005-09-30,24.997692307692308,9
179,2005-10-08,29.93756906077348,10
180,2005-10-16,31.660000000000004,10
181,2005-10-24,27.198305084745762,10
182,2005-11-01,29.50151515151515,11
183,2005-11-09,29.34125874125874,11
184,2005-11-17,32.02472527472528,11
185,2005-11-25,30.174719101123596,11
186,2005-12-03,26.179213483146068,12
187,2005-12-11,24.838709677419356,12
188,2005-12-19,27.772222222222226,12
189,2005-12-27,15.233333333333334,12
190,2006-01-01,26.620666666666665,1
191,2006-01-09,25.543956043956044,1
192,2006-01-17,17.385344827586206,1
193,2006-01-25,23.455714285714286,1
194,2006-02-02,29.735714285714284,2
195,2006-02-10,29.610439560439563,2
196,2006-03-06,18.866875,3
197,2006-03-14,24.705263157894738,3
198,2006-03-22,18.725925925925928,3
199,2006-03-30,15.9,3
200,2006-04-07,17.171544715447155,4
201,2006-04-15,14.41818181818182,4
202,2006-04-23,26.089411764705883,4
203,2006-05-01,21.23776223776224,5
204,2006-05-09,37.95064935064935,5
205,2006-05-17,34.01881188118812,5
206,2006-06-02,25.700000000000003,6
207,2006-06-10,27.860000000000003,6
208,2006-06-18,21.94659090909091,6
209,2006-07-04,26.94166666666667,7
210,2006-07-12,42.41111111111111,7
211,2006-07-20,31.048387096774196,7
212,2006-07-28,34.77777777777778,7
213,2006-08-05,37.725,8
214,2006-08-13,32.115,8
215,2006-08-21,39.31142857142857,8
216,2006-08-29,35.810447761194034,8
217,2006-09-22,23.843333333333334,9
218,2006-09-30,27.33823529411765,9
219,2006-10-08,30.053333333333338,10
220,2006-10-16,30.677777777777777,10
221,2006-10-24,26.285211267605632,10
222,2006-11-01,29.950000000000003,11
223,2006-11-09,26.06969696969697,11
224,2006-11-17,29.32802197802198,11
225,2006-11-25,25.752247191011236,11
226,2006-12-03,26.623846153846156,12
227,2006-12-11,24.29888888888889,12
228,2006-12-19,27.48433734939759,12
229,2006-12-27,16.848850574712642,12
230,2007-01-01,25.82429906542056,1
231,2007-01-09,19.391489361702128,1
232,2007-01-17,19.68983050847458,1
233,2007-01-25,26.131632653061224,1
234,2007-02-02,31.60164835164835,2
235,2007-02-10,28.736144578313255,2
236,2007-02-18,24.769718309859158,2
237,2007-02-26,26.193069306930695,2
238,2007-03-06,20.910526315789475,3
239,2007-03-22,29.5,3
240,2007-03-30,33.24181818181818,3
241,2007-04-07,19.888,4
242,2007-04-23,27.6,4
243,2007-05-09,16.400000000000002,5
244,2007-06-18,18.900000000000002,6
245,2007-07-04,25.51891891891892,7
246,2007-07-12,25.843478260869563,7
247,2007-07-20,23.675,7
248,2007-07-28,21.574117647058827,7
249,2007-08-05,30.811475409836067,8
250,2007-08-13,37.4,8
251,2007-08-21,24.225,8
252,2007-08-29,24.111111111111114,8
253,2007-09-06,27.220312500000002,9
254,2007-09-30,17.0,9
255,2007-10-08,23.574576271186444,10
256,2007-10-16,25.40192307692308,10
257,2007-10-24,31.339325842696628,10
258,2007-11-01,27.002197802197806,11
259,2007-11-09,30.483870967741936,11
260,2007-11-17,26.5793893129771,11
261,2007-11-25,29.65989010989011,11
262,2007-12-03,23.301333333333332,12
263,2007-12-11,21.706000000000003,12
264,2007-12-19,26.86385542168675,12
265,2007-12-27,11.621383647798744,12
266,2008-01-01,23.644252873563218,1
267,2008-01-09,23.162745098039217,1
268,2008-01-17,22.932183908045978,1
269,2008-01-25,26.328965517241382,1
270,2008-02-02,15.150980392156862,2
271,2008-02-10,18.84848484848485,2
272,2008-02-18,25.10566037735849,2
273,2008-02-26,24.77857142857143,2
274,2008-03-05,26.025000000000002,3
275,2008-03-13,16.55897435897436,3
276,2008-03-21,18.984615384615385,3
277,2008-04-06,23.139344262295083,4
278,2008-04-14,26.461538461538467,4
279,2008-04-22,19.6,4
280,2008-06-09,21.46666666666667,6
281,2008-07-27,26.5,7
282,2008-08-20,23.32872928176796,8
283,2008-08-28,21.735294117647058,8
284,2008-09-05,25.062962962962963,9
285,2008-09-29,30.78,9
286,2008-10-07,15.05,10
287,2008-10-15,26.826666666666668,10
288,2008-10-23,22.579670329670332,10
289,2008-10-31,26.200606060606063,10
290,2008-11-08,22.288524590163934,11
291,2008-11-24,17.13362831858407,11
292,2008-12-02,18.94,12
293,2008-12-10,23.987356321839084,12
294,2008-12-18,22.78988764044944,12
295,2008-12-26,14.094444444444447,12
296,2009-01-01,43.07727272727273,1
297,2009-01-09,30.749411764705883,1
298,2009-01-17,27.36593406593407,1
