"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.8,"SEL",10,4.11,1.2,-2.69,-5.6,0.33,0.44,0.17,0.14,19.8,10.33,2.8,-42,-75.4
"JAN",6.8,"WEL",13,4.8,1.1,-2,-5.3,0.37,0.52,0.17,0.14,19.8,14.2,6.5,-24.8,-59
"JAN",6.8,"NUT",20,7.3,1.7,0.5,1.7,0.54,0.5,0.2,0.12,19.8,20.1,3.2,1.3,-73.6
"JAN",6.8,"WLA",17,8.6,1.5,1.8,-5.3,0.62,0.51,0.19,0.19,19.8,26,5.6,27.5,-63
"JAN",6.8,"SLA",10,7.9,2.6,1.1,-4.2,0.58,0.48,0.24,0.23,19.8,22.1,4.5,10.2,-67.8
"FEB",5.5,"SEL",9,3.28,0.4,-2.22,-5.1,0.3,0.36,0.11,0.06,18.8,8.42,3.8,-48.2,-69.6
"FEB",5.5,"WEL",8,4.5,2.4,-1,-4.2,0.4,0.56,0.23,0.23,18.8,13.3,7.5,-25.5,-52.4
"FEB",5.5,"NUT",27,5.2,0.4,-0.3,0.4,0.47,0.5,0.11,0.13,18.8,19,3.6,0.9,-70.5
"FEB",5.5,"WLA",16,7.4,1.3,1.9,-4.2,0.68,0.55,0.16,0.12,18.8,23.8,7.1,23.2,-54.3
"FEB",5.5,"SLA",8,5.6,0.7,0.1,-4.8,0.51,0.4,0.12,0.1,18.8,25.3,13,30.2,-26.9
"MAR",7.5,"SEL",7,2.94,1.2,-4.56,-6.3,0.23,0.34,0.15,0.1,18.2,9.34,7,-42.3,-53.5
"MAR",7.5,"WEL",5,4.9,3,-2.6,-4.7,0.34,0.72,0.23,0.35,18.2,14.3,6.3,-18.6,-56.8
"MAR",7.5,"NUT",37,7.6,1.1,0.1,1.1,0.51,0.5,0.15,0.12,18.2,18.9,4.2,3.3,-66.8
"MAR",7.5,"WLA",16,10,2.8,2.5,-4.7,0.66,0.53,0.22,0.2,18.2,20.6,6.5,11.5,-55.9
"MAR",7.5,"SLA",3,8.6,1.2,1.1,-6.3,0.57,0.46,0.15,0.15,18.2,24.8,17.4,31.5,-3.8
"APR",5.8,"SEL",2,2.2,2.2,-3.6,-3.6,0.2,0.15,0.2,0.15,14.1,9.4,8.3,-27.9,-34.4
"APR",5.8,"WEL",11,3.9,2.1,-1.9,-2.8,0.33,0.59,0.19,0.13,14.1,12.7,4.1,-8.3,-59.4
"APR",5.8,"NUT",41,6.2,2.1,0.4,2.1,0.54,0.5,0.19,0.19,14.1,15.1,4.6,5.9,-56.4
"APR",5.8,"WLA",14,6.4,3,0.6,-2.8,0.56,0.49,0.25,0.19,14.1,13.4,5.2,-4.2,-52.8
"APR",5.8,"SLA",1,11.1,11.1,5.3,5.3,0.9,0.87,0.9,0.87,14.1,17.6,17.5,20.8,20.2
"MAY",4.9,"SEL",2,4.2,3.6,-0.7,-1.3,0.41,0.38,0.33,0.32,12.5,11.33,9.3,-7.7,-21
"MAY",4.9,"WEL",14,5.5,1.2,0.6,-4.2,0.58,0.51,0.1,0.14,12.5,12.7,4.5,1.3,-52.5
"MAY",4.9,"NUT",40,5.1,1,0.2,1,0.53,0.5,0.09,0.08,12.5,13.2,3.9,4.6,-56.4
"MAY",4.9,"WLA",12,4.2,0.7,-0.7,-4.2,0.41,0.46,0.08,0.1,12.5,11.5,4.3,-6.6,-53.8
"MAY",4.9,"SLA",1,5.1,5.1,0.2,0.2,0.53,0.59,0.53,0.59,12.5,9.5,8.6,-19.7,-25.6
"JUN",3.4,"SEL",3,3,2.5,-0.4,-0.9,0.4,0.46,0.28,0.34,12.1,12.19,8.3,0.6,-25.6
"JUN",3.4,"WEL",12,3.3,0.8,-0.1,-1.9,0.48,0.54,0.05,0.06,12.1,12.2,5.8,0.7,-42.4
"JUN",3.4,"NUT",40,3.8,1.5,0.4,1.5,0.6,0.51,0.11,0.09,12.1,12.4,4.2,2,-53.2
"JUN",3.4,"WLA",11,2.8,1.5,-0.6,-1.9,0.35,0.56,0.11,0.11,12.1,11.6,5.4,-3.4,-45.1
"JUN",3.4,"SLA",2,1.4,1.3,-2,-2.1,0.1,0.09,0.09,0.08,12.1,8.1,5.6,-27,-43.8
"JUL",4.2,"SEL",6,4.13,3.2,-0.07,-1,0.48,0.52,0.29,0.26,12.5,13.9,8.2,9.2,-28.2
"JUL",4.2,"WEL",8,3.9,2.5,-0.3,-2.1,0.43,0.45,0.17,0.12,12.5,12.9,6.9,2.6,-36.7
"JUL",4.2,"NUT",41,4.3,1.4,0.1,1.4,0.52,0.5,0.06,0.06,12.5,12.5,4.2,0,-54.4
"JUL",4.2,"WLA",9,4.5,2.1,0.3,-2.1,0.56,0.57,0.12,0.17,12.5,12,5.5,-3.3,-45.9
"JUL",4.2,"SLA",2,3,2.2,-1.2,-2,0.25,0.3,0.13,0.19,12.5,9.2,5,-21.6,-49.2
"AUG",4.5,"SEL",7,5.06,2.6,0.56,-1.9,0.6,0.51,0.21,0.16,14.2,16.77,7.3,15.2,-40.7
"AUG",4.5,"WEL",12,5,2.5,0.5,-2.7,0.59,0.5,0.2,0.15,14.2,14.3,6.7,0.6,-44.2
"AUG",4.5,"NUT",34,4.3,1.3,-0.2,1.3,0.47,0.49,0.09,0.12,14.2,14.9,3.4,4.1,-63.7
"AUG",4.5,"WLA",12,4.3,1.8,-0.2,-2.7,0.47,0.54,0.13,0.08,14.2,12.3,5.8,-11.2,-49.6
"AUG",4.5,"SLA",5,3.7,2.1,-0.8,-2.4,0.37,0.4,0.16,0.12,14.2,10.2,4.6,-23.6,-56.6
"SEP",3.8,"SEL",8,4.71,2.4,0.91,-1.4,0.71,0.59,0.22,0.22,17.8,19.45,6.5,8,-55
"SEP",3.8,"WEL",8,4,1.9,0.2,-2.2,0.56,0.47,0.14,0.16,17.8,15.6,5.8,-10.7,-58.4
"SEP",3.8,"NUT",36,3.9,1.5,0.1,1.5,0.53,0.49,0.1,0.06,17.8,18.9,3,5.4,-72
"SEP",3.8,"WLA",11,3.2,1.6,-0.6,-2.2,0.37,0.59,0.11,0.1,17.8,15.8,7.2,-9.7,-51.6
"SEP",3.8,"SLA",5,2.5,0.7,-1.3,-3.1,0.24,0.33,0.04,0.01,17.8,17.1,5,-3.4,-62.3
"OCT",5.9,"SEL",10,7,2.3,1.1,-3.6,0.63,0.6,0.14,0.16,21.4,21.12,6.3,-1.2,-62.5
"OCT",5.9,"WEL",10,5.3,2.3,-0.6,-3.5,0.43,0.42,0.14,0.16,21.4,19.8,6.4,-6.6,-62.1
"OCT",5.9,"NUT",30,6.7,0.6,0.8,0.6,0.6,0.5,0.06,0.04,21.4,22.1,2.6,2.9,-77.9
"OCT",5.9,"WLA",10,4.8,2.4,-1.1,-3.5,0.37,0.56,0.15,0.2,21.4,19.4,6,-8.3,-63.8
"OCT",5.9,"SLA",8,4,1.8,-1.9,-4.1,0.29,0.43,0.11,0.14,21.4,22.6,8.7,5,-52.6
"NOV",8.1,"SEL",14,7.74,1.8,-0.36,-6.3,0.47,0.56,0.11,0.12,22.3,18.23,5.2,-16.3,-68.3
"NOV",8.1,"WEL",12,6.3,1.6,-1.8,-4.9,0.36,0.43,0.1,0.11,22.3,19.3,5.2,-12,-68.3
"NOV",8.1,"NUT",22,8.3,0.9,0.2,0.9,0.51,0.5,0.08,0.05,22.3,22.7,3.7,1.6,-74.3
"NOV",8.1,"WLA",11,7.8,3.2,-0.3,-4.9,0.47,0.39,0.17,0.15,22.3,23.2,5.1,3.6,-68.7
"NOV",8.1,"SLA",11,10.6,2.5,2.5,-5.6,0.69,0.58,0.13,0.12,22.3,26.5,9.5,16.8,-51.1
