,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,73.5997046069986,2.897626165629866,2.897626165629866
1219,1219,2021.0,August,87.81633433505628,3.457335997443161,3.457335997443161
1220,1220,2021.0,September,52.66318868603226,2.0733538852768607,2.0733538852768607
1221,1221,2021.0,October,45.21571819598858,1.7801463856688418,1.7801463856688418
1222,1222,2021.0,November,39.36818460317758,1.5499285276841568,1.5499285276841568
1223,1223,2021.0,December,387.1584041076299,15.2424568546311,15.2424568546311
1224,1224,2022.0,January,19.46018898980857,0.7661491728271093,0.7661491728271093
1225,1225,2022.0,February,29.42017172638481,1.1582744774167248,1.1582744774167248
1226,1226,2022.0,March,20.448545884803902,0.8050608616064531,0.8050608616064531
1227,1227,2022.0,April,20.61277789053832,0.811526688603871,0.811526688603871
1228,1228,2022.0,May,59.33622470833141,2.3360718389106854,2.3360718389106854
1229,1229,2022.0,June,151.59929340971996,5.968476118492912,5.968476118492912
