"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-12","43","-0.49","-1.26","-21.15"
"1928-12","1935-01","33","-0.73","-1.55","-23.96"
"1935-05","1950-08","72","-0.38","-1.31","-27.47"
"1953-01","1955-02","25","-1.13","-1.78","-28.14"
"1957-10","1963-04","26","-0.44","-1.32","-11.44"
"1964-04","1972-12","28","-0.57","-1.88","-15.98"
"1973-02","1979-01","67","-0.5","-1.27","-33.77"
"1981-03","1982-02","11","-1.21","-1.74","-13.36"
"1983-03","1985-11","32","-0.56","-1.07","-17.88"
"1986-01","1996-02","31","-0.49","-1.15","-15.3"
"1996-05","2004-03","75","-1.38","-2.45","-103.31"
"2006-01","2014-04","99","-1.34","-2.75","-132.94"
"2014-05","2016-07","24","-0.4","-1.06","-9.68"
"2016-08","2018-04","13","-0.53","-1","-6.93"
"2019-03","2019-12","2","-0.16","-0.24","-0.31"
