"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",4.1,"SEL",10,2.62,0.4,-1.48,-3.7,0.34,0.41,0.14,0.2,11.3,7.51,1.5,-27,-69.8
"JAN",4.1,"WEL",13,4.2,0.2,0.1,-3.8,0.51,0.58,0.13,0.19,11.3,10.9,1.5,-2.8,-69.8
"JAN",4.1,"NUT",20,5,0.7,0.9,0.7,0.61,0.5,0.16,0.06,11.3,12.7,2.1,10,-65.5
"JAN",4.1,"WLA",17,3.5,0.3,-0.6,-3.8,0.43,0.44,0.14,0.15,11.3,11.4,2.5,0.7,-62.7
"JAN",4.1,"SLA",10,4.9,1.2,0.8,-2.9,0.59,0.59,0.2,0.22,11.3,9.3,2.2,-14.2,-64.8
"FEB",3.2,"SEL",9,1.93,0.4,-1.27,-2.8,0.3,0.41,0.11,0.19,10.4,7.19,3.4,-24.4,-53.2
"FEB",3.2,"WEL",8,2.6,0.5,-0.6,-2,0.4,0.53,0.12,0.2,10.4,9.5,1.6,-6.9,-66.9
"FEB",3.2,"NUT",27,3.3,0.4,0.1,0.4,0.53,0.49,0.11,0.07,10.4,10.8,1.5,3,-67.7
"FEB",3.2,"WLA",16,4.1,1.2,0.9,-2,0.66,0.6,0.2,0.18,10.4,11.7,2.4,9.9,-60.9
"FEB",3.2,"SLA",8,2.1,0.1,-1.1,-3.1,0.32,0.29,0.09,0.09,10.4,13,9.6,19.8,-6.1
"MAR",4,"SEL",7,2.96,0.7,-1.04,-3.3,0.36,0.44,0.12,0.17,9.4,6.86,4,-20.9,-44.4
"MAR",4,"WEL",5,4.1,0.8,0.1,-3,0.52,0.6,0.13,0.18,9.4,9.3,1.5,-0.8,-65
"MAR",4,"NUT",37,4.4,1,0.4,1,0.56,0.5,0.14,0.14,9.4,9.8,1.4,3.3,-65.9
"MAR",4,"WLA",16,3.8,1,-0.2,-3,0.47,0.55,0.14,0.08,9.4,9.4,1.5,0,-65
"MAR",4,"SLA",3,2.3,0.9,-1.7,-3.1,0.27,0.24,0.13,0.07,9.4,12.5,11.1,25.5,14
"APR",3.2,"SEL",2,2.3,2.3,-0.9,-0.9,0.39,0.39,0.39,0.39,7.1,7.47,4.3,3.8,-28.4
"APR",3.2,"WEL",11,2.8,0.3,-0.4,-3,0.45,0.52,0.19,0.06,7.1,7.2,1.1,1,-60.9
"APR",3.2,"NUT",41,3.1,0.1,-0.1,0.1,0.48,0.5,0.17,0.17,7.1,7.2,0.5,1,-67
"APR",3.2,"WLA",14,3.8,0.2,0.6,-3,0.57,0.49,0.18,0.2,7.1,6.5,0.9,-6.1,-63
"APR",3.2,"SLA",1,8.6,8.6,5.4,5.4,0.95,0.86,0.95,0.86,7.1,11.2,11,41.6,39.6
"MAY",2.2,"SEL",2,1.6,1,-0.6,-1.2,0.35,0.28,0.21,0.14,5.8,7.59,2.6,20.9,-37.4
"MAY",2.2,"WEL",14,2.4,0.4,0.2,-1.9,0.56,0.54,0.12,0.05,5.8,6.3,1.1,5.8,-55
"MAY",2.2,"NUT",40,2.3,0.3,0.1,0.3,0.53,0.49,0.1,0.12,5.8,6.2,0.9,4.7,-57.3
"MAY",2.2,"WLA",12,1.8,0.3,-0.4,-1.9,0.4,0.53,0.1,0.07,5.8,4.4,1.3,-16.4,-52.7
"MAY",2.2,"SLA",1,1.6,1.6,-0.6,-0.6,0.35,0.45,0.35,0.45,5.8,3.5,2.8,-26.9,-35.1
"JUN",1.7,"SEL",3,3.57,1,1.87,-0.7,0.94,0.83,0.26,0.19,5.4,8.32,2,35.9,-41.7
"JUN",1.7,"WEL",12,2,0.4,0.3,-1.3,0.59,0.44,0.13,0.1,5.4,6.4,1.5,12.3,-47.9
"JUN",1.7,"NUT",40,1.8,0.1,0.1,0.1,0.52,0.48,0.08,0.06,5.4,5.5,0.9,1.3,-55.2
"JUN",1.7,"WLA",11,0.9,0.4,-0.8,-1.3,0.24,0.52,0.13,0.09,5.4,4.5,1,-11,-54
"JUN",1.7,"SLA",2,1,0.8,-0.7,-0.9,0.26,0.64,0.21,0.41,5.4,2.7,1.4,-33.1,-49.1
"JUL",1.9,"SEL",6,2.42,0.6,0.52,-1.3,0.65,0.6,0.15,0.16,5,6.4,1.6,18,-43.9
"JUL",1.9,"WEL",8,1.9,0.3,0,-1.3,0.49,0.46,0.1,0.11,5,5.2,1.3,2.5,-47.8
"JUL",1.9,"NUT",41,2.1,0.5,0.2,0.5,0.55,0.51,0.13,0.11,5,5.1,1.1,1.3,-50.3
"JUL",1.9,"WLA",9,1.7,0.6,-0.2,-1.3,0.43,0.6,0.15,0.22,5,4.7,1,-3.9,-51.7
