"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JUL",1.9,"SLA",2,0.9,0.4,-1,-1.5,0.21,0.31,0.12,0.16,5,2.7,1.2,-29.7,-49.1
"AUG",1.8,"SEL",7,2.33,0.4,0.53,-1.4,0.63,0.47,0.16,0.13,4.9,6.1,2.1,15.7,-36.6
"AUG",1.8,"WEL",12,2.5,0.8,0.7,-1.8,0.68,0.51,0.23,0.19,4.9,5.2,1.6,3.9,-43.1
"AUG",1.8,"NUT",34,1.6,0.3,-0.2,0.3,0.43,0.49,0.14,0.13,4.9,4.8,0.8,-1.3,-53.6
"AUG",1.8,"WLA",12,1.9,0,0.1,-1.8,0.52,0.62,0.1,0.09,4.9,5.1,0.8,2.6,-53.6
"AUG",1.8,"SLA",5,0.8,0.2,-1,-1.6,0.23,0.26,0.12,0.12,4.9,3.1,1.4,-23.5,-45.8
"SEP",1.3,"SEL",8,1.65,0.6,0.35,-0.7,0.67,0.68,0.21,0.24,5.9,6.73,2,9.6,-45.1
"SEP",1.3,"WEL",8,0.8,0.2,-0.5,-0.9,0.29,0.32,0.1,0.13,5.9,4.9,1.4,-11.6,-52
"SEP",1.3,"NUT",36,1.4,0.3,0.1,0.3,0.56,0.52,0.12,0.13,5.9,6.5,1.1,7,-55.5
"SEP",1.3,"WLA",11,1.1,0.4,-0.2,-0.9,0.42,0.51,0.15,0.09,5.9,6.1,1,2.3,-56.7
"SEP",1.3,"SLA",5,1,0.6,-0.3,-0.7,0.37,0.43,0.21,0.17,5.9,4.5,1.3,-16.2,-53.2
"OCT",1.8,"SEL",10,2.12,1.1,0.32,-0.7,0.59,0.56,0.32,0.27,8.5,7.96,2.2,-4.8,-56
"OCT",1.8,"WEL",10,1.9,0.6,0.1,-1.4,0.53,0.5,0.21,0.16,8.5,7.4,2.2,-9.8,-56
"OCT",1.8,"NUT",30,1.8,0.2,0,0.2,0.5,0.5,0.14,0.15,8.5,9.1,1.7,5.3,-60.5
"OCT",1.8,"WLA",10,2.1,0.4,0.3,-1.4,0.58,0.61,0.17,0.22,8.5,10.8,1.5,20.4,-62.2
"OCT",1.8,"SLA",8,1.3,0.6,-0.5,-1.2,0.37,0.42,0.21,0.26,8.5,7.6,1.6,-8,-61.3
"NOV",2.8,"SEL",14,2.96,0.3,0.16,-2.5,0.52,0.57,0.13,0.11,10.8,8.46,1.5,-17.3,-68.7
"NOV",2.8,"WEL",12,2.2,0.6,-0.6,-2.6,0.39,0.41,0.16,0.14,10.8,9.7,1.8,-8.1,-66.4
"NOV",2.8,"NUT",22,3.3,0.6,0.5,0.6,0.58,0.5,0.16,0.15,10.8,12.3,2.2,11.1,-63.5
"NOV",2.8,"WLA",11,2.9,0.2,0.1,-2.6,0.51,0.57,0.12,0.13,10.8,12.2,1.4,10.3,-69.4
"NOV",2.8,"SLA",11,2.2,0.1,-0.6,-2.7,0.39,0.44,0.11,0.12,10.8,11.2,2.2,3,-63.5
"DEC",3.9,"SEL",13,2.88,0.8,-1.02,-3.1,0.36,0.43,0.12,0.14,11.2,7.43,1.6,-27,-68.8
"DEC",3.9,"WEL",11,3.3,1,-0.6,-3,0.42,0.5,0.14,0.16,11.2,10.1,1.7,-7.9,-68.1
"DEC",3.9,"NUT",22,4,0.9,0.1,0.9,0.52,0.5,0.13,0.11,11.2,12.3,2,7.9,-66
"DEC",3.9,"WLA",11,5.8,0.9,1.9,-3,0.77,0.63,0.13,0.14,11.2,13.4,2.4,15.8,-63.1
"DEC",3.9,"SLA",9,4.1,0.9,0.2,-3,0.54,0.44,0.13,0.14,11.2,11.1,2.2,-0.7,-64.5
