,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,25.10469692093985,0.9883738945251912,0.9883738945251912
1219,1219,2021.0,August,38.7693439600419,1.5263521244110985,1.5263521244110985
1220,1220,2021.0,September,22.653176487708578,0.8918573420357708,0.8918573420357708
1221,1221,2021.0,October,16.37671435122587,0.6447525335128296,0.6447525335128296
1222,1222,2021.0,November,23.660147657199783,0.931501876267708,0.931501876267708
1223,1223,2021.0,December,399.9555154917192,15.74628013746926,15.74628013746926
1224,1224,2022.0,January,12.746744622989576,0.5018403394877786,0.5018403394877786
1225,1225,2022.0,February,26.108599730900355,1.0278976272008014,1.0278976272008014
1226,1226,2022.0,March,23.62212071126821,0.9300047524121344,0.9300047524121344
1227,1227,2022.0,April,20.999681920421366,0.8267591307252506,0.8267591307252506
1228,1228,2022.0,May,41.58095241079525,1.63704537050375,1.63704537050375
1229,1229,2022.0,June,61.79705434915971,2.4329548956362093,2.4329548956362093
