,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,2.648186267732264,0.104259301879223,0.104259301879223
1219,1219,2021.0,August,4.544797763719664,0.1789290458157348,0.1789290458157348
1220,1220,2021.0,September,4.588231606797858,0.1806390396377109,0.1806390396377109
1221,1221,2021.0,October,2.9398675770549985,0.1157428179942912,0.1157428179942912
1222,1222,2021.0,November,5.939386194878882,0.2338341021605859,0.2338341021605859
1223,1223,2021.0,December,145.01464676070998,5.709238061445275,5.709238061445275
1224,1224,2022.0,January,5.41926742386032,0.2133569851913511,0.2133569851913511
1225,1225,2022.0,February,7.516029895006955,0.2959066887798014,0.2959066887798014
1226,1226,2022.0,March,3.1542228132813843,0.1241820005228891,0.1241820005228891
1227,1227,2022.0,April,2.271932660223364,0.0894461677253292,0.0894461677253292
1228,1228,2022.0,May,11.058039772641528,0.4353558965606901,0.4353558965606901
1229,1229,2022.0,June,5.544786039944533,0.2182986629899422,0.2182986629899422
