"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",9.7,"SEL",10,7.81,1.1,-1.89,-8.6,0.4,0.51,0.13,0.15,31.3,19.07,4.2,-35.9,-79.6
"JAN",9.7,"WEL",13,7.4,0.5,-2.3,-9.1,0.38,0.48,0.11,0.13,31.3,29.1,6.8,-6.5,-72
"JAN",9.7,"NUT",20,12.5,2,2.8,2,0.64,0.5,0.15,0.15,31.3,35.1,5.1,11.2,-77
"JAN",9.7,"WLA",17,7.7,0.6,-2,-9.1,0.39,0.37,0.11,0.05,31.3,33.8,9.4,7.4,-64.3
"JAN",9.7,"SLA",10,12.7,4.4,3,-5.3,0.65,0.71,0.24,0.17,31.3,26.3,6.6,-14.7,-72.5
"FEB",9.6,"SEL",9,6.8,1.2,-2.8,-8.4,0.34,0.43,0.11,0.15,32.3,15.96,4.6,-46.6,-79
"FEB",9.6,"WEL",8,9.2,3.3,-0.4,-5.2,0.48,0.57,0.18,0.24,32.3,32,8.3,-0.9,-68.5
"FEB",9.6,"NUT",27,9.8,1.1,0.2,1.1,0.51,0.5,0.11,0.1,32.3,32.9,3.3,1.7,-82.7
"FEB",9.6,"WLA",16,12,4.4,2.4,-5.2,0.64,0.58,0.22,0.19,32.3,38.7,11.2,18.3,-60.2
"FEB",9.6,"SLA",8,7.1,0.2,-2.5,-9.4,0.36,0.31,0.09,0.07,32.3,36.7,25.3,12.6,-20
"MAR",12,"SEL",7,4.46,1.9,-7.54,-10.1,0.21,0.3,0.14,0.18,28.9,15.66,9.2,-41.8,-62.2
"MAR",12,"WEL",5,12.5,3,0.5,-7.6,0.52,0.77,0.16,0.22,28.9,29.7,7.1,2.5,-68.9
"MAR",12,"NUT",37,12.8,2,0.8,2,0.53,0.5,0.14,0.15,28.9,29.4,3.3,1.6,-80.9
"MAR",12,"WLA",16,14.1,4.4,2.1,-7.6,0.59,0.55,0.2,0.15,28.9,32.5,7.3,11.4,-68.3
"MAR",12,"SLA",3,6.5,2,-5.5,-10,0.27,0.22,0.14,0.09,28.9,37.6,33.1,27.5,13.3
"APR",10.7,"SEL",2,4.7,1.5,-6,-9.2,0.22,0.21,0.12,0.09,21.1,21.1,12,0,-38.2
