"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-09","29","-0.72","-1.7","-20.94"
"1931-04","1934-12","32","-0.93","-2.21","-29.8"
"1935-08","1936-12","16","-0.74","-1.52","-11.81"
"1940-01","1946-03","45","-0.66","-1.4","-29.84"
"1949-07","1950-08","13","-0.6","-1.6","-7.84"
"1951-11","1954-12","37","-0.84","-2.12","-31.04"
"1957-05","1963-10","35","-0.63","-2.29","-22.16"
"1964-05","1979-01","102","-0.74","-1.71","-75.77"
"1980-02","1982-01","11","-0.89","-1.53","-9.74"
"1983-04","1985-07","27","-1.01","-2.03","-27.21"
"1986-03","1993-07","16","-0.76","-1.62","-12.21"
"1994-10","1996-12","26","-0.89","-1.77","-23.18"
"1998-03","1999-03","12","-0.72","-1.2","-8.65"
"1999-04","2002-03","35","-1.01","-1.86","-35.23"
"2002-11","2004-05","18","-1.41","-2","-25.3"
"2005-05","2014-04","100","-1.1","-2.34","-109.91"
"2015-03","2019-12","11","-0.26","-0.65","-2.86"
