"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.3,"SEL",10,2.64,0.3,-3.66,-6,0.28,0.43,0.17,0.23,18.2,7.92,1.3,-49.1,-80.7
"JAN",6.3,"WEL",13,3.9,0.9,-2.4,-5.9,0.35,0.55,0.2,0.28,18.2,13.9,3.4,-20.5,-70.7
"JAN",6.3,"NUT",20,8.5,0.5,2.2,0.5,0.64,0.5,0.18,0.15,18.2,19.6,2.3,6.7,-75.9
"JAN",6.3,"WLA",17,6.6,0.4,0.3,-5.9,0.52,0.46,0.18,0.13,18.2,22.8,3.4,22,-70.7
"JAN",6.3,"SLA",10,8.1,0.4,1.8,-5.9,0.61,0.56,0.18,0.13,18.2,20.2,1.9,9.5,-77.8
"FEB",5.8,"SEL",9,1.74,0.3,-4.06,-5.5,0.27,0.28,0.2,0.16,16.2,7.18,1.8,-47.6,-76
"FEB",5.8,"WEL",8,5.7,1.3,-0.1,-4.7,0.49,0.7,0.25,0.24,16.2,12.6,3.1,-19,-69.1
"FEB",5.8,"NUT",27,5,0.9,-0.8,0.9,0.45,0.5,0.23,0.3,16.2,15.6,2.1,-3.2,-74.4
"FEB",5.8,"WLA",16,8.4,1.1,2.6,-4.7,0.65,0.52,0.24,0.13,16.2,21.4,3.1,27.4,-69.1
"FEB",5.8,"SLA",8,6.6,0.9,0.8,-4.9,0.55,0.4,0.23,0.12,16.2,18.4,7.8,11.6,-44.3
"MAR",6.1,"SEL",7,3.54,0.7,-2.56,-5.4,0.33,0.47,0.18,0.25,13.6,7.89,3.7,-34.9,-60.6
"MAR",6.1,"WEL",5,4.3,1.2,-1.8,-4.2,0.38,0.54,0.2,0.28,13.6,10.7,3.2,-17.7,-63.6
"MAR",6.1,"NUT",37,6.1,0.9,0,0.9,0.5,0.5,0.19,0.2,13.6,14.3,1.5,4.3,-74
"MAR",6.1,"WLA",16,7.8,1.9,1.7,-4.2,0.62,0.54,0.24,0.18,13.6,15.3,2.2,10.4,-69.7
"MAR",6.1,"SLA",3,5.5,0.6,-0.6,-5.5,0.46,0.38,0.18,0.13,13.6,13.4,8.5,-1.2,-31.2
"APR",4.3,"SEL",2,1.9,0.8,-2.4,-3.5,0.27,0.37,0.18,0.17,9.2,7.38,5.6,-15.2,-30.1
"APR",4.3,"WEL",11,2.6,0.6,-1.7,-4.2,0.33,0.52,0.17,0.15,9.2,9.2,2.9,0,-52.7
"APR",4.3,"NUT",41,4.5,0.3,0.2,0.3,0.53,0.5,0.15,0.17,9.2,9.5,0.7,2.5,-71.1
"APR",4.3,"WLA",14,5.2,0.1,0.9,-4.2,0.6,0.51,0.14,0.06,9.2,8.9,0.5,-2.5,-72.8
