"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",1.9,"SEL",10,1.02,0.2,-0.88,-1.7,0.3,0.37,0.16,0.23,5,2.42,0.4,-33.3,-59.4
"JAN",1.9,"WEL",13,2.3,0.2,0.4,-1.6,0.58,0.61,0.16,0.23,5,5.6,0.9,7.7,-52.9
"JAN",1.9,"NUT",20,2.3,0.2,0.4,0.2,0.58,0.51,0.16,0.07,5,5.6,0.6,7.7,-56.8
"JAN",1.9,"WLA",17,1.8,0.3,-0.1,-1.6,0.47,0.47,0.18,0.18,5,5.5,1.1,6.4,-50.3
"JAN",1.9,"SLA",10,2.2,0.4,0.3,-1.5,0.56,0.56,0.19,0.19,5,4.3,0.6,-9,-56.8
"FEB",1.5,"SEL",9,0.47,0.1,-1.03,-1.4,0.19,0.26,0.11,0.14,4.1,2.15,0.9,-28.5,-46.7
"FEB",1.5,"WEL",8,1.4,0.3,-0.1,-1,0.47,0.7,0.15,0.2,4.1,4.1,0.9,0,-46.7
"FEB",1.5,"NUT",27,1.6,0.2,0.1,0.2,0.54,0.51,0.13,0.13,4.1,4.3,0.6,2.9,-51.1
"FEB",1.5,"WLA",16,2.1,0.5,0.6,-1,0.7,0.61,0.19,0.15,4.1,4.8,1.2,10.2,-42.4
"FEB",1.5,"SLA",8,1.1,0,-0.4,-1.5,0.37,0.29,0.1,0.07,4.1,5.1,3.2,14.6,-13.2
"MAR",1.6,"SEL",7,0.93,0.1,-0.67,-1.5,0.3,0.38,0.11,0.17,3.6,2.18,1.1,-22.4,-39.4
"MAR",1.6,"WEL",5,1.9,0.4,0.3,-1.3,0.62,0.68,0.17,0.23,3.6,3.9,0.8,4.7,-44.1
"MAR",1.6,"NUT",37,1.7,0.2,0.1,0.2,0.55,0.51,0.13,0.13,3.6,3.8,0.7,3.2,-45.7
"MAR",1.6,"WLA",16,1.6,0.3,0,-1.3,0.52,0.55,0.15,0.11,3.6,3.4,0.9,-3.2,-42.5
"MAR",1.6,"SLA",3,1,0.2,-0.6,-1.4,0.32,0.31,0.13,0.09,3.6,4.9,4.1,20.5,7.9
"APR",1,"SEL",2,0.75,0.7,-0.25,-0.3,0.39,0.5,0.37,0.46,2.6,2.42,1.6,-3.4,-18.7
"APR",1,"WEL",11,0.8,0.2,-0.2,-0.6,0.41,0.54,0.17,0.14,2.6,2.7,0.6,1.8,-37.4
"APR",1,"NUT",41,1,0.2,0,0.2,0.51,0.5,0.17,0.18,2.6,2.7,0.6,1.8,-37.4
"APR",1,"WLA",14,1.1,0.4,0.1,-0.6,0.55,0.48,0.24,0.21,2.6,2.2,0.7,-7.5,-35.5
"APR",1,"SLA",1,3,3,2,2,0.99,0.98,0.99,0.98,2.6,4.1,4,28,26.2
"MAY",1,"SEL",2,0.5,0.3,-0.5,-0.7,0.25,0.2,0.17,0.13,2.2,2.5,1,6,-24.3
"MAY",1,"WEL",14,1.2,0.2,0.2,-0.8,0.61,0.56,0.14,0.1,2.2,2.4,0.6,4.1,-32.3
"MAY",1,"NUT",40,1.1,0.3,0.1,0.3,0.55,0.5,0.17,0.17,2.2,2.3,0.5,2.1,-34.4
"MAY",1,"WLA",12,0.7,0.2,-0.3,-0.8,0.34,0.49,0.14,0.11,2.2,1.6,0.4,-12.1,-36.4
"MAY",1,"SLA",1,0.9,0.9,-0.1,-0.1,0.45,0.68,0.45,0.68,2.2,1.3,1.1,-18.2,-22.2
"JUN",0.6,"SEL",3,1.17,0.6,0.57,0,0.91,0.79,0.49,0.37,1.9,3.16,0.9,27.1,-21.5
"JUN",0.6,"WEL",12,0.7,0.2,0.1,-0.5,0.59,0.44,0.17,0.12,1.9,2.1,0.7,4.3,-25.8
"JUN",0.6,"NUT",40,0.6,0.1,0,0.1,0.49,0.46,0.11,0.09,1.9,1.9,0.3,0,-34.5
"JUN",0.6,"WLA",11,0.4,0.1,-0.2,-0.5,0.31,0.59,0.11,0.2,1.9,1.6,0.3,-6.4,-34.5
"JUN",0.6,"SLA",2,0.2,0.1,-0.4,-0.5,0.17,0.31,0.11,0.2,1.9,0.7,0.3,-25.8,-34.5
"JUL",0.6,"SEL",6,0.83,0.1,0.23,-0.5,0.74,0.64,0.08,0.11,1.8,2.65,0.5,18.7,-28.6
"JUL",0.6,"WEL",8,0.5,0.2,-0.1,-0.5,0.39,0.36,0.14,0.15,1.8,1.7,0.6,-2.2,-26.3
"JUL",0.6,"NUT",41,0.6,0.1,0,0.1,0.5,0.45,0.08,0.06,1.8,1.9,0.3,2.3,-33
"JUL",0.6,"WLA",9,0.5,0.1,-0.1,-0.5,0.39,0.66,0.08,0.1,1.8,1.6,0.4,-4.3,-30.7
"JUL",0.6,"SLA",2,0.2,0.1,-0.4,-0.5,0.14,0.2,0.08,0.1,1.8,1.1,0.4,-15.3,-30.7
"AUG",0.7,"SEL",7,1.16,0.2,0.46,-0.5,0.74,0.6,0.2,0.15,2,2.71,0.6,15,-29.4
"AUG",0.7,"WEL",12,0.9,0.3,0.2,-0.6,0.6,0.46,0.24,0.18,2,2.2,0.7,4.2,-27.4
"AUG",0.7,"NUT",34,0.7,0.1,0,0.1,0.47,0.51,0.16,0.18,2,2.1,0.3,2.2,-35.8
"AUG",0.7,"WLA",12,0.7,0.1,0,-0.6,0.47,0.6,0.16,0.13,2,1.7,0.5,-6.3,-31.6
"AUG",0.7,"SLA",5,0.3,0.1,-0.4,-0.6,0.24,0.25,0.16,0.13,2,1.5,0.5,-10.5,-31.6
"SEP",0.5,"SEL",8,0.66,0.2,0.16,-0.3,0.64,0.7,0.2,0.2,2.7,2.81,0.6,2,-38.5
"SEP",0.5,"WEL",8,0.3,0.1,-0.2,-0.3,0.28,0.3,0.14,0.13,2.7,2.4,0.6,-5.5,-38.5
"SEP",0.5,"NUT",36,0.6,0.1,0.1,0.1,0.58,0.52,0.14,0.15,2.7,3,0.3,5.5,-44.1
"SEP",0.5,"WLA",11,0.4,0.2,-0.1,-0.3,0.38,0.45,0.2,0.19,2.7,2.7,0.6,0,-38.5
"SEP",0.5,"SLA",5,0.6,0.2,0.1,-0.3,0.58,0.73,0.2,0.19,2.7,2.4,0.5,-5.5,-40.4
"OCT",0.8,"SEL",10,0.89,0.2,0.09,-0.6,0.57,0.49,0.17,0.14,4,3.5,0.7,-7.5,-48.9
"OCT",0.8,"WEL",10,1,0.3,0.2,-0.6,0.64,0.56,0.21,0.18,4,3.6,0.8,-5.9,-47.5
"OCT",0.8,"NUT",30,0.8,0.1,0,0.1,0.51,0.5,0.13,0.13,4,4.3,0.7,4.4,-48.9
"OCT",0.8,"WLA",10,0.6,0.2,-0.2,-0.6,0.38,0.49,0.17,0.2,4,4.8,0.5,11.8,-51.9
"OCT",0.8,"SLA",8,0.6,0.2,-0.2,-0.6,0.38,0.49,0.17,0.2,4,4,0.7,0,-48.9
"NOV",1.4,"SEL",14,1.26,0.2,-0.14,-1.2,0.45,0.54,0.14,0.14,5.1,3.63,0.7,-18.7,-56.1
"NOV",1.4,"WEL",12,1.1,0.2,-0.3,-1.2,0.4,0.47,0.14,0.14,5.1,4.9,0.7,-2.6,-56.1
"NOV",1.4,"NUT",22,1.6,0.1,0.2,0.1,0.58,0.51,0.12,0.16,5.1,5.8,0.8,8.9,-54.8
"NOV",1.4,"WLA",11,1.7,0.2,0.3,-1.2,0.61,0.62,0.14,0.08,5.1,6,0.6,11.5,-57.3
"NOV",1.4,"SLA",11,1.2,0.1,-0.2,-1.3,0.43,0.39,0.12,0.06,5.1,5.6,0.9,6.4,-53.5
"DEC",1.8,"SEL",13,1.35,0.3,-0.45,-1.5,0.36,0.45,0.12,0.16,5.2,2.84,0.6,-29.7,-57.8
"DEC",1.8,"WEL",11,1.5,0.3,-0.3,-1.7,0.4,0.5,0.12,0.16,5.2,5.2,0.8,0,-55.4
"DEC",1.8,"NUT",22,1.9,0.5,0.1,0.5,0.53,0.49,0.15,0.09,5.2,5.8,0.9,7.6,-54.1
"DEC",1.8,"WLA",11,2.5,0.1,0.7,-1.7,0.7,0.6,0.09,0.09,5.2,6.4,0.9,15.1,-54.1
"DEC",1.8,"SLA",9,2.2,0.4,0.4,-1.4,0.62,0.52,0.13,0.13,5.2,5.5,0.8,3.8,-55.4
