"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.4,"SEL",10,4.07,1.6,-2.33,-4.8,0.28,0.43,0.12,0.18,20,12.24,3.6,-34.1,-72.1
"JAN",6.4,"WEL",13,5,1.8,-1.4,-5.4,0.36,0.54,0.13,0.19,20,16.5,6.3,-15.4,-60.2
"JAN",6.4,"NUT",20,7.8,1.5,1.4,1.5,0.63,0.5,0.11,0.07,20,21.5,4.2,6.6,-69.5
"JAN",6.4,"WLA",17,6.7,1,0.3,-5.4,0.52,0.45,0.09,0.07,20,23.6,7.2,15.8,-56.3
"JAN",6.4,"SLA",10,8,4.2,1.6,-2.2,0.65,0.58,0.29,0.23,20,18.1,5.9,-8.4,-62
"FEB",6.2,"SEL",9,3.74,0.9,-2.46,-5.3,0.28,0.33,0.1,0.1,18.9,10.77,3.4,-37.6,-71.6
"FEB",6.2,"WEL",8,6.1,2.7,-0.1,-3.6,0.49,0.61,0.2,0.23,18.9,15.4,7.1,-16.2,-54.5
"FEB",6.2,"NUT",27,6.1,1.4,-0.1,1.4,0.49,0.5,0.12,0.11,18.9,19.3,4.1,1.8,-68.4
"FEB",6.2,"WLA",16,7.6,2.6,1.4,-3.6,0.64,0.55,0.19,0.18,18.9,22.6,7.7,17.1,-51.7
"FEB",6.2,"SLA",8,4.8,0.6,-1.4,-5.6,0.37,0.33,0.09,0.09,18.9,22.9,14.5,18.5,-20.3
"MAR",7.4,"SEL",7,4.43,1.1,-2.97,-6.3,0.3,0.46,0.13,0.16,17.7,12.08,7.3,-27.5,-50.9
"MAR",7.4,"WEL",5,5.4,1.8,-2,-3.8,0.36,0.56,0.16,0.21,17.7,14.9,6.3,-13.7,-55.8
"MAR",7.4,"NUT",37,7.6,1.3,0.2,1.3,0.52,0.5,0.14,0.12,17.7,18.5,4.3,3.9,-65.5
"MAR",7.4,"WLA",16,9.3,3.6,1.9,-3.8,0.64,0.56,0.25,0.23,17.7,19.2,6.1,7.3,-56.7
"MAR",7.4,"SLA",3,5.3,1.1,-2.1,-6.3,0.35,0.31,0.13,0.13,17.7,23.5,19.3,28.3,7.8
"APR",5.3,"SEL",2,2.6,1.4,-2.7,-3.9,0.23,0.23,0.15,0.06,13.4,12.22,9.9,-7.3,-21.7
"APR",5.3,"WEL",11,3.9,2.6,-1.4,-3.8,0.35,0.56,0.23,0.23,13.4,12.6,5.9,-4.9,-46.5
"APR",5.3,"NUT",41,5.6,1.4,0.3,1.4,0.53,0.5,0.15,0.15,13.4,14.3,4.2,5.6,-57
"APR",5.3,"WLA",14,5.7,1.5,0.4,-3.8,0.54,0.46,0.15,0.13,13.4,12.1,3.7,-8,-60.1
"APR",5.3,"SLA",1,12.8,12.8,7.5,7.5,0.98,0.95,0.98,0.95,13.4,19.6,19.5,38.4,37.8
"MAY",5,"SEL",2,5.05,4.8,0.05,-0.2,0.51,0.45,0.48,0.43,12.2,13.75,10.7,10.4,-10
"MAY",5,"WEL",14,5.6,1.9,0.6,-4,0.58,0.5,0.16,0.19,12.2,12.3,5.3,0.7,-46.2
"MAY",5,"NUT",40,5.3,1.6,0.3,1.6,0.54,0.5,0.13,0.15,12.2,13,4.3,5.3,-52.8
"MAY",5,"WLA",12,4.2,1,-0.8,-4,0.4,0.44,0.1,0.09,12.2,10.5,3.5,-11.4,-58.2
"MAY",5,"SLA",1,5.4,5.4,0.4,0.4,0.55,0.62,0.55,0.62,12.2,10.3,9.7,-12.7,-16.7
"JUN",3.1,"SEL",3,4.57,3.7,1.47,0.6,0.81,0.79,0.64,0.6,11.3,13.03,7.8,12.3,-24.9
"JUN",3.1,"WEL",12,3.1,1.4,0,-1.9,0.49,0.45,0.15,0.12,11.3,11.7,5.3,2.9,-42.7
"JUN",3.1,"NUT",40,3.4,1.2,0.3,1.2,0.57,0.49,0.12,0.1,11.3,11.3,4.2,0,-50.5
"JUN",3.1,"WLA",11,2.2,1.2,-0.9,-1.9,0.29,0.55,0.12,0.16,11.3,11.2,4.5,-0.7,-48.4
"JUN",3.1,"SLA",2,1.4,1.3,-1.7,-1.8,0.15,0.22,0.13,0.19,11.3,7.9,6.2,-24.2,-36.3
"JUL",4.1,"SEL",6,4.13,2.2,0.03,-1.9,0.5,0.55,0.21,0.15,12.3,13.02,5.8,4.8,-43.2
"JUL",4.1,"WEL",8,3.6,2,-0.5,-2.8,0.42,0.42,0.19,0.13,12.3,12.5,5.7,1.3,-43.9
"JUL",4.1,"NUT",41,4.3,1.5,0.2,1.5,0.53,0.5,0.14,0.16,12.3,12.4,4,0.7,-55.2
