"Variable","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC","ANN"
"RF [in]",15.4,12.6,21,18.6,11.2,7.7,12.6,11.1,8.3,9.8,17,13.8,159
"Min TA [°F]",58.6,58.5,58.7,59.7,61.5,63.2,63.8,64.2,64.2,63.6,62.1,60,61.4
"Mean TA [°F]",65.4,65.2,65.2,65.8,68.1,70,70.1,70.7,71.2,70.6,68.1,66,68
"Max TA [°F]",74,73.5,73,72.8,75.4,77.6,77.3,78.1,79.6,78.4,75.6,73.4,75.7
"RH [%]",81,81,82,83,83,83,82,81,81,81,81,81,82
"CF [%]",47,57,61,63,51,46,45,47,43,50,52,53,51
"ET [in]",3,3,3,3,4,4,4,4,4,3,3,3,39
"SM [%]",72,72,75,78,73,64,66,68,65,64,71,73,70
"S [W m/2]",175,189,207,231,258,268,269,253,245,209,175,156,220
