"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1921-11","11","-0.58","-1.77","-6.35"
"1924-08","1929-02","50","-0.76","-2.28","-37.79"
"1929-10","1934-12","32","-0.82","-2.03","-26.32"
"1935-09","1941-05","26","-0.72","-1.85","-18.6"
"1943-03","1947-10","55","-0.85","-1.65","-46.67"
"1947-11","1950-07","17","-0.6","-1.46","-10.18"
"1950-11","1954-12","39","-0.89","-2.05","-34.53"
"1955-12","1964-03","62","-0.89","-3.09","-55.06"
"1964-04","1976-11","105","-0.61","-1.86","-64.52"
"1977-01","1982-03","31","-0.82","-2.34","-25.55"
"1983-07","1985-09","26","-0.67","-1.73","-17.46"
"1986-02","1993-04","22","-0.6","-1.56","-13.31"
"1993-09","2004-03","63","-0.53","-1.24","-33.45"
"2005-04","2009-08","33","-0.64","-1.62","-21.02"
"2010-03","2014-04","49","-0.86","-1.81","-41.93"
"2017-07","2018-05","10","-0.77","-1.27","-7.66"
"2019-10","2019-12","3","-0.35","-0.45","-1.06"
