"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",12.9,"SEL",10,8.42,0.8,-4.48,-12.1,0.35,0.43,0.15,0.1,46.7,33.8,8.9,-26.1,-76.4
"JAN",12.9,"WEL",13,10.5,0.8,-2.4,-11.5,0.42,0.55,0.15,0.1,46.7,49.7,12.7,6.1,-68.8
"JAN",12.9,"NUT",20,17.9,1.7,5,1.7,0.67,0.5,0.17,0.19,46.7,51.3,5.6,9.3,-83.1
"JAN",12.9,"WLA",17,9.5,1.4,-3.4,-11.5,0.38,0.36,0.16,0.06,46.7,47.7,11.6,2,-71
"JAN",12.9,"SLA",10,16.3,4.1,3.4,-8.8,0.61,0.73,0.22,0.12,46.7,42.9,10.1,-7.7,-74
"FEB",14.5,"SEL",9,14.82,3.6,0.32,-10.9,0.51,0.51,0.16,0.23,52.4,41.13,16.2,-20.4,-65.6
"FEB",14.5,"WEL",8,14.1,2.6,-0.4,-11.2,0.48,0.49,0.13,0.21,52.4,57.9,17,10,-64.2
"FEB",14.5,"NUT",27,13.2,2.1,-1.3,2.1,0.45,0.5,0.13,0.06,52.4,51.2,5.6,-2.2,-84.9
"FEB",14.5,"WLA",16,17.8,3.3,3.3,-11.2,0.62,0.56,0.15,0.13,52.4,58.4,14.4,10.9,-68.9
"FEB",14.5,"SLA",8,12.2,0.4,-2.3,-14.1,0.41,0.37,0.1,0.08,52.4,66.6,46,25.7,-11.6
"MAR",19.3,"SEL",7,10.56,4.5,-8.74,-14.8,0.26,0.3,0.14,0.14,49.3,42.46,22.4,-13.1,-51.7
"MAR",19.3,"WEL",5,25.1,9.3,5.8,-12.4,0.66,0.77,0.24,0.26,49.3,56.3,18.4,13.5,-59.4
"MAR",19.3,"NUT",37,20.2,1.8,0.9,1.8,0.53,0.5,0.1,0.14,49.3,49,5.1,-0.6,-84.9
"MAR",19.3,"WLA",16,20.4,6.9,1.1,-12.4,0.53,0.55,0.19,0.08,49.3,51.8,12.6,4.8,-70.5
"MAR",19.3,"SLA",3,14.4,5.6,-4.9,-13.7,0.36,0.29,0.16,0.06,49.3,67.9,59.1,35.7,18.8
"APR",18.6,"SEL",2,15.75,8.1,-2.85,-10.5,0.41,0.38,0.21,0.11,37.1,50.53,30.2,33.7,-17.3
"APR",18.6,"WEL",11,18.7,5.1,0.1,-14.4,0.5,0.52,0.15,0.05,37.1,37.9,11.9,2,-63.2
"APR",18.6,"NUT",41,17.8,1.7,-0.8,1.7,0.47,0.5,0.1,0.07,37.1,36.6,4.4,-1.3,-82.1
