"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"APR",18.6,"WLA",14,20.2,4.2,1.6,-14.4,0.55,0.48,0.14,0.21,37.1,35,7,-5.3,-75.5
"APR",18.6,"SLA",1,40,40,21.4,21.4,0.95,0.82,0.95,0.82,37.1,55.3,54.6,45.7,43.9
"MAY",11.4,"SEL",2,16.15,9.8,4.75,-1.6,0.74,0.67,0.41,0.33,29.5,47.03,26,54.4,-10.8
"MAY",11.4,"WEL",14,12.5,4,1.1,-9.9,0.56,0.47,0.15,0.11,29.5,33.5,11.4,12.4,-56.1
"MAY",11.4,"NUT",40,11,1.6,-0.4,1.6,0.48,0.5,0.09,0.09,29.5,30.2,4.3,2.2,-78.1
"MAY",11.4,"WLA",12,11.2,1.5,-0.2,-9.9,0.49,0.54,0.09,0.14,29.5,23.8,6.9,-17.7,-70.1
"MAY",11.4,"SLA",1,13.5,13.5,2.1,2.1,0.61,0.64,0.61,0.64,29.5,20.3,18.6,-28.5,-33.8
"JUN",7.1,"SEL",3,18.63,12.3,11.53,5.2,0.99,0.95,0.85,0.73,30.3,43.79,17.6,40.8,-38.4
"JUN",7.1,"WEL",12,6.7,2.8,-0.4,-5.8,0.47,0.37,0.19,0.17,30.3,36.7,13.8,19.4,-49.9
"JUN",7.1,"NUT",40,7.8,1.1,0.7,1.1,0.56,0.5,0.11,0.08,30.3,29.8,5.5,-1.5,-75
"JUN",7.1,"WLA",11,3.6,1.3,-3.5,-5.8,0.24,0.55,0.12,0.1,30.3,27.2,8.5,-9.4,-66
"JUN",7.1,"SLA",2,1.8,1.1,-5.3,-6,0.14,0.16,0.11,0.08,30.3,15.2,7.7,-45.7,-68.4
"JUL",11,"SEL",6,12.25,3.9,1.25,-7.1,0.58,0.44,0.12,0.13,30.7,35.95,6.6,15.7,-72.1
"JUL",11,"WEL",8,14.3,4.6,3.3,-6.9,0.7,0.54,0.15,0.15,30.7,35.5,12.9,14.4,-53.2
"JUL",11,"NUT",41,11.4,1.6,0.4,1.6,0.52,0.5,0.06,0.03,30.7,29.4,5.2,-3.9,-76.2
"JUL",11,"WLA",9,9,4.1,-2,-6.9,0.37,0.67,0.13,0.2,30.7,30.9,9.5,0.6,-63.4
"JUL",11,"SLA",2,5,4,-6,-7,0.16,0.27,0.13,0.19,30.7,20.5,9.7,-30.5,-62.8
"AUG",12.2,"SEL",7,12.91,1.4,0.71,-10.8,0.53,0.43,0.12,0.09,30,36.52,9.1,19.9,-63.8
"AUG",12.2,"WEL",12,15.7,6.4,3.5,-9.1,0.65,0.54,0.26,0.2,30,30.7,11.4,2.1,-56.8
"AUG",12.2,"NUT",34,10.6,2.8,-1.6,2.8,0.43,0.5,0.15,0.19,30,27.5,4.7,-7.6,-77.3
"AUG",12.2,"WLA",12,14.6,3.1,2.4,-9.1,0.6,0.59,0.16,0.13,30,35,8.9,15.3,-64.4
"AUG",12.2,"SLA",5,8.4,2.6,-3.8,-9.6,0.34,0.31,0.15,0.12,30,24.3,10,-17.4,-61.1
"SEP",7.5,"SEL",8,10.79,1.3,3.29,-6.2,0.71,0.65,0.14,0.19,34.7,42.33,11.7,20.4,-61.4
"SEP",7.5,"WEL",8,5.5,1.9,-2,-5.2,0.36,0.37,0.17,0.21,34.7,30.5,9,-11.2,-68.6
"SEP",7.5,"NUT",36,7.4,0.8,-0.1,0.8,0.49,0.5,0.12,0.12,34.7,34.1,3,-1.6,-84.7
"SEP",7.5,"WLA",11,7.3,2.3,-0.2,-5.2,0.49,0.53,0.18,0.1,34.7,37.4,6.9,7.2,-74.2
"SEP",7.5,"SLA",5,7.1,3.1,-0.4,-4.4,0.47,0.51,0.22,0.15,34.7,30.4,10.2,-11.5,-65.4
"OCT",10.3,"SEL",10,12.82,6.4,2.52,-3.9,0.65,0.62,0.28,0.25,43,44.62,14,3.5,-63.4
"OCT",10.3,"WEL",10,9.5,3.1,-0.8,-6.8,0.45,0.42,0.14,0.12,43,38.4,14.6,-10,-62.1
"OCT",10.3,"NUT",30,9.5,1.1,-0.8,1.1,0.45,0.5,0.08,0.11,43,43,7.8,0,-76.9
"OCT",10.3,"WLA",10,13.1,3.5,2.8,-6.8,0.67,0.64,0.15,0.11,43,48.4,7.2,11.8,-78.3
"OCT",10.3,"SLA",8,8.8,4.3,-1.5,-6,0.41,0.36,0.18,0.14,43,37.3,10.6,-12.5,-70.8
"NOV",16.9,"SEL",14,18.72,4,1.82,-12.9,0.57,0.56,0.1,0.1,45.6,40.22,8.4,-11.1,-76.9
"NOV",16.9,"WEL",12,15.5,4,-1.4,-15.8,0.44,0.43,0.1,0.1,45.6,39.4,12.3,-12.8,-68.9
"NOV",16.9,"NUT",22,17.2,1.1,0.3,1.1,0.51,0.5,0.06,0.06,45.6,51.4,8.4,12,-76.9
"NOV",16.9,"WLA",11,17,1.1,0.1,-15.8,0.5,0.56,0.06,0.06,45.6,44.8,5.1,-1.7,-83.8
"NOV",16.9,"SLA",11,14.5,2.8,-2.4,-14.1,0.4,0.45,0.08,0.09,45.6,44.8,10.4,-1.7,-72.8
"DEC",15.8,"SEL",13,13.08,3.6,-2.72,-12.2,0.39,0.46,0.11,0.08,43.2,36.32,8,-15,-76.6
"DEC",15.8,"WEL",11,13.4,7.5,-2.4,-13.2,0.4,0.48,0.2,0.2,43.2,38,10.9,-11.3,-70.3
"DEC",15.8,"NUT",22,16.3,5.6,0.5,5.6,0.52,0.5,0.15,0.1,43.2,47.4,9.4,9.1,-73.6
"DEC",15.8,"WLA",11,18.3,2.6,2.5,-13.2,0.6,0.52,0.09,0.12,43.2,45.6,7.3,5.2,-78.1
"DEC",15.8,"SLA",9,14,3.5,-1.8,-12.3,0.43,0.39,0.11,0.14,43.2,42.5,8,-1.5,-76.6
