"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"SEP",1.7,"SEL",8,2.54,0.6,0.84,-1.1,0.76,0.7,0.16,0.17,6.7,7.86,1.5,12.3,-55.1
"SEP",1.7,"WEL",8,1.2,0.3,-0.5,-1.1,0.33,0.32,0.11,0.12,6.7,5.2,0.9,-15.9,-61.4
"SEP",1.7,"NUT",36,1.8,0.3,0.1,0.3,0.53,0.51,0.11,0.11,6.7,8,0.6,13.7,-64.6
"SEP",1.7,"WLA",11,1.7,0.6,0,-1.1,0.49,0.65,0.16,0.12,6.7,7.1,1.4,4.2,-56.1
"SEP",1.7,"SLA",5,1.1,0.9,-0.6,-0.8,0.29,0.32,0.24,0.23,6.7,4.6,1.4,-22.2,-56.1
"OCT",2.3,"SEL",10,3.11,0.5,0.81,-1.8,0.63,0.53,0.23,0.22,9.2,7.54,1.3,-13.9,-66.1
"OCT",2.3,"WEL",10,2.8,0.4,0.5,-1.8,0.58,0.49,0.21,0.21,9.2,7,0.7,-18.4,-71.1
"OCT",2.3,"NUT",30,2.6,0.2,0.3,0.2,0.54,0.51,0.19,0.16,9.2,10.3,0.3,9.2,-74.5
"OCT",2.3,"WLA",10,1.6,0.5,-0.7,-1.8,0.38,0.56,0.23,0.25,9.2,11.2,1.2,16.7,-67
"OCT",2.3,"SLA",8,1.3,0.2,-1,-2.1,0.34,0.47,0.19,0.19,9.2,11.3,1.3,17.6,-66.1
"NOV",2.7,"SEL",14,2.21,0.4,-0.49,-2.3,0.42,0.61,0.18,0.2,12,7.32,0.9,-31.7,-75.3
"NOV",2.7,"WEL",12,1.2,0.2,-1.5,-2.4,0.28,0.36,0.16,0.16,12,9.2,0.8,-19,-76
"NOV",2.7,"NUT",22,3.6,0.1,0.9,0.1,0.64,0.5,0.15,0.13,12,13.9,0.7,12.9,-76.6
"NOV",2.7,"WLA",11,3.8,0.3,1.1,-2.4,0.67,0.63,0.17,0.13,12,14.6,1,17.6,-74.6
"NOV",2.7,"SLA",11,2.2,0.3,-0.5,-2.4,0.42,0.37,0.17,0.13,12,16.5,1.8,30.5,-69.2
"DEC",4.2,"SEL",13,2.22,0.4,-1.98,-3.8,0.31,0.42,0.18,0.22,12.6,6.42,0.8,-40.3,-76.9
"DEC",4.2,"WEL",11,3,0.1,-1.2,-3.8,0.38,0.52,0.16,0.2,12.6,11.5,1.2,-7.2,-74.3
"DEC",4.2,"NUT",22,4.1,0,-0.1,0,0.49,0.5,0.15,0.08,12.6,14,1.2,9.1,-74.3
"DEC",4.2,"WLA",11,5.8,0.4,1.6,-3.8,0.65,0.49,0.18,0.15,12.6,14.9,1.8,15,-70.4
"DEC",4.2,"SLA",9,7.8,0.8,3.6,-3.4,0.81,0.63,0.2,0.16,12.6,16.4,1.6,24.7,-71.7
