"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",5.1,"SEL",10,2.89,0.1,-2.21,-5,0.32,0.4,0.15,0.21,11.8,6.34,0.5,-37.5,-77.7
"JAN",5.1,"WEL",13,5,0.5,-0.1,-4.8,0.49,0.57,0.17,0.23,11.8,10.8,1.4,-6.9,-71.5
"JAN",5.1,"NUT",20,6.2,0.6,1.1,0.6,0.59,0.5,0.18,0.09,11.8,13.6,1.4,12.4,-71.5
"JAN",5.1,"WLA",17,5,0.3,-0.1,-4.8,0.49,0.46,0.16,0.16,11.8,13,2,8.3,-67.4
"JAN",5.1,"SLA",10,6.5,0.7,1.4,-4.4,0.61,0.57,0.18,0.18,11.8,11.5,1,-2.1,-74.2
"FEB",3.3,"SEL",9,1.31,0.3,-1.99,-3,0.23,0.28,0.14,0.14,8.9,4.7,0.9,-36.1,-68.7
"FEB",3.3,"WEL",8,3.5,0.6,0.2,-2.2,0.53,0.69,0.16,0.18,8.9,6.9,1.1,-17.2,-67
"FEB",3.3,"NUT",27,3.7,0.6,0.4,0.6,0.55,0.5,0.16,0.16,8.9,9.7,1.1,6.9,-67
"FEB",3.3,"WLA",16,4.1,1.1,0.8,-2.2,0.61,0.59,0.21,0.19,8.9,10.6,2.3,14.6,-56.7
"FEB",3.3,"SLA",8,2.1,0.1,-1.2,-3.2,0.33,0.3,0.12,0.1,8.9,10.3,5.6,12,-28.3
"MAR",3.4,"SEL",7,2.14,0.1,-1.26,-3.3,0.34,0.49,0.14,0.23,7.3,5.04,1.1,-22.5,-61.7
"MAR",3.4,"WEL",5,2.3,0.3,-1.1,-2.8,0.36,0.51,0.15,0.25,7.3,5.2,0.8,-20.9,-64.7
"MAR",3.4,"NUT",37,3.7,0.2,0.3,0.2,0.53,0.5,0.15,0.12,7.3,8.1,0.5,8,-67.7
"MAR",3.4,"WLA",16,3.9,0.6,0.5,-2.8,0.56,0.52,0.18,0.18,7.3,7.7,1.4,4,-58.7
"MAR",3.4,"SLA",3,2.9,0.2,-0.5,-3.2,0.43,0.41,0.15,0.15,7.3,8.8,6.1,14.9,-11.9
"APR",2.2,"SEL",2,1.25,0.5,-0.95,-1.7,0.33,0.54,0.21,0.22,4.8,4.37,1.7,-5.7,-41.1
"APR",2.2,"WEL",11,1.1,0.2,-1.1,-1.6,0.31,0.47,0.17,0.13,4.8,4,0.7,-10.6,-54.3
"APR",2.2,"NUT",41,2.3,0.3,0.1,0.3,0.53,0.51,0.19,0.21,4.8,5.2,0.4,5.3,-58.3
"APR",2.2,"WLA",14,2.6,0.6,0.4,-1.6,0.59,0.49,0.23,0.11,4.8,4.6,0.9,-2.7,-51.7
"APR",2.2,"SLA",1,5.3,5.3,3.1,3.1,0.93,0.94,0.93,0.94,4.8,6.2,6.2,18.6,18.6
"MAY",1.7,"SEL",2,1.65,0.5,-0.05,-1.2,0.47,0.47,0.2,0.2,3.7,4.27,1.3,8.9,-37.2
"MAY",1.7,"WEL",14,1.8,0.3,0.1,-1.5,0.52,0.5,0.16,0.16,3.7,3.9,0.8,3.1,-45
"MAY",1.7,"NUT",40,2.1,0,0.4,0,0.6,0.5,0.11,0.11,3.7,4.1,0.2,6.2,-54.3
"MAY",1.7,"WLA",12,1.2,0.2,-0.5,-1.5,0.35,0.56,0.14,0.15,3.7,2.7,0.4,-15.5,-51.2
"MAY",1.7,"SLA",1,0.6,0.6,-1.1,-1.1,0.22,0.28,0.22,0.28,3.7,1.2,1.1,-38.8,-40.3
"JUN",0.9,"SEL",3,1.47,0.7,0.57,-0.2,0.81,0.65,0.4,0.32,3.4,5.73,1.3,37.9,-34.2
"JUN",0.9,"WEL",12,1.1,0.2,0.2,-0.8,0.63,0.49,0.16,0.15,3.4,3.8,0.8,6.5,-42.3
"JUN",0.9,"NUT",40,0.8,0.1,-0.1,0.1,0.46,0.48,0.13,0.1,3.4,3.2,0.4,-3.3,-48.8
"JUN",0.9,"WLA",11,0.8,0.1,-0.1,-0.8,0.46,0.55,0.13,0.19,3.4,2.6,0.4,-13,-48.8
"JUN",0.9,"SLA",2,0.3,0.3,-0.6,-0.6,0.2,0.27,0.2,0.27,3.4,1,0.5,-39.1,-47.2
"JUL",1.1,"SEL",6,1.15,0.1,0.05,-1,0.53,0.55,0.19,0.1,4.2,6.8,1.2,37.5,-43.2
"JUL",1.1,"WEL",8,1,0.3,-0.1,-1,0.47,0.48,0.24,0.16,4.2,3.9,0.9,-4.3,-47.5
"JUL",1.1,"NUT",41,1.2,0.1,0.1,0.1,0.54,0.49,0.19,0.2,4.2,4.2,0.6,0,-51.8
"JUL",1.1,"WLA",9,0.7,0.1,-0.4,-1,0.37,0.56,0.19,0.16,4.2,3.5,0.9,-10.1,-47.5
"JUL",1.1,"SLA",2,0.3,0.2,-0.8,-0.9,0.24,0.27,0.22,0.21,4.2,1.8,1.1,-34.6,-44.6
"AUG",1.4,"SEL",7,3.11,0.5,1.71,-0.9,0.86,0.64,0.28,0.23,5.4,8.76,1.6,41.3,-46.6
"AUG",1.4,"WEL",12,1.7,0.3,0.3,-1.2,0.57,0.41,0.24,0.21,5.4,5.7,1,3.7,-54
"AUG",1.4,"NUT",34,1.2,0.2,-0.2,0.2,0.44,0.49,0.22,0.18,5.4,5.6,0.7,2.5,-57.7
"AUG",1.4,"WLA",12,1.1,0.2,-0.3,-1.2,0.42,0.64,0.22,0.12,5.4,4.4,1.3,-12.3,-50.3
"AUG",1.4,"SLA",5,0.4,0,-1,-1.4,0.26,0.2,0.18,0.07,5.4,2.8,1.1,-31.9,-52.8
