,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,135.6524409199809,5.340647280314209,5.340647280314209
1219,1219,2021.0,August,95.14545147235576,3.74588391623448,3.74588391623448
1220,1220,2021.0,September,73.47945127382383,2.892891782434009,2.892891782434009
1221,1221,2021.0,October,75.98432280991103,2.991508772043742,2.991508772043742
1222,1222,2021.0,November,51.146754946027485,2.013651769528641,2.013651769528641
1223,1223,2021.0,December,178.44525783664577,7.025403851836448,7.025403851836448
1224,1224,2022.0,January,81.7011829837338,3.2165820072336144,3.2165820072336144
1225,1225,2022.0,February,16.03850072818798,0.6314370365428339,0.6314370365428339
1226,1226,2022.0,March,83.08086841709012,3.2709003313815006,3.2709003313815006
1227,1227,2022.0,April,68.119109751104,2.681854714610394,2.681854714610394
1228,1228,2022.0,May,58.52630487379137,2.304185231251629,2.304185231251629
1229,1229,2022.0,June,8.048145936085628,0.3168561392159696,0.3168561392159696
