"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",6.9,"SEL",10,4.22,1.1,-2.68,-5.8,0.31,0.39,0.14,0.18,17.5,11.31,2.4,-30.6,-74.6
"JAN",6.9,"WEL",13,6.5,2,-0.4,-6.3,0.47,0.58,0.18,0.24,17.5,15.6,4.1,-9.4,-66.2
"JAN",6.9,"NUT",20,9,0.9,2.1,0.9,0.66,0.5,0.13,0.11,17.5,19.8,3,11.4,-71.6
"JAN",6.9,"WLA",17,6.6,0.6,-0.3,-6.3,0.48,0.47,0.12,0.1,17.5,19.6,3.1,10.4,-71.1
"JAN",6.9,"SLA",10,7.6,2.4,0.7,-4.5,0.55,0.55,0.2,0.18,17.5,15.2,3.4,-11.4,-69.6
"FEB",5.2,"SEL",9,2.86,0.4,-2.34,-4.8,0.26,0.32,0.09,0.1,13.8,8.59,2.1,-31.5,-70.7
"FEB",5.2,"WEL",8,5,1,-0.2,-3.8,0.48,0.59,0.12,0.14,13.8,11.2,3.2,-15.7,-64.1
"FEB",5.2,"NUT",27,5.4,1.5,0.2,1.5,0.52,0.5,0.15,0.13,13.8,14.3,2.8,3,-66.5
"FEB",5.2,"WLA",16,6.3,1.4,1.1,-3.8,0.62,0.57,0.14,0.15,13.8,16.6,3.4,16.9,-62.9
"FEB",5.2,"SLA",8,3.8,0.5,-1.4,-4.7,0.35,0.33,0.1,0.1,13.8,14.2,7.6,2.4,-37.5
"MAR",5.4,"SEL",7,4.23,0.9,-1.17,-4.5,0.42,0.5,0.2,0.28,11.3,9.58,4.1,-12.2,-51.2
"MAR",5.4,"WEL",5,4.1,1.1,-1.3,-4.3,0.41,0.5,0.21,0.29,11.3,9.3,2.8,-14.2,-60.5
"MAR",5.4,"NUT",37,5.4,0.6,0,0.6,0.5,0.5,0.19,0.19,11.3,11.9,1.7,4.3,-68.3
"MAR",5.4,"WLA",16,6.7,1.1,1.3,-4.3,0.6,0.55,0.21,0.18,11.3,12,2.4,5,-63.4
"MAR",5.4,"SLA",3,3.8,0.5,-1.6,-4.9,0.39,0.34,0.18,0.15,11.3,12.7,9.4,10,-13.5
"APR",3.2,"SEL",2,1.5,0.8,-1.7,-2.4,0.27,0.32,0.19,0.12,7.3,7.15,4.5,-1.5,-27.8
"APR",3.2,"WEL",11,2.1,1.1,-1.1,-2.3,0.34,0.55,0.22,0.19,7.3,6.7,2.2,-6,-50.8
"APR",3.2,"NUT",41,3.5,0.7,0.3,0.7,0.54,0.5,0.18,0.19,7.3,8,1.4,7,-58.7
"APR",3.2,"WLA",14,3.6,0.9,0.4,-2.3,0.55,0.5,0.2,0.15,7.3,6.4,1.8,-9,-54.8
"APR",3.2,"SLA",1,6.6,6.6,3.4,3.4,0.88,0.87,0.88,0.87,7.3,9.2,9.2,18.9,18.9
"MAY",2.7,"SEL",2,3.85,2.4,1.15,-0.3,0.71,0.61,0.44,0.37,5.8,7.27,4.4,17.2,-16.4
"MAY",2.7,"WEL",14,3.1,0.6,0.4,-2.3,0.57,0.48,0.15,0.15,5.8,6,1.7,2.3,-48
"MAY",2.7,"NUT",40,3,0.4,0.3,0.4,0.55,0.5,0.13,0.13,5.8,6.4,1.1,7,-55
"MAY",2.7,"WLA",12,1.7,0.4,-1,-2.3,0.31,0.42,0.13,0.1,5.8,4.4,1.5,-16.4,-50.3
"MAY",2.7,"SLA",1,2.3,2.3,-0.4,-0.4,0.42,0.61,0.42,0.61,5.8,4.4,3.7,-16.4,-24.6
"JUN",1.4,"SEL",3,1.8,1.3,0.4,-0.1,0.62,0.61,0.46,0.42,5,5.73,2.5,9.4,-32.3
"JUN",1.4,"WEL",12,1.5,0.5,0.1,-0.9,0.52,0.5,0.23,0.17,5,5.5,1.4,6.4,-46.5
"JUN",1.4,"NUT",40,1.5,0.3,0.1,0.3,0.52,0.49,0.18,0.19,5,5.1,0.9,1.3,-52.9
"JUN",1.4,"WLA",11,1.1,0.5,-0.3,-0.9,0.4,0.53,0.23,0.31,5,4.4,2.1,-7.8,-37.4
"JUN",1.4,"SLA",2,0.3,0.3,-1.1,-1.1,0.18,0.24,0.18,0.24,5,3.1,1.8,-24.5,-41.3
"JUL",1.7,"SEL",6,1.62,0.7,-0.08,-1,0.46,0.54,0.19,0.15,5.6,6.67,1.8,12.8,-45.5
"JUL",1.7,"WEL",8,1.4,0.6,-0.3,-1.1,0.39,0.43,0.17,0.12,5.6,5.8,1.6,2.4,-47.9
"JUL",1.7,"NUT",41,1.9,0.4,0.2,0.4,0.55,0.51,0.13,0.14,5.6,5.7,1.1,1.2,-53.9
"JUL",1.7,"WLA",9,1.6,0.6,-0.1,-1.1,0.45,0.5,0.17,0.15,5.6,5.3,2.1,-3.6,-41.9
"JUL",1.7,"SLA",2,1.8,1.1,0.1,-0.6,0.52,0.58,0.3,0.3,5.6,4.1,1.9,-18,-44.3
"AUG",1.9,"SEL",7,2.31,0.5,0.41,-1.4,0.6,0.47,0.22,0.23,7.6,10.47,1.9,27.7,-55.1
"AUG",1.9,"WEL",12,2.6,0.3,0.7,-0.9,0.67,0.52,0.18,0.2,7.6,9,2.1,13.5,-53.1
"AUG",1.9,"NUT",34,1.7,0.2,-0.2,0.2,0.46,0.51,0.17,0.13,7.6,7.8,1.7,1.9,-57
"AUG",1.9,"WLA",12,1.7,1,-0.2,-0.9,0.46,0.59,0.31,0.27,7.6,6.4,2.7,-11.6,-47.4
"AUG",1.9,"SLA",5,1,0.4,-0.9,-1.5,0.31,0.27,0.2,0.1,7.6,3.7,1.5,-37.7,-59
"SEP",2,"SEL",8,2.74,0.6,0.74,-1.4,0.7,0.66,0.15,0.11,11.8,14.27,2.4,17,-64.6
"SEP",2,"WEL",8,1.8,0.7,-0.2,-1.5,0.44,0.38,0.17,0.12,11.8,10.8,3,-6.9,-60.5
"SEP",2,"NUT",36,2.1,0.5,0.1,0.5,0.52,0.51,0.14,0.16,11.8,13,2.2,8.3,-66
"SEP",2,"WLA",11,2,0.5,0,-1.5,0.5,0.63,0.14,0.1,11.8,12.1,3.4,2.1,-57.7
"SEP",2,"SLA",5,1.3,0.4,-0.7,-1.6,0.3,0.34,0.12,0.08,11.8,8.4,2.5,-23.3,-63.9
"OCT",3.7,"SEL",10,5.42,0.8,1.72,-2.9,0.73,0.57,0.15,0.12,16.4,16.25,3.4,-0.8,-67.9
"OCT",3.7,"WEL",10,4.6,1.1,0.9,-2.5,0.62,0.47,0.17,0.14,16.4,15.8,2.9,-3.1,-70.5
"OCT",3.7,"NUT",30,4,1,0.3,1,0.54,0.5,0.17,0.13,16.4,17.3,3.3,4.7,-68.4
