"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"OCT",3.7,"WLA",10,2.7,1.2,-1,-2.5,0.36,0.7,0.18,0.19,16.4,16.1,3.4,-1.6,-67.9
"OCT",3.7,"SLA",8,1.4,0.7,-2.3,-3,0.2,0.24,0.14,0.09,16.4,16.3,3.5,-0.5,-67.4
"NOV",6.1,"SEL",14,6.11,1,0.01,-5.1,0.5,0.57,0.13,0.18,19.6,15.05,3.7,-20.4,-71.2
"NOV",6.1,"WEL",12,4.4,1.2,-1.7,-4.4,0.36,0.42,0.14,0.19,19.6,17.7,3.8,-8.5,-70.7
"NOV",6.1,"NUT",22,6.9,0.7,0.8,0.7,0.57,0.5,0.12,0.09,19.6,22.3,3.2,12.1,-73.4
"NOV",6.1,"WLA",11,7.4,1.7,1.3,-4.4,0.61,0.57,0.17,0.14,19.6,20,2.8,1.8,-75.2
"NOV",6.1,"SLA",11,5.7,1.4,-0.4,-4.7,0.47,0.42,0.15,0.13,19.6,22.5,5.2,13,-64.4
"DEC",6.6,"SEL",13,4.72,1.6,-1.88,-5,0.35,0.36,0.15,0.16,18.7,11.8,3.1,-32.2,-72.7
"DEC",6.6,"WEL",11,6.8,0.6,0.2,-6.1,0.52,0.53,0.11,0.12,18.7,18.3,3.6,-1.9,-70.4
"DEC",6.6,"NUT",22,6.4,1.6,-0.2,1.6,0.48,0.5,0.15,0.17,18.7,20.8,4,9.8,-68.5
"DEC",6.6,"WLA",11,6,0.5,-0.6,-6.1,0.45,0.43,0.1,0.09,18.7,18.9,2.5,0.9,-75.5
"DEC",6.6,"SLA",9,9.2,1.4,2.6,-5.2,0.71,0.7,0.14,0.12,18.7,20.6,4.3,8.9,-67.1
