"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.8,"SEL",10,1.56,0.3,-2.24,-3.5,0.25,0.38,0.15,0.19,9.1,5.08,0.9,-33.9,-69.2
"JAN",3.8,"WEL",13,2.7,0.7,-1.1,-3.3,0.37,0.59,0.18,0.24,9.1,7,2.6,-17.7,-54.9
"JAN",3.8,"NUT",20,5.1,1.3,1.3,1.3,0.64,0.5,0.23,0.17,9.1,10,2.1,7.6,-59.1
"JAN",3.8,"WLA",17,3.8,0.5,0,-3.3,0.5,0.44,0.17,0.13,9.1,11,1.3,16,-65.8
"JAN",3.8,"SLA",10,5.2,1,1.4,-2.8,0.65,0.6,0.21,0.17,9.1,11.1,2.3,16.9,-57.4
"FEB",2.3,"SEL",9,0.69,0.2,-1.61,-2.1,0.22,0.28,0.16,0.19,7,4.77,1.2,-22.9,-59.5
"FEB",2.3,"WEL",8,2.2,0.6,-0.1,-2.1,0.48,0.66,0.21,0.26,7,5.3,2.3,-17.4,-48.2
"FEB",2.3,"NUT",27,2,0.4,-0.3,0.4,0.44,0.5,0.18,0.17,7,6.6,1,-4.1,-61.6
"FEB",2.3,"WLA",16,3.3,0.2,1,-2.1,0.67,0.51,0.16,0.13,7,9.2,1.4,22.6,-57.4
"FEB",2.3,"SLA",8,2.8,0.6,0.5,-1.7,0.59,0.43,0.21,0.16,7,8.9,4.3,19.5,-27.7
"MAR",3,"SEL",7,2.83,0.4,-0.17,-2.6,0.47,0.55,0.16,0.19,5.8,4.88,1.5,-10.7,-50.3
"MAR",3,"WEL",5,2.1,1.3,-0.9,-2.4,0.36,0.43,0.26,0.3,5.8,4.5,2.1,-15.2,-43.3
"MAR",3,"NUT",37,2.9,0.4,-0.1,0.4,0.48,0.51,0.16,0.17,5.8,5.9,0.8,1.1,-58.5
"MAR",3,"WLA",16,3.9,0.6,0.9,-2.4,0.63,0.54,0.18,0.15,5.8,6.7,1.6,10.5,-49.1
"MAR",3,"SLA",3,3.1,0.7,0.1,-2.3,0.51,0.43,0.19,0.16,5.8,6.8,4.4,11.7,-16.4
"APR",1.7,"SEL",2,1.25,0.6,-0.45,-1.1,0.37,0.6,0.2,0.24,3.5,3.25,2.2,-4,-20.8
"APR",1.7,"WEL",11,1,0.4,-0.7,-1.1,0.3,0.45,0.15,0.15,3.5,3.4,1.1,-1.6,-38.4
"APR",1.7,"NUT",41,1.7,0.2,0,0.2,0.51,0.49,0.12,0.13,3.5,3.7,0.6,3.2,-46.4
"APR",1.7,"WLA",14,2,0.6,0.3,-1.1,0.6,0.49,0.2,0.13,3.5,3.4,1.1,-1.6,-38.4
"APR",1.7,"SLA",1,3,3,1.3,1.3,0.86,0.78,0.86,0.78,3.5,4,4,8.1,8.1
"MAY",1.1,"SEL",2,0.8,0.5,-0.3,-0.6,0.38,0.38,0.28,0.32,3,3.38,2.3,6.6,-12.1
"MAY",1.1,"WEL",14,1.4,0.4,0.3,-0.7,0.6,0.52,0.25,0.3,3,3.6,1,10.5,-34.8
"MAY",1.1,"NUT",40,1.3,0.2,0.2,0.2,0.57,0.5,0.19,0.21,3,3.3,0.7,5.3,-40
"MAY",1.1,"WLA",12,0.8,0.4,-0.3,-0.7,0.38,0.45,0.25,0.17,3,2.4,0.8,-10.4,-38.3
"MAY",1.1,"SLA",1,0.7,0.7,-0.4,-0.4,0.35,0.37,0.35,0.37,3,1.3,1.2,-29.6,-31.3
"JUN",0.7,"SEL",3,1.2,1.1,0.5,0.4,0.86,0.65,0.81,0.58,3.3,3.97,2.3,11,-16.5
"JUN",0.7,"WEL",12,1,0.3,0.3,-0.6,0.74,0.5,0.18,0.1,3.3,3.9,1,9.9,-38.1
"JUN",0.7,"NUT",40,0.7,0.2,0,0.2,0.49,0.54,0.12,0.1,3.3,3.3,0.8,0,-41.4
"JUN",0.7,"WLA",11,0.6,0.1,-0.1,-0.6,0.4,0.56,0.08,0.13,3.3,3.3,0.6,0,-44.6
"JUN",0.7,"SLA",2,0.3,0.3,-0.4,-0.4,0.18,0.27,0.18,0.27,3.3,1,0.6,-38.1,-44.6
"JUL",1.2,"SEL",6,1.38,0.7,0.18,-0.5,0.56,0.51,0.29,0.25,3.7,4.31,2,9.5,-26.4
"JUL",1.2,"WEL",8,1.2,0.3,0,-0.9,0.48,0.43,0.17,0.14,3.7,3.9,1,3.1,-41.9
"JUL",1.2,"NUT",41,1.3,0.3,0.1,0.3,0.52,0.48,0.17,0.17,3.7,3.7,0.9,0,-43.4
"JUL",1.2,"WLA",9,1,0.3,-0.2,-0.9,0.4,0.64,0.17,0.15,3.7,3.7,0.8,0,-45
"JUL",1.2,"SLA",2,0.3,0.2,-0.9,-1,0.17,0.15,0.15,0.11,3.7,1.8,0.5,-29.5,-49.6
"AUG",1.4,"SEL",7,1.39,0.5,-0.01,-0.9,0.5,0.43,0.23,0.17,4.2,4.56,2.2,5.2,-28.8
"AUG",1.4,"WEL",12,1.7,0.4,0.3,-1.2,0.6,0.54,0.2,0.15,4.2,4.8,1.4,8.7,-40.3
"AUG",1.4,"NUT",34,1.3,0.3,-0.1,0.3,0.47,0.48,0.18,0.17,4.2,4.2,1,0,-46.1
"AUG",1.4,"WLA",12,1.7,0.2,0.3,-1.2,0.6,0.61,0.16,0.22,4.2,4.1,1.1,-1.4,-44.6
"AUG",1.4,"SLA",5,0.4,0.1,-1,-1.3,0.2,0.27,0.14,0.2,4.2,2.5,0.9,-24.5,-47.5
"SEP",1.1,"SEL",8,1.54,0.8,0.44,-0.3,0.7,0.63,0.35,0.33,6,5.77,2.1,-2.6,-44.6
"SEP",1.1,"WEL",8,1,0.3,-0.1,-0.8,0.45,0.41,0.16,0.17,6,5.3,1.6,-8,-50.3
"SEP",1.1,"NUT",36,1.1,0.3,0,0.3,0.5,0.51,0.16,0.17,6,6.5,1,5.7,-57.2
"SEP",1.1,"WLA",11,1,0.3,-0.1,-0.8,0.45,0.52,0.16,0.16,6,6.8,1.2,9.1,-54.9
"SEP",1.1,"SLA",5,1.1,0.2,0,-0.9,0.5,0.58,0.13,0.13,6,5.2,1.6,-9.2,-50.3
"OCT",1.7,"SEL",10,1.63,0.9,-0.07,-0.8,0.49,0.44,0.24,0.23,7.9,5.8,1.7,-19.7,-58.2
"OCT",1.7,"WEL",10,2.1,0.7,0.4,-1.1,0.66,0.59,0.19,0.18,7.9,6.7,1.9,-11.2,-56.3
"OCT",1.7,"NUT",30,1.8,0.4,0.1,0.4,0.55,0.49,0.12,0.11,7.9,8.6,0.9,6.6,-65.7
"OCT",1.7,"WLA",10,1.4,0.6,-0.3,-1.1,0.4,0.6,0.16,0.17,7.9,9.5,1.5,15,-60.1
"OCT",1.7,"SLA",8,1,0.6,-0.7,-1.1,0.27,0.36,0.16,0.17,7.9,8.5,2.2,5.7,-53.5
"NOV",3.2,"SEL",14,2.6,0.4,-0.6,-2.8,0.41,0.55,0.14,0.09,10,5.73,1.1,-33.5,-69.8
"NOV",3.2,"WEL",12,2.2,0.6,-1,-2.9,0.35,0.44,0.16,0.12,10,7.3,1.9,-21.2,-63.5
"NOV",3.2,"NUT",22,3.6,0.3,0.4,0.3,0.56,0.5,0.13,0.15,10,11.9,1.8,14.9,-64.3
"NOV",3.2,"WLA",11,4.4,0.3,1.2,-2.9,0.68,0.6,0.13,0.11,10,11.9,1.4,14.9,-67.5
"NOV",3.2,"SLA",11,3.1,0.8,-0.1,-2.4,0.49,0.41,0.18,0.15,10,12.7,2.6,21.2,-58
"DEC",3,"SEL",13,1.57,0.4,-1.43,-2.6,0.28,0.38,0.15,0.23,9.1,3.82,0.9,-44.6,-69.2
"DEC",3,"WEL",11,2.4,0.6,-0.6,-2.4,0.4,0.51,0.17,0.25,9.1,7.3,1.9,-15.2,-60.8
"DEC",3,"NUT",22,3.2,0.2,0.2,0.2,0.53,0.49,0.13,0.13,9.1,10.3,1.9,10.1,-60.8
"DEC",3,"WLA",11,3.7,0.6,0.7,-2.4,0.6,0.49,0.17,0.09,9.1,10.8,1.3,14.4,-65.8
"DEC",3,"SLA",9,4.4,0.8,1.4,-2.2,0.7,0.6,0.19,0.1,9.1,12.4,2.4,27.9,-56.5
