"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-11","52","-0.71","-2.29","-36.9"
"1928-12","1929-11","11","-0.73","-1.75","-8.02"
"1930-11","1932-02","15","-1.12","-1.75","-16.85"
"1933-01","1935-03","15","-0.46","-1.11","-6.89"
"1936-03","1941-10","30","-0.58","-1.38","-17.29"
"1941-11","1948-07","29","-0.44","-1.13","-12.86"
"1948-08","1955-01","32","-0.61","-1.65","-19.6"
"1957-11","1962-03","38","-0.86","-1.94","-32.73"
"1962-10","1964-03","16","-0.48","-1.22","-7.71"
"1964-04","1971-01","28","-0.59","-1.34","-16.46"
"1972-12","1973-12","12","-1.35","-1.88","-16.24"
"1977-01","1978-11","22","-1.1","-1.51","-24.24"
"1980-02","1982-01","11","-1.28","-1.89","-14.07"
"1983-08","1985-03","19","-0.7","-1.3","-13.24"
"1986-01","1986-07","6","-0.45","-1.06","-2.72"
"1987-07","1987-12","5","-0.47","-1.15","-2.35"
"1988-12","1993-05","18","-0.82","-1.49","-14.68"
"1993-09","1996-03","25","-0.62","-1.74","-15.49"
"1998-01","2002-01","48","-1.22","-2.41","-58.33"
"2003-01","2004-03","14","-1.32","-1.79","-18.44"
"2005-04","2006-03","11","-0.63","-1.3","-6.91"
"2007-03","2008-02","11","-0.69","-1.28","-7.59"
"2008-10","2014-10","71","-1.42","-2.63","-101.01"
"2015-12","2019-12","21","-0.4","-0.94","-8.35"
