"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",9.8,"SEL",10,6.72,2.6,-3.08,-7.2,0.33,0.42,0.15,0.21,27.9,18.4,6.7,-31,-69.2
"JAN",9.8,"WEL",13,9.3,2.1,-0.5,-9,0.47,0.57,0.13,0.19,27.9,27.3,8.9,-2,-62
"JAN",9.8,"NUT",20,12.5,4.7,2.7,4.7,0.65,0.5,0.23,0.14,27.9,31.5,8.3,11.8,-64
"JAN",9.8,"WLA",17,8.8,0.8,-1,-9,0.44,0.44,0.09,0.08,27.9,29.8,8,6.2,-64.9
"JAN",9.8,"SLA",10,11.5,4.1,1.7,-5.7,0.6,0.6,0.2,0.19,27.9,22.5,5.8,-17.6,-72.1
"FEB",7.7,"SEL",9,5.48,1.8,-2.22,-5.9,0.31,0.36,0.1,0.13,25.1,15.28,6.5,-35.3,-66.8
"FEB",7.7,"WEL",8,8.2,4.1,0.5,-4.9,0.54,0.59,0.22,0.26,25.1,24.1,10.1,-3.6,-53.9
"FEB",7.7,"NUT",27,8,1.5,0.3,1.5,0.52,0.5,0.09,0.1,25.1,25.8,4.7,2.5,-73.3
"FEB",7.7,"WLA",16,8.8,2.8,1.1,-4.9,0.59,0.58,0.14,0.12,25.1,28.9,7.2,13.7,-64.3
"FEB",7.7,"SLA",8,5.7,1,-2,-6.7,0.33,0.3,0.07,0.05,25.1,33.1,23.8,28.7,-4.7
"MAR",10.4,"SEL",7,6.2,2.3,-4.2,-8.1,0.28,0.4,0.13,0.17,23.1,18.05,10.6,-19.5,-48.4
"MAR",10.4,"WEL",5,9.8,2.7,-0.6,-6,0.46,0.65,0.14,0.19,23.1,22.8,7.4,-1.2,-60.8
"MAR",10.4,"NUT",37,11,2.1,0.6,2.1,0.53,0.5,0.12,0.1,23.1,23.8,4.5,2.7,-72
"MAR",10.4,"WLA",16,12.2,4.4,1.8,-6,0.6,0.55,0.2,0.2,23.1,24,5,3.5,-70
"MAR",10.4,"SLA",3,5.3,0.7,-5.1,-9.7,0.23,0.24,0.09,0.1,23.1,35,30.4,46,28.2
