,Unnamed: 0,Year,Month,RF_mm,RF_in,RF
1218,1218,2021.0,July,14.96907606632752,0.5893337033987213,0.5893337033987213
1219,1219,2021.0,August,12.207855326184154,0.480624225440321,0.480624225440321
1220,1220,2021.0,September,13.329244873227452,0.5247734202058052,0.5247734202058052
1221,1221,2021.0,October,28.38683928540473,1.1175920978505798,1.1175920978505798
1222,1222,2021.0,November,16.311595075934598,0.6421887825171102,0.6421887825171102
1223,1223,2021.0,December,120.39436182326818,4.739935504853079,4.739935504853079
1224,1224,2022.0,January,68.06926499315973,2.679892322565344,2.679892322565344
1225,1225,2022.0,February,2.9129849453649577,0.1146844466679117,0.1146844466679117
1226,1226,2022.0,March,15.759886583632971,0.6204679757335816,0.6204679757335816
1227,1227,2022.0,April,10.614467524917874,0.4178924222408612,0.4178924222408612
1228,1228,2022.0,May,26.64414353906756,1.048982029097148,1.048982029097148
1229,1229,2022.0,June,0.8148716102690386,0.0320815594594109,0.0320815594594109
