"Month","MRF","Phase","Count","MeRF","MnRF","MeAnom","MnAnom","A_ProbMe","E_ProbMe","A_ProbMn","E_ProbMn","MRF3M","MeRF3M","MnRF3M","QFP_Me","QFP_Mn"
"JAN",3.1,"SEL",10,1.56,0.1,-1.54,-3,0.31,0.42,0.17,0.25,7.5,4.23,0.5,-31.9,-68.3
"JAN",3.1,"WEL",13,2.7,0.3,-0.4,-2.8,0.45,0.56,0.19,0.28,7.5,6.6,1.1,-8.8,-62.4
"JAN",3.1,"NUT",20,4.6,0.6,1.5,0.6,0.68,0.49,0.22,0.11,7.5,9.5,0.8,19.5,-65.4
"JAN",3.1,"WLA",17,2.8,0.3,-0.3,-2.8,0.46,0.48,0.19,0.18,7.5,7.7,1,2,-63.4
"JAN",3.1,"SLA",10,3.2,0.1,0.1,-3,0.51,0.53,0.17,0.17,7.5,7.1,0.2,-3.9,-71.2
"FEB",2.3,"SEL",9,1.04,0.2,-1.26,-2.1,0.29,0.35,0.18,0.18,5.5,2.87,0.5,-31.9,-60.6
"FEB",2.3,"WEL",8,2.2,0.3,-0.1,-1.8,0.48,0.64,0.19,0.2,5.5,4.7,0.9,-9.7,-55.8
"FEB",2.3,"NUT",27,2.7,0.1,0.4,0.1,0.57,0.5,0.17,0.18,5.5,6,0.2,6.1,-64.3
"FEB",2.3,"WLA",16,2.7,0.5,0.4,-1.8,0.57,0.56,0.21,0.18,5.5,6,0.8,6.1,-57
"FEB",2.3,"SLA",8,1.4,0,-0.9,-2.3,0.35,0.32,0.16,0.13,5.5,12.3,8.5,82.4,36.4
"MAR",2.1,"SEL",7,1.63,0.2,-0.47,-1.9,0.42,0.49,0.21,0.28,3.9,2.63,0.5,-19.1,-51.2
"MAR",2.1,"WEL",5,1.7,0.5,-0.4,-1.9,0.43,0.5,0.25,0.32,3.9,3.2,0.6,-10.5,-49.6
"MAR",2.1,"NUT",37,2.2,0.1,0.1,0.1,0.52,0.5,0.2,0.2,3.9,4.1,0.1,3,-57.1
"MAR",2.1,"WLA",16,2.2,0.2,0.1,-1.9,0.52,0.5,0.21,0.19,3.9,3.7,0.4,-3,-52.6
"MAR",2.1,"SLA",3,2.5,0.1,0.4,-2,0.57,0.55,0.2,0.18,3.9,11.5,9.1,114.3,78.2
"APR",1.1,"SEL",2,0.2,0.1,-0.9,-1,0.28,0.28,0.26,0.24,2,1.33,0.5,-14.1,-31.6
"APR",1.1,"WEL",11,0.8,0.1,-0.3,-1,0.42,0.55,0.26,0.24,2,1.8,0.1,-4.2,-40
"APR",1.1,"NUT",41,1.1,0,0,0,0.5,0.51,0.24,0.23,2,2.2,0,4.2,-42.1
