"Start","End","Duration","A Intensity","P Intensity","Magnitude"
"1920-12","1927-03","33","-0.49","-1.24","-16.05"
"1928-12","1935-02","48","-0.69","-1.94","-33.3"
"1935-05","1936-12","19","-0.59","-1.39","-11.27"
"1941-02","1942-04","14","-0.42","-1.02","-5.9"
"1942-05","1950-08","61","-0.37","-1.02","-22.71"
"1952-03","1954-12","33","-1.1","-2.27","-36.41"
"1957-01","1961-11","51","-0.77","-2.3","-39.34"
"1961-12","1965-02","30","-0.52","-1.3","-15.49"
"1970-02","1974-01","37","-0.76","-1.25","-28.02"
"1975-01","1978-11","45","-0.68","-1.36","-30.58"
"1980-02","1982-01","11","-0.73","-1.04","-8.07"
"1983-03","1985-10","31","-1.01","-1.8","-31.26"
"1985-11","1996-06","31","-0.58","-1.57","-17.84"
"1996-10","2001-05","39","-1.08","-2.27","-41.94"
"2001-09","2013-12","99","-1.36","-3.92","-134.17"
"2017-09","2019-12","6","-0.27","-0.53","-1.6"
